session,gender,disability,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated,median_time_to_matriculation_years
2024/2025,Female,ALL,WAEC,5+-year,University,state,Osun,South West,Osun,,,,0,855,569,242,223,7,0,64.640887,57.835357,2.373676,2.0837819280417467
2024/2025,Female,ALL,WAEC,5+-year,University,state,Oyo,South West,Oyo,,,,0,1340,892,379,349,0,0,986.273669,882.436684,36.21693,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,College of Education,state,Benue,North Central,Benue,,,,0,16,11,5,4,0,0,4.814533,4.307791,0.176779,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,College of Education,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,0,11,7,3,3,0,0,5.392277,4.824726,0.197992,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,College of Education,state,Kogi,North Central,Kogi,,,,0,9,6,2,2,0,0,2.118395,1.895428,0.077783,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,College of Education,state,Kwara,North Central,Kwara,,,,0,8,6,2,2,0,0,6.932928,6.20322,0.254562,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,College of Education,state,Nasarawa,North Central,Nasarawa,,,,0,6,4,2,1,0,0,1.155488,1.03387,0.042427,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,College of Education,state,Niger,North Central,Niger,,,,0,15,10,4,4,0,0,4.429371,3.963168,0.162637,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,College of Education,state,Plateau,North Central,Plateau,,,,0,11,7,3,3,0,0,3.081301,2.756986,0.113139,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,College of Education,state,Adamawa,North East,Adamawa,,,,0,12,8,3,3,0,0,14.251019,12.751062,0.523266,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,College of Education,state,Borno,North East,Borno,,,,0,14,9,4,4,0,0,6.740347,6.030908,0.24749,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,College of Education,state,Gombe,North East,Gombe,,,,0,9,6,3,2,1,0,5.199696,4.652415,0.190921,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,College of Education,state,Taraba,North East,Taraba,,,,0,8,5,2,2,0,0,1.540651,1.378493,0.056569,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,College of Education,state,Yobe,North East,Yobe,,,,0,9,6,2,2,0,0,5.007115,4.480103,0.18385,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,College of Education,state,Kaduna,North West,Kaduna,,,,0,33,22,9,8,2,0,20.028459,17.920412,0.7354,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,College of Education,state,Kano,North West,Kano,,,,0,48,32,14,13,2,0,36.397872,32.566903,1.336449,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,College of Education,state,Katsina,North West,Katsina,,,,0,25,17,7,7,0,0,7.125509,6.375531,0.261633,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,College of Education,state,Kebbi,North West,Kebbi,,,,0,9,6,3,2,0,0,5.77744,5.169349,0.212135,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,College of Education,state,Sokoto,North West,Sokoto,,,,0,13,9,4,3,0,0,5.392277,4.824726,0.197992,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,College of Education,state,Zamfara,North West,Zamfara,,,,0,10,7,3,3,0,0,6.162603,5.513973,0.226277,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,College of Education,state,Abia,South East,Abia,,,,0,0,0,0,0,0,0,0,0,0,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,College of Education,state,Anambra,South East,Anambra,,,,0,0,0,0,0,0,0,0,0,0,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,College of Education,state,Ebonyi,South East,Ebonyi,,,,0,5,3,1,1,0,0,1.733232,1.550805,0.06364,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,College of Education,state,Imo,South East,Imo,,,,0,15,10,4,4,0,0,11.55488,10.338699,0.424269,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,College of Education,state,Akwa Ibom,South South,Akwa Ibom,,,,0,16,10,4,4,0,0,7.318091,6.547843,0.268704,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,College of Education,state,Bayelsa,South South,Bayelsa,,,,0,9,6,2,2,0,0,7.703254,6.892466,0.282846,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,College of Education,state,Cross River,South South,Cross River,,,,0,0,0,0,0,0,0,0,0,0,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,College of Education,state,Delta,South South,Delta,,,,0,10,7,3,3,0,0,0.962907,0.861558,0.035356,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,College of Education,state,Edo,South South,Edo,,,,0,15,10,4,4,0,0,5.584859,4.997038,0.205064,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,College of Education,state,Rivers,South South,Rivers,,,,0,20,13,6,5,0,0,7.510672,6.720155,0.275775,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,College of Education,state,Ekiti,South West,Ekiti,,,,0,11,8,3,3,0,0,9.629067,8.615583,0.353558,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,College of Education,state,Lagos,South West,Lagos,,,,0,29,19,8,8,0,0,16.369414,14.646491,0.601048,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,College of Education,state,Ogun,South West,Ogun,,,,0,21,14,6,6,0,0,17.717483,15.852672,0.650546,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,College of Education,state,Ondo,South West,Ondo,,,,0,12,8,3,3,0,0,3.081301,2.756986,0.113139,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,College of Education,state,Osun,South West,Osun,,,,0,5,3,1,1,0,0,0.385162,0.344623,0.014142,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,College of Education,state,Oyo,South West,Oyo,,,,0,31,20,9,8,0,0,22.532016,20.160464,0.827325,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,Polytechnic,state,Benue,North Central,Benue,,,,0,16,11,5,4,0,0,4.814533,4.307791,0.176779,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,Polytechnic,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,0,8,5,2,2,0,0,4.044208,3.618545,0.148494,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,Polytechnic,state,Kogi,North Central,Kogi,,,,0,9,6,2,2,0,0,2.118395,1.895428,0.077783,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,Polytechnic,state,Kwara,North Central,Kwara,,,,0,13,8,4,3,0,0,10.399392,9.304829,0.381842,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,Polytechnic,state,Nasarawa,North Central,Nasarawa,,,,0,6,4,2,1,0,0,1.155488,1.03387,0.042427,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,Polytechnic,state,Niger,North Central,Niger,,,,0,13,9,4,3,0,0,3.851627,3.446233,0.141423,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,Polytechnic,state,Plateau,North Central,Plateau,,,,0,10,7,3,3,0,0,2.88872,2.584675,0.106067,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,Polytechnic,state,Adamawa,North East,Adamawa,,,,0,11,7,3,3,0,0,13.480693,12.061816,0.494981,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,Polytechnic,state,Borno,North East,Borno,,,,0,15,10,4,4,0,0,7.318091,6.547843,0.268704,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,Polytechnic,state,Gombe,North East,Gombe,,,,0,8,6,2,2,0,0,4.621952,4.13548,0.169708,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,Polytechnic,state,Taraba,North East,Taraba,,,,0,7,4,2,2,0,0,1.348069,1.206182,0.049498,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,Polytechnic,state,Yobe,North East,Yobe,,,,0,10,6,3,2,0,0,5.584859,4.997038,0.205064,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,Polytechnic,state,Kaduna,North West,Kaduna,,,,0,12,8,3,3,1,0,7.510672,6.720155,0.275775,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,Polytechnic,state,Kano,North West,Kano,,,,0,36,24,10,9,0,0,27.153968,24.295943,0.997033,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,Polytechnic,state,Katsina,North West,Katsina,,,,0,18,12,5,5,0,0,5.199696,4.652415,0.190921,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,Polytechnic,state,Kebbi,North West,Kebbi,,,,0,9,6,3,2,0,0,5.77744,5.169349,0.212135,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,Polytechnic,state,Sokoto,North West,Sokoto,,,,0,9,6,2,2,0,0,3.466464,3.10161,0.127281,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,Polytechnic,state,Zamfara,North West,Zamfara,,,,0,8,5,2,2,0,0,4.814533,4.307791,0.176779,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,Polytechnic,state,Abia,South East,Abia,,,,0,0,0,0,0,0,0,0,0,0,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,Polytechnic,state,Anambra,South East,Anambra,,,,0,0,0,0,0,0,0,0,0,0,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,Polytechnic,state,Ebonyi,South East,Ebonyi,,,,0,7,5,2,2,1,0,2.503557,2.240051,0.091925,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,Polytechnic,state,Imo,South East,Imo,,,,0,20,13,6,5,0,0,15.213925,13.61262,0.558621,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,Polytechnic,state,Akwa Ibom,South South,Akwa Ibom,,,,0,16,10,4,4,0,0,7.318091,6.547843,0.268704,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,Polytechnic,state,Bayelsa,South South,Bayelsa,,,,0,7,4,2,2,0,0,5.970021,5.341661,0.219206,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,Polytechnic,state,Cross River,South South,Cross River,,,,0,0,0,0,0,0,0,0,0,0,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,Polytechnic,state,Delta,South South,Delta,,,,0,14,9,4,4,0,0,1.348069,1.206182,0.049498,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,Polytechnic,state,Edo,South South,Edo,,,,0,10,7,3,3,0,0,3.659046,3.273922,0.134352,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,Polytechnic,state,Rivers,South South,Rivers,,,,0,20,13,6,5,0,0,7.510672,6.720155,0.275775,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,Polytechnic,state,Ekiti,South West,Ekiti,,,,0,5,4,2,1,0,0,4.621952,4.13548,0.169708,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,Polytechnic,state,Lagos,South West,Lagos,,,,0,49,32,14,13,0,0,27.153968,24.295943,0.997033,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,Polytechnic,state,Ogun,South West,Ogun,,,,0,16,10,4,4,0,0,12.90295,11.544881,0.473768,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,Polytechnic,state,Ondo,South West,Ondo,,,,0,13,9,4,4,0,0,3.466464,3.10161,0.127281,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,Polytechnic,state,Osun,South West,Osun,,,,0,5,3,1,1,0,0,0.385162,0.344623,0.014142,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,Polytechnic,state,Oyo,South West,Oyo,,,,0,14,10,4,4,0,0,10.591973,9.477141,0.388914,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,University,state,Benue,North Central,Benue,,,,0,14,10,4,4,2,0,4.23679,3.790856,0.155565,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,University,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,0,7,5,2,2,0,0,3.466464,3.10161,0.127281,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,University,state,Kogi,North Central,Kogi,,,,0,11,7,3,3,0,0,2.696139,2.412363,0.098996,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,University,state,Kwara,North Central,Kwara,,,,0,10,7,3,3,0,0,8.473579,7.581713,0.311131,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,University,state,Nasarawa,North Central,Nasarawa,,,,0,6,4,2,1,1,0,1.155488,1.03387,0.042427,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,University,state,Niger,North Central,Niger,,,,0,14,9,4,4,2,0,4.23679,3.790856,0.155565,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,University,state,Plateau,North Central,Plateau,,,,0,13,9,4,3,0,0,3.659046,3.273922,0.134352,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,University,state,Adamawa,North East,Adamawa,,,,0,13,9,4,3,1,0,16.561995,14.818802,0.608119,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,University,state,Borno,North East,Borno,,,,0,17,11,5,4,1,0,8.280998,7.409401,0.30406,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,University,state,Gombe,North East,Gombe,,,,0,6,4,2,1,1,0,3.081301,2.756986,0.113139,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,University,state,Taraba,North East,Taraba,,,,0,4,3,1,1,1,0,0.770325,0.689247,0.028285,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,University,state,Yobe,North East,Yobe,,,,0,8,5,2,2,1,0,4.814533,4.307791,0.176779,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,University,state,Kaduna,North West,Kaduna,,,,0,35,23,10,9,1,0,21.376528,19.126593,0.784898,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,University,state,Kano,North West,Kano,,,,0,47,31,13,12,2,0,35.627547,31.877656,1.308164,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,University,state,Katsina,North West,Katsina,,,,0,20,13,6,5,2,0,5.584859,4.997038,0.205064,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,University,state,Kebbi,North West,Kebbi,,,,0,13,8,4,3,0,0,7.703254,6.892466,0.282846,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,University,state,Sokoto,North West,Sokoto,,,,0,16,11,5,4,2,0,6.547765,5.858596,0.240419,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,University,state,Zamfara,North West,Zamfara,,,,0,7,5,2,2,0,0,4.621952,4.13548,0.169708,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,University,state,Abia,South East,Abia,,,,0,0,0,0,0,2,0,0,0,0,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,University,state,Anambra,South East,Anambra,,,,0,0,0,0,0,0,0,0,0,0,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,University,state,Ebonyi,South East,Ebonyi,,,,0,13,9,4,3,1,0,4.814533,4.307791,0.176779,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,University,state,Imo,South East,Imo,,,,0,15,10,4,4,1,0,11.55488,10.338699,0.424269,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,University,state,Akwa Ibom,South South,Akwa Ibom,,,,0,18,12,5,5,1,0,8.280998,7.409401,0.30406,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,University,state,Bayelsa,South South,Bayelsa,,,,0,3,2,1,1,0,0,3.081301,2.756986,0.113139,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,University,state,Cross River,South South,Cross River,,,,0,0,0,0,0,0,0,0,0,0,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,University,state,Delta,South South,Delta,,,,0,10,7,3,3,0,0,0.962907,0.861558,0.035356,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,University,state,Edo,South South,Edo,,,,0,15,10,4,4,1,0,5.584859,4.997038,0.205064,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,University,state,Rivers,South South,Rivers,,,,0,22,14,6,6,0,0,8.088416,7.237089,0.296989,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,University,state,Ekiti,South West,Ekiti,,,,0,10,7,3,3,1,0,8.473579,7.581713,0.311131,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,University,state,Lagos,South West,Lagos,,,,0,47,31,13,12,0,0,26.191062,23.434385,0.961677,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,University,state,Ogun,South West,Ogun,,,,0,12,8,3,3,0,0,10.206811,9.132518,0.374771,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,University,state,Ondo,South West,Ondo,,,,0,10,7,3,3,0,0,2.696139,2.412363,0.098996,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,University,state,Osun,South West,Osun,,,,0,5,3,1,1,0,0,0.385162,0.344623,0.014142,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,1-year,University,state,Oyo,South West,Oyo,,,,0,25,17,7,7,0,0,18.680389,16.71423,0.685902,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,2-year,College of Education,state,Benue,North Central,Benue,,,,0,9,6,2,2,0,0,2.503557,2.240051,0.091925,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,2-year,College of Education,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,0,5,4,1,1,0,0,2.696139,2.412363,0.098996,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,2-year,College of Education,state,Kogi,North Central,Kogi,,,,0,5,3,1,1,0,0,1.155488,1.03387,0.042427,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,2-year,College of Education,state,Kwara,North Central,Kwara,,,,0,4,3,1,1,0,0,3.273883,2.929298,0.12021,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,2-year,College of Education,state,Nasarawa,North Central,Nasarawa,,,,0,3,2,1,1,0,0,0.577744,0.516935,0.021213,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,2-year,College of Education,state,Niger,North Central,Niger,,,,0,7,5,2,2,0,0,2.118395,1.895428,0.077783,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,2-year,College of Education,state,Plateau,North Central,Plateau,,,,0,5,4,2,1,0,0,1.540651,1.378493,0.056569,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,2-year,College of Education,state,Adamawa,North East,Adamawa,,,,0,6,4,2,2,0,0,7.895835,7.064778,0.289917,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,2-year,College of Education,state,Borno,North East,Borno,,,,0,8,5,2,2,0,0,3.851627,3.446233,0.141423,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,2-year,College of Education,state,Gombe,North East,Gombe,,,,0,6,4,2,1,0,0,3.081301,2.756986,0.113139,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,2-year,College of Education,state,Taraba,North East,Taraba,,,,0,5,3,1,1,0,0,0.962907,0.861558,0.035356,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,2-year,College of Education,state,Yobe,North East,Yobe,,,,0,6,4,2,1,0,0,3.273883,2.929298,0.12021,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,2-year,College of Education,state,Kaduna,North West,Kaduna,,,,0,18,12,5,5,0,0,11.362299,10.166388,0.417198,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,2-year,College of Education,state,Kano,North West,Kano,,,,0,23,16,7,6,0,0,17.717483,15.852672,0.650546,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,2-year,College of Education,state,Katsina,North West,Katsina,,,,0,12,8,3,3,0,0,3.466464,3.10161,0.127281,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,2-year,College of Education,state,Kebbi,North West,Kebbi,,,,0,5,3,1,1,0,0,2.88872,2.584675,0.106067,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,2-year,College of Education,state,Sokoto,North West,Sokoto,,,,0,7,4,2,2,0,0,2.696139,2.412363,0.098996,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,2-year,College of Education,state,Zamfara,North West,Zamfara,,,,0,5,4,1,1,0,0,3.273883,2.929298,0.12021,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,2-year,College of Education,state,Abia,South East,Abia,,,,0,0,0,0,0,0,0,0,0,0,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,2-year,College of Education,state,Anambra,South East,Anambra,,,,0,0,0,0,0,0,0,0,0,0,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,2-year,College of Education,state,Ebonyi,South East,Ebonyi,,,,0,3,2,1,1,0,0,0.962907,0.861558,0.035356,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,2-year,College of Education,state,Imo,South East,Imo,,,,0,8,5,2,2,0,0,5.77744,5.169349,0.212135,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,2-year,College of Education,state,Akwa Ibom,South South,Akwa Ibom,,,,0,7,5,2,2,0,0,3.466464,3.10161,0.127281,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,2-year,College of Education,state,Bayelsa,South South,Bayelsa,,,,0,5,3,1,1,0,0,4.621952,4.13548,0.169708,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,2-year,College of Education,state,Cross River,South South,Cross River,,,,0,0,0,0,0,0,0,0,0,0,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,2-year,College of Education,state,Delta,South South,Delta,,,,0,6,4,2,2,0,0,0.577744,0.516935,0.021213,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,2-year,College of Education,state,Edo,South South,Edo,,,,0,7,5,2,2,0,0,2.696139,2.412363,0.098996,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,2-year,College of Education,state,Rivers,South South,Rivers,,,,0,12,8,3,3,0,0,4.429371,3.963168,0.162637,2.0837819280417467
2024/2025,Female,Disabled,NABTEB,2-year,College of Education,state,Ekiti,South West,Ekiti,,,,0,7,5,2,2,0,0,5.77744,5.169349,0.212135,2.0837819280417467
