session,zone,state,lga,institution_type,tertiary_institution,gender,disability_scope,programme_cluster,discipline_group,programme,admitted_count,matriculated_count
2024/2025,South West,Osun,Ife Central,Polytechnic,Other Polytechnic Admissions - Osun 1,Male,all,STEMM,Engineering,Chemical Engineering,599,549
2024/2025,South West,Osun,Ife Central,Polytechnic,Other Polytechnic Admissions - Osun 1,Male,disabled,Non-STEMM,Social Sciences,Marketing,96,83
2024/2025,South West,Osun,Ife Central,Polytechnic,Other Polytechnic Admissions - Osun 1,Male,disabled,STEMM,Engineering,Chemical Engineering,48,41
2024/2025,South West,Osun,Ife Central,Polytechnic,Other Polytechnic Admissions - Osun 2,Female,all,Non-STEMM,Social Sciences,Marketing,1239,1135
2024/2025,South West,Osun,Ife Central,Polytechnic,Other Polytechnic Admissions - Osun 2,Female,all,STEMM,Engineering,Chemical Engineering,433,397
2024/2025,South West,Osun,Ife Central,Polytechnic,Other Polytechnic Admissions - Osun 2,Female,disabled,Non-STEMM,Social Sciences,Marketing,99,85
2024/2025,South West,Osun,Ife Central,Polytechnic,Other Polytechnic Admissions - Osun 2,Female,disabled,STEMM,Engineering,Chemical Engineering,34,29
2024/2025,South West,Osun,Ife Central,Polytechnic,Other Polytechnic Admissions - Osun 2,Male,all,Non-STEMM,Social Sciences,Marketing,1190,1091
2024/2025,South West,Osun,Ife Central,Polytechnic,Other Polytechnic Admissions - Osun 2,Male,all,STEMM,Engineering,Chemical Engineering,599,549
2024/2025,South West,Osun,Ife Central,Polytechnic,Other Polytechnic Admissions - Osun 2,Male,disabled,Non-STEMM,Social Sciences,Marketing,95,82
2024/2025,South West,Osun,Ife Central,Polytechnic,Other Polytechnic Admissions - Osun 2,Male,disabled,STEMM,Engineering,Chemical Engineering,47,40
2024/2025,South West,Osun,Ilesha East,College of Education,Other College of Education Admissions - Osun 1,Female,all,Non-STEMM,Education,Early Childhood Education,2494,2286
2024/2025,South West,Osun,Ilesha East,College of Education,Other College of Education Admissions - Osun 1,Female,all,STEMM,Environmental Sciences,Estate Management,141,129
2024/2025,South West,Osun,Ilesha East,College of Education,Other College of Education Admissions - Osun 1,Female,disabled,Non-STEMM,Education,Early Childhood Education,200,172
2024/2025,South West,Osun,Ilesha East,College of Education,Other College of Education Admissions - Osun 1,Female,disabled,STEMM,Environmental Sciences,Estate Management,11,9
2024/2025,South West,Osun,Ilesha East,College of Education,Other College of Education Admissions - Osun 1,Male,all,Non-STEMM,Education,Early Childhood Education,2039,1869
2024/2025,South West,Osun,Ilesha East,College of Education,Other College of Education Admissions - Osun 1,Male,all,STEMM,Environmental Sciences,Estate Management,180,165
2024/2025,South West,Osun,Ilesha East,College of Education,Other College of Education Admissions - Osun 1,Male,disabled,Non-STEMM,Education,Early Childhood Education,164,141
2024/2025,South West,Osun,Ilesha East,College of Education,Other College of Education Admissions - Osun 1,Male,disabled,STEMM,Environmental Sciences,Estate Management,14,12
2024/2025,South West,Osun,Ilesha West,Seminary/Theological College,Other Seminary/Theological College Admissions,Female,all,Non-STEMM,ART,Theology,19,17
2024/2025,South West,Osun,Ilesha West,Seminary/Theological College,Other Seminary/Theological College Admissions,Female,disabled,Non-STEMM,ART,Theology,1,1
2024/2025,South West,Osun,Ilesha West,Seminary/Theological College,Other Seminary/Theological College Admissions,Male,all,Non-STEMM,ART,Theology,16,15
2024/2025,South West,Osun,Ilesha West,Seminary/Theological College,Other Seminary/Theological College Admissions,Male,disabled,Non-STEMM,ART,Theology,1,1
2024/2025,South West,Osun,Osogbo,University,Other University Admissions - Osun 1,Female,all,Non-STEMM,ART,Linguistics,260,238
2024/2025,South West,Osun,Osogbo,University,Other University Admissions - Osun 1,Female,all,STEMM,Computing / ICT,Computer Science,1412,1294
2024/2025,South West,Osun,Osogbo,University,Other University Admissions - Osun 1,Female,all,STEMM,Physical Sciences,Physics,33,30
2024/2025,South West,Osun,Osogbo,University,Other University Admissions - Osun 1,Female,all,STEMM,Technology / ICT,Information Technology,399,366
2024/2025,South West,Osun,Osogbo,University,Other University Admissions - Osun 1,Female,disabled,Non-STEMM,ART,Linguistics,21,18
2024/2025,South West,Osun,Osogbo,University,Other University Admissions - Osun 1,Female,disabled,STEMM,Computing / ICT,Computer Science,115,99
2024/2025,South West,Osun,Osogbo,University,Other University Admissions - Osun 1,Female,disabled,STEMM,Physical Sciences,Physics,3,3
2024/2025,South West,Osun,Osogbo,University,Other University Admissions - Osun 1,Female,disabled,STEMM,Technology / ICT,Information Technology,32,27
2024/2025,South West,Osun,Osogbo,University,Other University Admissions - Osun 1,Male,all,Non-STEMM,ART,Linguistics,229,210
2024/2025,South West,Osun,Osogbo,University,Other University Admissions - Osun 1,Male,all,STEMM,Computing / ICT,Computer Science,1951,1788
2024/2025,South West,Osun,Osogbo,University,Other University Admissions - Osun 1,Male,all,STEMM,Physical Sciences,Physics,41,38
2024/2025,South West,Osun,Osogbo,University,Other University Admissions - Osun 1,Male,all,STEMM,Technology / ICT,Information Technology,551,505
2024/2025,South West,Osun,Osogbo,University,Other University Admissions - Osun 1,Male,disabled,Non-STEMM,ART,Linguistics,19,16
2024/2025,South West,Osun,Osogbo,University,Other University Admissions - Osun 1,Male,disabled,STEMM,Computing / ICT,Computer Science,159,137
2024/2025,South West,Osun,Osogbo,University,Other University Admissions - Osun 1,Male,disabled,STEMM,Physical Sciences,Physics,4,3
2024/2025,South West,Osun,Osogbo,University,Other University Admissions - Osun 1,Male,disabled,STEMM,Technology / ICT,Information Technology,45,39
2024/2025,South West,Osun,Osogbo,University,Other University Admissions - Osun 2,Female,all,Non-STEMM,ART,Linguistics,259,237
2024/2025,South West,Osun,Osogbo,University,Other University Admissions - Osun 2,Female,all,STEMM,Computing / ICT,Computer Science,1413,1295
2024/2025,South West,Osun,Osogbo,University,Other University Admissions - Osun 2,Female,all,STEMM,Physical Sciences,Physics,32,29
2024/2025,South West,Osun,Osogbo,University,Other University Admissions - Osun 2,Female,all,STEMM,Technology / ICT,Information Technology,399,366
2024/2025,South West,Osun,Osogbo,University,Other University Admissions - Osun 2,Female,disabled,Non-STEMM,ART,Linguistics,21,18
2024/2025,South West,Osun,Osogbo,University,Other University Admissions - Osun 2,Female,disabled,STEMM,Computing / ICT,Computer Science,115,99
2024/2025,South West,Osun,Osogbo,University,Other University Admissions - Osun 2,Female,disabled,STEMM,Physical Sciences,Physics,3,3
2024/2025,South West,Osun,Osogbo,University,Other University Admissions - Osun 2,Female,disabled,STEMM,Technology / ICT,Information Technology,32,27
2024/2025,South West,Osun,Osogbo,University,Other University Admissions - Osun 2,Male,all,Non-STEMM,ART,Linguistics,230,211
2024/2025,South West,Osun,Osogbo,University,Other University Admissions - Osun 2,Male,all,STEMM,Computing / ICT,Computer Science,1951,1788
2024/2025,South West,Osun,Osogbo,University,Other University Admissions - Osun 2,Male,all,STEMM,Physical Sciences,Physics,41,38
2024/2025,South West,Osun,Osogbo,University,Other University Admissions - Osun 2,Male,all,STEMM,Technology / ICT,Information Technology,551,505
2024/2025,South West,Osun,Osogbo,University,Other University Admissions - Osun 2,Male,disabled,Non-STEMM,ART,Linguistics,18,15
2024/2025,South West,Osun,Osogbo,University,Other University Admissions - Osun 2,Male,disabled,STEMM,Computing / ICT,Computer Science,159,137
2024/2025,South West,Osun,Osogbo,University,Other University Admissions - Osun 2,Male,disabled,STEMM,Physical Sciences,Physics,3,3
2024/2025,South West,Osun,Osogbo,University,Other University Admissions - Osun 2,Male,disabled,STEMM,Technology / ICT,Information Technology,45,39
2024/2025,South West,Osun,Osogbo,University,Other University Admissions - Osun 3,Female,all,Non-STEMM,ART,Linguistics,259,237
2024/2025,South West,Osun,Osogbo,University,Other University Admissions - Osun 3,Female,all,STEMM,Computing / ICT,Computer Science,1413,1295
2024/2025,South West,Osun,Osogbo,University,Other University Admissions - Osun 3,Female,all,STEMM,Physical Sciences,Physics,32,29
2024/2025,South West,Osun,Osogbo,University,Other University Admissions - Osun 3,Female,all,STEMM,Technology / ICT,Information Technology,399,366
2024/2025,South West,Osun,Osogbo,University,Other University Admissions - Osun 3,Female,disabled,Non-STEMM,ART,Linguistics,21,18
2024/2025,South West,Osun,Osogbo,University,Other University Admissions - Osun 3,Female,disabled,STEMM,Computing / ICT,Computer Science,115,99
2024/2025,South West,Osun,Osogbo,University,Other University Admissions - Osun 3,Female,disabled,STEMM,Physical Sciences,Physics,2,2
2024/2025,South West,Osun,Osogbo,University,Other University Admissions - Osun 3,Female,disabled,STEMM,Technology / ICT,Information Technology,32,27
2024/2025,South West,Osun,Osogbo,University,Other University Admissions - Osun 3,Male,all,Non-STEMM,ART,Linguistics,230,211
2024/2025,South West,Osun,Osogbo,University,Other University Admissions - Osun 3,Male,all,STEMM,Computing / ICT,Computer Science,1951,1788
2024/2025,South West,Osun,Osogbo,University,Other University Admissions - Osun 3,Male,all,STEMM,Physical Sciences,Physics,41,38
2024/2025,South West,Osun,Osogbo,University,Other University Admissions - Osun 3,Male,all,STEMM,Technology / ICT,Information Technology,551,505
2024/2025,South West,Osun,Osogbo,University,Other University Admissions - Osun 3,Male,disabled,Non-STEMM,ART,Linguistics,18,15
2024/2025,South West,Osun,Osogbo,University,Other University Admissions - Osun 3,Male,disabled,STEMM,Computing / ICT,Computer Science,159,137
2024/2025,South West,Osun,Osogbo,University,Other University Admissions - Osun 3,Male,disabled,STEMM,Physical Sciences,Physics,3,3
2024/2025,South West,Osun,Osogbo,University,Other University Admissions - Osun 3,Male,disabled,STEMM,Technology / ICT,Information Technology,44,38
2024/2025,South West,Osun,Osogbo,University,Other University Admissions - Osun 4,Female,all,Non-STEMM,ART,Linguistics,259,237
2024/2025,South West,Osun,Osogbo,University,Other University Admissions - Osun 4,Female,all,STEMM,Computing / ICT,Computer Science,1413,1295
2024/2025,South West,Osun,Osogbo,University,Other University Admissions - Osun 4,Female,all,STEMM,Physical Sciences,Physics,32,29
2024/2025,South West,Osun,Osogbo,University,Other University Admissions - Osun 4,Female,all,STEMM,Technology / ICT,Information Technology,399,366
2024/2025,South West,Osun,Osogbo,University,Other University Admissions - Osun 4,Female,disabled,Non-STEMM,ART,Linguistics,20,17
2024/2025,South West,Osun,Osogbo,University,Other University Admissions - Osun 4,Female,disabled,STEMM,Computing / ICT,Computer Science,115,99
2024/2025,South West,Osun,Osogbo,University,Other University Admissions - Osun 4,Female,disabled,STEMM,Physical Sciences,Physics,2,2
2024/2025,South West,Osun,Osogbo,University,Other University Admissions - Osun 4,Female,disabled,STEMM,Technology / ICT,Information Technology,32,27
2024/2025,South West,Osun,Osogbo,University,Other University Admissions - Osun 4,Male,all,Non-STEMM,ART,Linguistics,230,211
2024/2025,South West,Osun,Osogbo,University,Other University Admissions - Osun 4,Male,all,STEMM,Computing / ICT,Computer Science,1951,1788
2024/2025,South West,Osun,Osogbo,University,Other University Admissions - Osun 4,Male,all,STEMM,Physical Sciences,Physics,41,38
2024/2025,South West,Osun,Osogbo,University,Other University Admissions - Osun 4,Male,all,STEMM,Technology / ICT,Information Technology,551,505
2024/2025,South West,Osun,Osogbo,University,Other University Admissions - Osun 4,Male,disabled,Non-STEMM,ART,Linguistics,18,15
2024/2025,South West,Osun,Osogbo,University,Other University Admissions - Osun 4,Male,disabled,STEMM,Computing / ICT,Computer Science,159,137
2024/2025,South West,Osun,Osogbo,University,Other University Admissions - Osun 4,Male,disabled,STEMM,Physical Sciences,Physics,3,3
2024/2025,South West,Osun,Osogbo,University,Other University Admissions - Osun 4,Male,disabled,STEMM,Technology / ICT,Information Technology,44,38
2024/2025,South West,Osun,Osogbo,University,Other University Admissions - Osun 5,Female,all,Non-STEMM,ART,Linguistics,259,237
2024/2025,South West,Osun,Osogbo,University,Other University Admissions - Osun 5,Female,all,STEMM,Computing / ICT,Computer Science,1412,1294
2024/2025,South West,Osun,Osogbo,University,Other University Admissions - Osun 5,Female,all,STEMM,Physical Sciences,Physics,32,29
2024/2025,South West,Osun,Osogbo,University,Other University Admissions - Osun 5,Female,all,STEMM,Technology / ICT,Information Technology,399,366
2024/2025,South West,Osun,Osogbo,University,Other University Admissions - Osun 5,Female,disabled,Non-STEMM,ART,Linguistics,20,17
2024/2025,South West,Osun,Osogbo,University,Other University Admissions - Osun 5,Female,disabled,STEMM,Computing / ICT,Computer Science,114,98
2024/2025,South West,Osun,Osogbo,University,Other University Admissions - Osun 5,Female,disabled,STEMM,Physical Sciences,Physics,2,2
2024/2025,South West,Osun,Osogbo,University,Other University Admissions - Osun 5,Female,disabled,STEMM,Technology / ICT,Information Technology,32,27
2024/2025,South West,Osun,Osogbo,University,Other University Admissions - Osun 5,Male,all,Non-STEMM,ART,Linguistics,230,211
2024/2025,South West,Osun,Osogbo,University,Other University Admissions - Osun 5,Male,all,STEMM,Computing / ICT,Computer Science,1950,1787
2024/2025,South West,Osun,Osogbo,University,Other University Admissions - Osun 5,Male,all,STEMM,Physical Sciences,Physics,41,38
2024/2025,South West,Osun,Osogbo,University,Other University Admissions - Osun 5,Male,all,STEMM,Technology / ICT,Information Technology,552,506
2024/2025,South West,Osun,Osogbo,University,Other University Admissions - Osun 5,Male,disabled,Non-STEMM,ART,Linguistics,18,15
2024/2025,South West,Osun,Osogbo,University,Other University Admissions - Osun 5,Male,disabled,STEMM,Computing / ICT,Computer Science,159,137
2024/2025,South West,Osun,Osogbo,University,Other University Admissions - Osun 5,Male,disabled,STEMM,Physical Sciences,Physics,3,3
2024/2025,South West,Osun,Osogbo,University,Other University Admissions - Osun 5,Male,disabled,STEMM,Technology / ICT,Information Technology,44,38
2024/2025,South West,Oyo,Ibadan North,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Female,all,Non-STEMM,ART,Theology,58,53
2024/2025,South West,Oyo,Ibadan North,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Female,disabled,Non-STEMM,ART,Theology,4,3
2024/2025,South West,Oyo,Ibadan North,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Male,all,Non-STEMM,ART,Theology,51,47
2024/2025,South West,Oyo,Ibadan North,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Male,disabled,Non-STEMM,ART,Theology,4,3
2024/2025,South West,Oyo,Ibadan North,School of Health,"School of Nursing, University of Benin, Edo State",Female,all,STEMM,Medicine / Health Sciences,Anatomy,36,33
2024/2025,South West,Oyo,Ibadan North,School of Health,"School of Nursing, University of Benin, Edo State",Female,disabled,STEMM,Medicine / Health Sciences,Anatomy,2,2
2024/2025,South West,Oyo,Ibadan North,School of Health,"School of Nursing, University of Benin, Edo State",Male,all,STEMM,Medicine / Health Sciences,Anatomy,26,24
2024/2025,South West,Oyo,Ibadan North,School of Health,"School of Nursing, University of Benin, Edo State",Male,disabled,STEMM,Medicine / Health Sciences,Anatomy,2,2
2024/2025,South West,Oyo,Ibadan North,University,Other University Admissions - Oyo 1,Female,all,STEMM,Biological Sciences,Microbiology,1809,1658
2024/2025,South West,Oyo,Ibadan North,University,Other University Admissions - Oyo 1,Female,all,STEMM,Medicine / Health Sciences,Physiology,16,15
2024/2025,South West,Oyo,Ibadan North,University,Other University Admissions - Oyo 1,Female,all,STEMM,Physical Sciences,Chemistry,124,114
2024/2025,South West,Oyo,Ibadan North,University,Other University Admissions - Oyo 1,Female,disabled,STEMM,Biological Sciences,Microbiology,147,126
