session,zone,state,lga,ward,gender,disability,school_type,school_level,class_grade,student_count,school_count,classroom_count,computer_count,infrastructure_score,key_entry_level,is_o_level_student,school
2023/2024,South East,Ebonyi,Abakaliki,Abakpa,Female,Disabled,Private,Pre-Primary/Primary,Primary 3,12,2,1,0,82.4,,0,"Government Secondary School, Abakpa | Community Secondary School, Abakpa | Unity College, Abakaliki | Comprehensive High School, Abakpa"
2024/2025,North East,Adamawa,Yola North,Doubeli,Female,Disabled,Public,Pre-Primary/Primary,Primary 1,112,18,2,1,61.6,Primary 1,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 1,4220,18,93,36,61.6,Primary 1,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Male,Disabled,Public,Pre-Primary/Primary,Primary 1,112,18,2,1,61.6,Primary 1,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 1,4197,18,92,35,61.6,Primary 1,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Female,Disabled,Private,Pre-Primary/Primary,Primary 2,31,5,1,0,61.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 2,927,5,20,8,61.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Male,Disabled,Private,Pre-Primary/Primary,Primary 2,32,5,1,0,61.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 2,932,5,20,8,61.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Female,Disabled,Public,Pre-Primary/Primary,Primary 2,100,19,2,1,61.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 2,3747,19,82,31,61.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Male,Disabled,Public,Pre-Primary/Primary,Primary 2,99,19,2,1,61.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 2,3726,19,82,31,61.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Female,Disabled,Private,Pre-Primary/Primary,Primary 3,28,5,1,0,61.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 3,834,5,18,7,61.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Male,Disabled,Private,Pre-Primary/Primary,Primary 3,29,5,1,0,61.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 3,838,5,18,7,61.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Female,Disabled,Public,Pre-Primary/Primary,Primary 3,89,19,2,1,61.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 3,3369,19,74,28,61.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Male,Disabled,Public,Pre-Primary/Primary,Primary 3,90,19,2,1,61.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 3,3350,19,74,28,61.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Female,Disabled,Private,Pre-Primary/Primary,Primary 4,27,5,1,0,61.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 4,762,5,17,6,61.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Male,Disabled,Private,Pre-Primary/Primary,Primary 4,27,5,1,0,61.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 4,766,5,17,6,61.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Female,Disabled,Public,Pre-Primary/Primary,Primary 4,81,21,2,1,61.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 4,3079,21,68,26,61.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Male,Disabled,Public,Pre-Primary/Primary,Primary 4,81,21,2,1,61.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 4,3061,21,67,26,61.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Female,Disabled,Private,Pre-Primary/Primary,Primary 5,25,5,1,0,61.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 5,713,5,16,6,61.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Male,Disabled,Private,Pre-Primary/Primary,Primary 5,25,5,1,0,61.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 5,717,5,16,6,61.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Female,Disabled,Public,Pre-Primary/Primary,Primary 5,77,18,2,1,61.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 5,2883,18,63,24,61.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Male,Disabled,Public,Pre-Primary/Primary,Primary 5,77,18,2,1,61.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 5,2866,18,63,24,61.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Female,Disabled,Private,Pre-Primary/Primary,Primary 6,23,5,1,0,61.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 6,645,5,14,5,61.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Male,Disabled,Private,Pre-Primary/Primary,Primary 6,22,5,1,0,61.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 6,649,5,14,5,61.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Female,Disabled,Public,Pre-Primary/Primary,Primary 6,69,20,2,1,61.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 6,2606,20,57,22,61.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Male,Disabled,Public,Pre-Primary/Primary,Primary 6,69,20,2,1,61.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 6,2591,20,57,22,61.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Female,Disabled,Private,SSS,SSS1,5,3,1,0,65.6,SSS1,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Female,Non-Disabled,Private,SSS,SSS1,286,3,6,2,65.6,SSS1,1,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Male,Disabled,Private,SSS,SSS1,6,3,1,0,65.6,SSS1,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Male,Non-Disabled,Private,SSS,SSS1,305,3,6,2,65.6,SSS1,1,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Female,Disabled,Public,SSS,SSS1,14,9,1,0,65.6,SSS1,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Female,Non-Disabled,Public,SSS,SSS1,942,9,19,7,65.6,SSS1,1,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Male,Disabled,Public,SSS,SSS1,15,9,1,0,65.6,SSS1,1,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Male,Non-Disabled,Public,SSS,SSS1,1051,9,21,8,65.6,SSS1,1,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Female,Disabled,Private,SSS,SSS2,3,3,1,0,65.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Female,Non-Disabled,Private,SSS,SSS2,230,3,5,2,65.6,,1,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Male,Disabled,Private,SSS,SSS2,4,3,1,0,65.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Male,Non-Disabled,Private,SSS,SSS2,246,3,5,2,65.6,,1,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Female,Disabled,Public,SSS,SSS2,10,9,1,0,65.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Female,Non-Disabled,Public,SSS,SSS2,759,9,15,6,65.6,,1,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Male,Disabled,Public,SSS,SSS2,12,9,1,0,65.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Male,Non-Disabled,Public,SSS,SSS2,846,9,17,6,65.6,,1,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
2024/2025,North East,Adamawa,Yola North,Doubeli,Female,Disabled,Private,SSS,SSS3,2,3,1,0,65.6,,0,"Government Secondary School, Doubeli | Community Secondary School, Doubeli | Unity College, Yola North | Comprehensive High School, Doubeli | Unity College, Jimeta"
