session,zone,state,lga,ward,school
2023/2024,South East,Enugu,Enugu South,Amechi I,PENIEL NURSERY AND PRIMARY SCHOOL AMECHI UWANI AWKUNANAW
2023/2024,South East,Enugu,Enugu South,Amechi I,PILGRIM MODEL PRIMARY SCHOOL AMECHI
2023/2024,South East,Enugu,Enugu South,Amechi I,RISING STAR COLLAGE
2023/2024,South East,Enugu,Enugu South,Amechi I,SCRIPTURE UNION PRIMARY SCHOOL KINGS KIDS AMECHI
2023/2024,South East,Enugu,Enugu South,Amechi I,SOLID LEGACY NURSERY AND PRIMARY SCHOOL
2023/2024,South East,Enugu,Enugu South,Amechi I,SPLENDID SUCCESS PRIMARY ACADEMY AMECHI
2023/2024,South East,Enugu,Enugu South,Amechi I,ST  VINCENT DE PAUL PRIMARY SCHOOL
2023/2024,South East,Enugu,Enugu South,Amechi I,SURE FOUNDATION ACADEMY
2023/2024,South East,Enugu,Enugu South,Amechi I,THE GODDARD INTERNATIONAL SCHOOL ENUGU
2023/2024,South East,Enugu,Enugu South,Amechi I,THE SURE FOUNDATION SCHOOLS
2023/2024,South East,Enugu,Enugu South,Amechi I,TIMEBELL ACADEMY AMECHI.
2023/2024,South East,Enugu,Enugu South,Amechi I,WISDOM KIDS NURSERY AND PRIMARY SCHOOL ENUGU
2023/2024,South East,Enugu,Enugu South,Amechi I,ZETA INTERNATIONAL PRIMARY SCHOOL AMECHI
2023/2024,South East,Enugu,Enugu South,Amechi I,ACHIEVERS SOLID BASE ACADEMY
2023/2024,South East,Enugu,Enugu South,Amechi I,ADVANCE LEARNING INTERNATIONAL PRIMARY SCHOOL AMECHI
2023/2024,South East,Enugu,Enugu South,Amechi I,AMECHI PRIMARY SCHOOL
2023/2024,South East,Enugu,Enugu South,Amechi I,"CENTRAL SCHOOL, AMECHI AWKUNANAW"
2023/2024,South East,Enugu,Enugu South,Amechi I,CHARIS INTERNATIONAL SCHOOL
2023/2024,South East,Enugu,Enugu South,Amechi I,CHRIST DE SAVIOUR PRIMARY SCHOOL AMECHI
2023/2024,South East,Enugu,Enugu South,Amechi I,"COMMUNITY  PRIMARY SCHOOL I, AMECHI"
2023/2024,South East,Enugu,Enugu South,Amechi I,"COMMUNITY  PRIMARY SCHOOL II, AMECHI AKWKUNANAW- ENUGU"
2024/2025,South East,Enugu,Enugu South,Amechi I,DIVINE ALMOND INTERNATIONAL SCHOOL ENUGU
2024/2025,South East,Enugu,Enugu South,Amechi I,EDEN PRIMARY SCHOOL AMECHI
2024/2025,South East,Enugu,Enugu South,Amechi I,"EMMANUEL CHURCH NURSERY/PRIMARY SCHOOL, ACHARA LAYOUT ENUGU"
2024/2025,South East,Enugu,Enugu South,Amechi I,EVANGELICAL NURSERY AND PRIMARY SCHOOL
2024/2025,South East,Enugu,Enugu South,Amechi I,EXCELLENT KIDS INTERNATIONAL PRIMARY SCHOOL AMAECHI
2024/2025,South East,Enugu,Enugu South,Amechi I,FOUNTAIN OF DIVINE FAVOUR INTERNATIONAL SCHOOL AMECHI ENUGU
2024/2025,South East,Enugu,Enugu South,Amechi I,FOUNTAIN OF LIFE INTERNATIONAL ACADEMY ENUGU
2024/2025,South East,Enugu,Enugu South,Amechi I,GATEWAY FUTURE STARS ACADEMY
2024/2025,South East,Enugu,Enugu South,Amechi I,GODS  WILL PRIMARY SCHOOL
2024/2025,South East,Enugu,Enugu South,Amechi I,GODS DIVINE GRACE NURSERY AND PRIMARY SCHOOL
2024/2025,South East,Enugu,Enugu South,Amechi I,HOLY KIDS INTERNATIONAL SCHOOL
2024/2025,South East,Enugu,Enugu South,Amechi I,JUDITH FOUNDATION INTERNATIONAL PRIMARY SCHOOL AMAECHI
2024/2025,South East,Enugu,Enugu South,Amechi I,PENIEL NURSERY AND PRIMARY SCHOOL AMECHI UWANI AWKUNANAW
2024/2025,South East,Enugu,Enugu South,Amechi I,PILGRIM MODEL PRIMARY SCHOOL AMECHI
2024/2025,South East,Enugu,Enugu South,Amechi I,RISING STAR COLLAGE
2024/2025,South East,Enugu,Enugu South,Amechi I,SCRIPTURE UNION PRIMARY SCHOOL KINGS KIDS AMECHI
2024/2025,South East,Enugu,Enugu South,Amechi I,SOLID LEGACY NURSERY AND PRIMARY SCHOOL
2024/2025,South East,Enugu,Enugu South,Amechi I,SPLENDID SUCCESS PRIMARY ACADEMY AMECHI
2024/2025,South East,Enugu,Enugu South,Amechi I,ST  VINCENT DE PAUL PRIMARY SCHOOL
2024/2025,South East,Enugu,Enugu South,Amechi I,SURE FOUNDATION ACADEMY
2024/2025,South East,Enugu,Enugu South,Amechi I,THE GODDARD INTERNATIONAL SCHOOL ENUGU
2024/2025,South East,Enugu,Enugu South,Amechi I,THE SURE FOUNDATION SCHOOLS
2024/2025,South East,Enugu,Enugu South,Amechi I,TIMEBELL ACADEMY AMECHI.
2024/2025,South East,Enugu,Enugu South,Amechi I,WISDOM KIDS NURSERY AND PRIMARY SCHOOL ENUGU
2024/2025,South East,Enugu,Enugu South,Amechi I,ZETA INTERNATIONAL PRIMARY SCHOOL AMECHI
2024/2025,South East,Enugu,Enugu South,Amechi I,ACHIEVERS SOLID BASE ACADEMY
2024/2025,South East,Enugu,Enugu South,Amechi I,ADVANCE LEARNING INTERNATIONAL PRIMARY SCHOOL AMECHI
2024/2025,South East,Enugu,Enugu South,Amechi I,AMECHI PRIMARY SCHOOL
2024/2025,South East,Enugu,Enugu South,Amechi I,"CENTRAL SCHOOL, AMECHI AWKUNANAW"
2024/2025,South East,Enugu,Enugu South,Amechi I,CHARIS INTERNATIONAL SCHOOL
2024/2025,South East,Enugu,Enugu South,Amechi I,CHRIST DE SAVIOUR PRIMARY SCHOOL AMECHI
2024/2025,South East,Enugu,Enugu South,Amechi I,"COMMUNITY  PRIMARY SCHOOL I, AMECHI"
2024/2025,South East,Enugu,Enugu South,Amechi I,"COMMUNITY  PRIMARY SCHOOL II, AMECHI AKWKUNANAW- ENUGU"
2024/2025,South East,Enugu,Enugu South,Amechi I,"COMMUNITY UNITY PRIMARY SCHOOL, NDIAGU AMECHI"
2024/2025,South East,Enugu,Enugu South,Amechi I,DIAMOND CHILD INTERNATIONAL PRIMARY SCHOOL
2019/2020,South East,Enugu,Enugu South,Amechi I,"COMMUNITY SECONDARY SCHOOL, NDIAGU AMECHI"
2019/2020,South East,Enugu,Enugu South,Amechi I,HOLY ANGELS COLLEGE AMAECHI
2019/2020,South East,Enugu,Enugu South,Amechi I,JUDITH FOUNDATION INTERNATIONAL SECONDARY SCHOOL TOPLAND
2019/2020,South East,Enugu,Enugu South,Amechi I,"LILY HILLS COLLEGE, TOPLAND AMECHI, AWKUNANAW, ENUGU"
2019/2020,South East,Enugu,Enugu South,Amechi I,SOLID FOUNDATION SECONDARY AMECHI
2020/2021,South East,Enugu,Enugu South,Amechi I,JUDITH FOUNDATION INTERNATIONAL SECONDARY SCHOOL TOPLAND
2020/2021,South East,Enugu,Enugu South,Amechi I,"LILY HILLS COLLEGE, TOPLAND AMECHI, AWKUNANAW, ENUGU"
2020/2021,South East,Enugu,Enugu South,Amechi I,SOLID FOUNDATION SECONDARY AMECHI
2020/2021,South East,Enugu,Enugu South,Amechi I,"COMMUNITY SECONDARY SCHOOL, NDIAGU AMECHI"
2020/2021,South East,Enugu,Enugu South,Amechi I,HOLY ANGELS COLLEGE AMAECHI
2021/2022,South East,Enugu,Enugu South,Amechi I,SOLID FOUNDATION SECONDARY AMECHI
2021/2022,South East,Enugu,Enugu South,Amechi I,"COMMUNITY SECONDARY SCHOOL, NDIAGU AMECHI"
2021/2022,South East,Enugu,Enugu South,Amechi I,HOLY ANGELS COLLEGE AMAECHI
2021/2022,South East,Enugu,Enugu South,Amechi I,JUDITH FOUNDATION INTERNATIONAL SECONDARY SCHOOL TOPLAND
2021/2022,South East,Enugu,Enugu South,Amechi I,"LILY HILLS COLLEGE, TOPLAND AMECHI, AWKUNANAW, ENUGU"
2022/2023,South East,Enugu,Enugu South,Amechi I,HOLY ANGELS COLLEGE AMAECHI
2022/2023,South East,Enugu,Enugu South,Amechi I,JUDITH FOUNDATION INTERNATIONAL SECONDARY SCHOOL TOPLAND
2022/2023,South East,Enugu,Enugu South,Amechi I,"LILY HILLS COLLEGE, TOPLAND AMECHI, AWKUNANAW, ENUGU"
2022/2023,South East,Enugu,Enugu South,Amechi I,SOLID FOUNDATION SECONDARY AMECHI
2022/2023,South East,Enugu,Enugu South,Amechi I,"COMMUNITY SECONDARY SCHOOL, NDIAGU AMECHI"
2023/2024,South East,Enugu,Enugu South,Amechi I,"LILY HILLS COLLEGE, TOPLAND AMECHI, AWKUNANAW, ENUGU"
2023/2024,South East,Enugu,Enugu South,Amechi I,SOLID FOUNDATION SECONDARY AMECHI
2023/2024,South East,Enugu,Enugu South,Amechi I,"COMMUNITY SECONDARY SCHOOL, NDIAGU AMECHI"
2023/2024,South East,Enugu,Enugu South,Amechi I,HOLY ANGELS COLLEGE AMAECHI
2023/2024,South East,Enugu,Enugu South,Amechi I,JUDITH FOUNDATION INTERNATIONAL SECONDARY SCHOOL TOPLAND
2024/2025,South East,Enugu,Enugu South,Amechi I,"COMMUNITY SECONDARY SCHOOL, NDIAGU AMECHI"
2024/2025,South East,Enugu,Enugu South,Amechi I,HOLY ANGELS COLLEGE AMAECHI
2024/2025,South East,Enugu,Enugu South,Amechi I,JUDITH FOUNDATION INTERNATIONAL SECONDARY SCHOOL TOPLAND
2024/2025,South East,Enugu,Enugu South,Amechi I,"LILY HILLS COLLEGE, TOPLAND AMECHI, AWKUNANAW, ENUGU"
2024/2025,South East,Enugu,Enugu South,Amechi I,SOLID FOUNDATION SECONDARY AMECHI
2019/2020,South East,Enugu,Ezeagu,Imezi Owa I,"AVE MARIA PEACE NURSERY AND PRIMARY SCHOOL, EGEDE"
2019/2020,South East,Enugu,Ezeagu,Imezi Owa I,"CENTRAL PRIMARY SCHOOL, IMEZI OWA"
2019/2020,South East,Enugu,Ezeagu,Imezi Owa I,"COMMUNITY  PRIMARY SCHOOL, UMUDIM"
2019/2020,South East,Enugu,Ezeagu,Imezi Owa I,"COMMUNITY PRIMARY SCH, OGWOFIA IMEZI OWA"
2019/2020,South East,Enugu,Ezeagu,Imezi Owa I,COMMUNITY PRIMARY SCHOOL UPATA EZEMA IMEZI OWA
2019/2020,South East,Enugu,Ezeagu,Imezi Owa I,"COMMUNITY PRIMARY SCHOOL, ABONUZU IMEZI OWA"
2019/2020,South East,Enugu,Ezeagu,Imezi Owa I,"COMMUNITY PRIMARY SCHOOL, IMEZI OLO"
2019/2020,South East,Enugu,Ezeagu,Imezi Owa I,"COMMUNITY PRIMARY SCHOOL, IMEZI OWA"
2019/2020,South East,Enugu,Ezeagu,Imezi Owa I,POTTERS ACADEMY
2019/2020,South East,Enugu,Ezeagu,Imezi Owa I,"PRIMARY SCHOOL, UMUDIOHA IMEZI OWA"
2019/2020,South East,Enugu,Ezeagu,Imezi Owa I,TRUST IN GOOD ACADEMY N/P SCHOOL IMEZI OLO
2020/2021,South East,Enugu,Ezeagu,Imezi Owa I,"COMMUNITY PRIMARY SCHOOL, IMEZI OLO"
2020/2021,South East,Enugu,Ezeagu,Imezi Owa I,"COMMUNITY PRIMARY SCHOOL, IMEZI OWA"
2020/2021,South East,Enugu,Ezeagu,Imezi Owa I,POTTERS ACADEMY
2020/2021,South East,Enugu,Ezeagu,Imezi Owa I,"PRIMARY SCHOOL, UMUDIOHA IMEZI OWA"
2020/2021,South East,Enugu,Ezeagu,Imezi Owa I,TRUST IN GOOD ACADEMY N/P SCHOOL IMEZI OLO
2020/2021,South East,Enugu,Ezeagu,Imezi Owa I,"AVE MARIA PEACE NURSERY AND PRIMARY SCHOOL, EGEDE"
2020/2021,South East,Enugu,Ezeagu,Imezi Owa I,"CENTRAL PRIMARY SCHOOL, IMEZI OWA"
2020/2021,South East,Enugu,Ezeagu,Imezi Owa I,"COMMUNITY  PRIMARY SCHOOL, UMUDIM"
2020/2021,South East,Enugu,Ezeagu,Imezi Owa I,"COMMUNITY PRIMARY SCH, OGWOFIA IMEZI OWA"
2020/2021,South East,Enugu,Ezeagu,Imezi Owa I,COMMUNITY PRIMARY SCHOOL UPATA EZEMA IMEZI OWA
2020/2021,South East,Enugu,Ezeagu,Imezi Owa I,"COMMUNITY PRIMARY SCHOOL, ABONUZU IMEZI OWA"
2021/2022,South East,Enugu,Ezeagu,Imezi Owa I,"CENTRAL PRIMARY SCHOOL, IMEZI OWA"
2021/2022,South East,Enugu,Ezeagu,Imezi Owa I,"COMMUNITY  PRIMARY SCHOOL, UMUDIM"
2021/2022,South East,Enugu,Ezeagu,Imezi Owa I,"COMMUNITY PRIMARY SCH, OGWOFIA IMEZI OWA"
2021/2022,South East,Enugu,Ezeagu,Imezi Owa I,COMMUNITY PRIMARY SCHOOL UPATA EZEMA IMEZI OWA
2021/2022,South East,Enugu,Ezeagu,Imezi Owa I,"COMMUNITY PRIMARY SCHOOL, ABONUZU IMEZI OWA"
2021/2022,South East,Enugu,Ezeagu,Imezi Owa I,"COMMUNITY PRIMARY SCHOOL, IMEZI OLO"
2021/2022,South East,Enugu,Ezeagu,Imezi Owa I,"COMMUNITY PRIMARY SCHOOL, IMEZI OWA"
2021/2022,South East,Enugu,Ezeagu,Imezi Owa I,POTTERS ACADEMY
2021/2022,South East,Enugu,Ezeagu,Imezi Owa I,"PRIMARY SCHOOL, UMUDIOHA IMEZI OWA"
2021/2022,South East,Enugu,Ezeagu,Imezi Owa I,TRUST IN GOOD ACADEMY N/P SCHOOL IMEZI OLO
2021/2022,South East,Enugu,Ezeagu,Imezi Owa I,"AVE MARIA PEACE NURSERY AND PRIMARY SCHOOL, EGEDE"
2022/2023,South East,Enugu,Ezeagu,Imezi Owa I,"COMMUNITY PRIMARY SCHOOL, IMEZI OWA"
2022/2023,South East,Enugu,Ezeagu,Imezi Owa I,POTTERS ACADEMY
2022/2023,South East,Enugu,Ezeagu,Imezi Owa I,"PRIMARY SCHOOL, UMUDIOHA IMEZI OWA"
2022/2023,South East,Enugu,Ezeagu,Imezi Owa I,TRUST IN GOOD ACADEMY N/P SCHOOL IMEZI OLO
2022/2023,South East,Enugu,Ezeagu,Imezi Owa I,"AVE MARIA PEACE NURSERY AND PRIMARY SCHOOL, EGEDE"
2022/2023,South East,Enugu,Ezeagu,Imezi Owa I,"CENTRAL PRIMARY SCHOOL, IMEZI OWA"
2022/2023,South East,Enugu,Ezeagu,Imezi Owa I,"COMMUNITY  PRIMARY SCHOOL, UMUDIM"
2022/2023,South East,Enugu,Ezeagu,Imezi Owa I,"COMMUNITY PRIMARY SCH, OGWOFIA IMEZI OWA"
2022/2023,South East,Enugu,Ezeagu,Imezi Owa I,COMMUNITY PRIMARY SCHOOL UPATA EZEMA IMEZI OWA
2022/2023,South East,Enugu,Ezeagu,Imezi Owa I,"COMMUNITY PRIMARY SCHOOL, ABONUZU IMEZI OWA"
2022/2023,South East,Enugu,Ezeagu,Imezi Owa I,"COMMUNITY PRIMARY SCHOOL, IMEZI OLO"
2023/2024,South East,Enugu,Ezeagu,Imezi Owa I,"COMMUNITY  PRIMARY SCHOOL, UMUDIM"
2023/2024,South East,Enugu,Ezeagu,Imezi Owa I,"COMMUNITY PRIMARY SCH, OGWOFIA IMEZI OWA"
2023/2024,South East,Enugu,Ezeagu,Imezi Owa I,COMMUNITY PRIMARY SCHOOL UPATA EZEMA IMEZI OWA
2023/2024,South East,Enugu,Ezeagu,Imezi Owa I,"COMMUNITY PRIMARY SCHOOL, ABONUZU IMEZI OWA"
2023/2024,South East,Enugu,Ezeagu,Imezi Owa I,"COMMUNITY PRIMARY SCHOOL, IMEZI OLO"
2023/2024,South East,Enugu,Ezeagu,Imezi Owa I,"COMMUNITY PRIMARY SCHOOL, IMEZI OWA"
2023/2024,South East,Enugu,Ezeagu,Imezi Owa I,POTTERS ACADEMY
2023/2024,South East,Enugu,Ezeagu,Imezi Owa I,"PRIMARY SCHOOL, UMUDIOHA IMEZI OWA"
2023/2024,South East,Enugu,Ezeagu,Imezi Owa I,TRUST IN GOOD ACADEMY N/P SCHOOL IMEZI OLO
2023/2024,South East,Enugu,Ezeagu,Imezi Owa I,"AVE MARIA PEACE NURSERY AND PRIMARY SCHOOL, EGEDE"
2023/2024,South East,Enugu,Ezeagu,Imezi Owa I,"CENTRAL PRIMARY SCHOOL, IMEZI OWA"
2024/2025,South East,Enugu,Ezeagu,Imezi Owa I,POTTERS ACADEMY
2024/2025,South East,Enugu,Ezeagu,Imezi Owa I,"PRIMARY SCHOOL, UMUDIOHA IMEZI OWA"
2024/2025,South East,Enugu,Ezeagu,Imezi Owa I,TRUST IN GOOD ACADEMY N/P SCHOOL IMEZI OLO
2024/2025,South East,Enugu,Ezeagu,Imezi Owa I,"AVE MARIA PEACE NURSERY AND PRIMARY SCHOOL, EGEDE"
2024/2025,South East,Enugu,Ezeagu,Imezi Owa I,"CENTRAL PRIMARY SCHOOL, IMEZI OWA"
2024/2025,South East,Enugu,Ezeagu,Imezi Owa I,"COMMUNITY  PRIMARY SCHOOL, UMUDIM"
2024/2025,South East,Enugu,Ezeagu,Imezi Owa I,"COMMUNITY PRIMARY SCH, OGWOFIA IMEZI OWA"
2024/2025,South East,Enugu,Ezeagu,Imezi Owa I,COMMUNITY PRIMARY SCHOOL UPATA EZEMA IMEZI OWA
2024/2025,South East,Enugu,Ezeagu,Imezi Owa I,"COMMUNITY PRIMARY SCHOOL, ABONUZU IMEZI OWA"
2024/2025,South East,Enugu,Ezeagu,Imezi Owa I,"COMMUNITY PRIMARY SCHOOL, IMEZI OLO"
2024/2025,South East,Enugu,Ezeagu,Imezi Owa I,"COMMUNITY PRIMARY SCHOOL, IMEZI OWA"
2019/2020,South East,Enugu,Ezeagu,Imezi Owa I,"COMMUNITY SECONDARY SCHOOL, EZEMA IMEZI OWA"
2019/2020,South East,Enugu,Ezeagu,Imezi Owa I,"COMMUNITY SECONDARY SCHOOL, IMEZI OWA"
2019/2020,South East,Enugu,Ezeagu,Imezi Owa I,"COMMUNITY SECONDARY SCHOOL, OGWOFIA IMEZI OWA"
2019/2020,South East,Enugu,Ezeagu,Imezi Owa I,"COMPREHENSIVE SECONDARY SCHOOL, IMEZI OLO"
2019/2020,South East,Enugu,Ezeagu,Imezi Owa I,OUR LADY OF LORDES COMPREHENSIVE SCHOOLS IMEZI OWA
2019/2020,South East,Enugu,Ezeagu,Imezi Owa I,OUR LADY OF LOURDES COMPREHENSIVE SECONDARY SCHOOL
2020/2021,South East,Enugu,Ezeagu,Imezi Owa I,"COMMUNITY SECONDARY SCHOOL, EZEMA IMEZI OWA"
2020/2021,South East,Enugu,Ezeagu,Imezi Owa I,"COMMUNITY SECONDARY SCHOOL, IMEZI OWA"
2020/2021,South East,Enugu,Ezeagu,Imezi Owa I,"COMMUNITY SECONDARY SCHOOL, OGWOFIA IMEZI OWA"
2020/2021,South East,Enugu,Ezeagu,Imezi Owa I,"COMPREHENSIVE SECONDARY SCHOOL, IMEZI OLO"
2020/2021,South East,Enugu,Ezeagu,Imezi Owa I,OUR LADY OF LORDES COMPREHENSIVE SCHOOLS IMEZI OWA
2020/2021,South East,Enugu,Ezeagu,Imezi Owa I,OUR LADY OF LOURDES COMPREHENSIVE SECONDARY SCHOOL
2021/2022,South East,Enugu,Ezeagu,Imezi Owa I,"COMMUNITY SECONDARY SCHOOL, EZEMA IMEZI OWA"
2021/2022,South East,Enugu,Ezeagu,Imezi Owa I,"COMMUNITY SECONDARY SCHOOL, IMEZI OWA"
2021/2022,South East,Enugu,Ezeagu,Imezi Owa I,"COMMUNITY SECONDARY SCHOOL, OGWOFIA IMEZI OWA"
2021/2022,South East,Enugu,Ezeagu,Imezi Owa I,"COMPREHENSIVE SECONDARY SCHOOL, IMEZI OLO"
2021/2022,South East,Enugu,Ezeagu,Imezi Owa I,OUR LADY OF LORDES COMPREHENSIVE SCHOOLS IMEZI OWA
2021/2022,South East,Enugu,Ezeagu,Imezi Owa I,OUR LADY OF LOURDES COMPREHENSIVE SECONDARY SCHOOL
2022/2023,South East,Enugu,Ezeagu,Imezi Owa I,"COMMUNITY SECONDARY SCHOOL, EZEMA IMEZI OWA"
2022/2023,South East,Enugu,Ezeagu,Imezi Owa I,"COMMUNITY SECONDARY SCHOOL, IMEZI OWA"
2022/2023,South East,Enugu,Ezeagu,Imezi Owa I,"COMMUNITY SECONDARY SCHOOL, OGWOFIA IMEZI OWA"
2022/2023,South East,Enugu,Ezeagu,Imezi Owa I,"COMPREHENSIVE SECONDARY SCHOOL, IMEZI OLO"
2022/2023,South East,Enugu,Ezeagu,Imezi Owa I,OUR LADY OF LORDES COMPREHENSIVE SCHOOLS IMEZI OWA
2022/2023,South East,Enugu,Ezeagu,Imezi Owa I,OUR LADY OF LOURDES COMPREHENSIVE SECONDARY SCHOOL
2023/2024,South East,Enugu,Ezeagu,Imezi Owa I,"COMMUNITY SECONDARY SCHOOL, EZEMA IMEZI OWA"
2023/2024,South East,Enugu,Ezeagu,Imezi Owa I,"COMMUNITY SECONDARY SCHOOL, IMEZI OWA"
2023/2024,South East,Enugu,Ezeagu,Imezi Owa I,"COMMUNITY SECONDARY SCHOOL, OGWOFIA IMEZI OWA"
2023/2024,South East,Enugu,Ezeagu,Imezi Owa I,"COMPREHENSIVE SECONDARY SCHOOL, IMEZI OLO"
2023/2024,South East,Enugu,Ezeagu,Imezi Owa I,OUR LADY OF LORDES COMPREHENSIVE SCHOOLS IMEZI OWA
2023/2024,South East,Enugu,Ezeagu,Imezi Owa I,OUR LADY OF LOURDES COMPREHENSIVE SECONDARY SCHOOL
2024/2025,South East,Enugu,Ezeagu,Imezi Owa I,"COMMUNITY SECONDARY SCHOOL, EZEMA IMEZI OWA"
2024/2025,South East,Enugu,Ezeagu,Imezi Owa I,"COMMUNITY SECONDARY SCHOOL, IMEZI OWA"
2024/2025,South East,Enugu,Ezeagu,Imezi Owa I,"COMMUNITY SECONDARY SCHOOL, OGWOFIA IMEZI OWA"
2024/2025,South East,Enugu,Ezeagu,Imezi Owa I,"COMPREHENSIVE SECONDARY SCHOOL, IMEZI OLO"
2024/2025,South East,Enugu,Ezeagu,Imezi Owa I,OUR LADY OF LORDES COMPREHENSIVE SCHOOLS IMEZI OWA
2024/2025,South East,Enugu,Ezeagu,Imezi Owa I,OUR LADY OF LOURDES COMPREHENSIVE SECONDARY SCHOOL
2019/2020,South East,Enugu,Igbo-Etiti,Aku I,"AMABOKWU PRIMARY SCHOOL, AKU"
2019/2020,South East,Enugu,Igbo-Etiti,Aku I,ANGEL OF LIGHT NURSERY AND PRIMARY AMABOKWU
2019/2020,South East,Enugu,Igbo-Etiti,Aku I,ANGLE OF LIGHT PRIMARY SCHOOL AKU
2019/2020,South East,Enugu,Igbo-Etiti,Aku I,"BERNARD EDOGA INTERNATIONAL NURSERY AND PRIMARY SCHOOL,AKU"
2019/2020,South East,Enugu,Igbo-Etiti,Aku I,BRIGHT FUTURE PRIMARY SCHOOL AKU
2019/2020,South East,Enugu,Igbo-Etiti,Aku I,"CENTRAL SCHOOL, AKU"
2019/2020,South East,Enugu,Igbo-Etiti,Aku I,COMMUNITY BASIC SCHOOOL AKU
2019/2020,South East,Enugu,Igbo-Etiti,Aku I,"DIEWA PRIMARY SCHOOL, AKU"
2019/2020,South East,Enugu,Igbo-Etiti,Aku I,DIVINE MERCY COMP SEC SCHOOL AKU
2019/2020,South East,Enugu,Igbo-Etiti,Aku I,"EGBUNGWU PRIMARY SCHOOL, AKU"
2019/2020,South East,Enugu,Igbo-Etiti,Aku I,GODSWILL PRIMARY SCHOOL UMUDIKWU AKU
2019/2020,South East,Enugu,Igbo-Etiti,Aku I,GOLDEN TREASURE ACADEMY PRIMARY SCHOOL AKU
2019/2020,South East,Enugu,Igbo-Etiti,Aku I,JESSY INTERNATIONAL  NURSERY AND PRIMARY SCHOOL
2019/2020,South East,Enugu,Igbo-Etiti,Aku I,NOBLE  PRIMARY SCHOOL
2019/2020,South East,Enugu,Igbo-Etiti,Aku I,NOBLE INTENSIVE PRIMARY SCH AKU
2019/2020,South East,Enugu,Igbo-Etiti,Aku I,"PREMIER PRIMARY SCHOOL I, AKU"
2019/2020,South East,Enugu,Igbo-Etiti,Aku I,"PREMIER PRIMARY SCHOOL II, AKU"
2019/2020,South East,Enugu,Igbo-Etiti,Aku I,PRINCE OF WISDOM NURSERY AND PRIMARY SCHOOL AMOGWU AKU
2019/2020,South East,Enugu,Igbo-Etiti,Aku I,"SAINT JAMES NURSERY AND PRIMARY SCHOOL, AKU"
2019/2020,South East,Enugu,Igbo-Etiti,Aku I,"SAINT PAULS PRIMARY SCHOOL,  AKU"
2019/2020,South East,Enugu,Igbo-Etiti,Aku I,ST JAMES GIRLS SEC SCHOOL AKU
2019/2020,South East,Enugu,Igbo-Etiti,Aku I,"ST THOMAS NURSERY/PRIMARY SCHOOL,AKU"
2019/2020,South East,Enugu,Igbo-Etiti,Aku I,"UGWUNANI PRIMARY SCHOOL, AKU"
2019/2020,South East,Enugu,Igbo-Etiti,Aku I,"UGWUNORDA COMMUNITY BASIC SCHOOL, AKU"
2019/2020,South East,Enugu,Igbo-Etiti,Aku I,"UNION PRIMARY SCHOOL, AMOGWU AKU"
2019/2020,South East,Enugu,Igbo-Etiti,Aku I,"UNION PRIMARY SCHOOL, EJUONA AKU"
2020/2021,South East,Enugu,Igbo-Etiti,Aku I,ST JAMES GIRLS SEC SCHOOL AKU
2020/2021,South East,Enugu,Igbo-Etiti,Aku I,"ST THOMAS NURSERY/PRIMARY SCHOOL,AKU"
2020/2021,South East,Enugu,Igbo-Etiti,Aku I,"UGWUNANI PRIMARY SCHOOL, AKU"
2020/2021,South East,Enugu,Igbo-Etiti,Aku I,"UGWUNORDA COMMUNITY BASIC SCHOOL, AKU"
2020/2021,South East,Enugu,Igbo-Etiti,Aku I,"UNION PRIMARY SCHOOL, AMOGWU AKU"
2020/2021,South East,Enugu,Igbo-Etiti,Aku I,"UNION PRIMARY SCHOOL, EJUONA AKU"
2020/2021,South East,Enugu,Igbo-Etiti,Aku I,"AMABOKWU PRIMARY SCHOOL, AKU"
2020/2021,South East,Enugu,Igbo-Etiti,Aku I,ANGEL OF LIGHT NURSERY AND PRIMARY AMABOKWU
2020/2021,South East,Enugu,Igbo-Etiti,Aku I,ANGLE OF LIGHT PRIMARY SCHOOL AKU
2020/2021,South East,Enugu,Igbo-Etiti,Aku I,"BERNARD EDOGA INTERNATIONAL NURSERY AND PRIMARY SCHOOL,AKU"
2020/2021,South East,Enugu,Igbo-Etiti,Aku I,BRIGHT FUTURE PRIMARY SCHOOL AKU
2020/2021,South East,Enugu,Igbo-Etiti,Aku I,"CENTRAL SCHOOL, AKU"
2020/2021,South East,Enugu,Igbo-Etiti,Aku I,COMMUNITY BASIC SCHOOOL AKU
2020/2021,South East,Enugu,Igbo-Etiti,Aku I,"DIEWA PRIMARY SCHOOL, AKU"
2020/2021,South East,Enugu,Igbo-Etiti,Aku I,DIVINE MERCY COMP SEC SCHOOL AKU
2020/2021,South East,Enugu,Igbo-Etiti,Aku I,"EGBUNGWU PRIMARY SCHOOL, AKU"
2020/2021,South East,Enugu,Igbo-Etiti,Aku I,GODSWILL PRIMARY SCHOOL UMUDIKWU AKU
2020/2021,South East,Enugu,Igbo-Etiti,Aku I,GOLDEN TREASURE ACADEMY PRIMARY SCHOOL AKU
2020/2021,South East,Enugu,Igbo-Etiti,Aku I,JESSY INTERNATIONAL  NURSERY AND PRIMARY SCHOOL
2020/2021,South East,Enugu,Igbo-Etiti,Aku I,NOBLE  PRIMARY SCHOOL
2020/2021,South East,Enugu,Igbo-Etiti,Aku I,NOBLE INTENSIVE PRIMARY SCH AKU
