session,zone,state,lga,institution_type,tertiary_institution,gender,disability,programme_cluster,discipline_group,programme,admitted_count,matriculated_count
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Non-Disabled,STEMM,Mathematics / Statistics,Data Science,85,76
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Disabled,STEMM,Mathematics / Statistics,Data Science,8,7
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Non-Disabled,STEMM,Computing / ICT,Computer Science,67,61
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Disabled,STEMM,Computing / ICT,Computer Science,8,7
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Non-Disabled,STEMM,Computing / ICT,Computer Science,66,66
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Disabled,STEMM,Computing / ICT,Computer Science,8,7
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Non-Disabled,STEMM,Technology / ICT,Information Technology,79,66
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Disabled,STEMM,Technology / ICT,Information Technology,8,7
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Non-Disabled,STEMM,Technology / ICT,Information Technology,75,67
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Disabled,STEMM,Technology / ICT,Information Technology,8,7
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Non-Disabled,STEMM,Mathematics / Statistics,Data Science,97,98
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Disabled,STEMM,Mathematics / Statistics,Data Science,8,7
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Non-Disabled,STEMM,Mathematics / Statistics,Data Science,91,88
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Disabled,STEMM,Mathematics / Statistics,Data Science,8,7
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Non-Disabled,STEMM,Computing / ICT,Software Engineering,109,95
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Disabled,STEMM,Computing / ICT,Software Engineering,8,7
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Non-Disabled,STEMM,Computing / ICT,Software Engineering,106,100
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Disabled,STEMM,Computing / ICT,Software Engineering,8,7
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Non-Disabled,STEMM,Technology / ICT,Information Technology,97,94
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Disabled,STEMM,Technology / ICT,Information Technology,9,7
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Non-Disabled,STEMM,Technology / ICT,Information Technology,89,72
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Disabled,STEMM,Technology / ICT,Information Technology,9,7
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Non-Disabled,STEMM,Mathematics / Statistics,Data Science,102,83
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Disabled,STEMM,Mathematics / Statistics,Data Science,9,7
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Non-Disabled,STEMM,Mathematics / Statistics,Data Science,92,91
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Disabled,STEMM,Mathematics / Statistics,Data Science,8,7
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Non-Disabled,STEMM,Engineering,Civil Engineering,99,94
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Disabled,STEMM,Engineering,Civil Engineering,8,7
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Non-Disabled,STEMM,Engineering,Civil Engineering,95,82
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Disabled,STEMM,Engineering,Civil Engineering,8,7
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Non-Disabled,STEMM,Engineering,Mechanical Engineering,88,80
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Disabled,STEMM,Engineering,Mechanical Engineering,8,7
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Non-Disabled,STEMM,Engineering,Mechanical Engineering,89,86
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Disabled,STEMM,Engineering,Mechanical Engineering,8,7
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Non-Disabled,STEMM,Engineering,Mechanical Engineering,93,75
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Disabled,STEMM,Engineering,Mechanical Engineering,8,7
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Non-Disabled,STEMM,Engineering,Mechanical Engineering,92,94
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Disabled,STEMM,Engineering,Mechanical Engineering,8,7
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Non-Disabled,STEMM,Engineering,Electrical and Electronics Engineering,91,83
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Disabled,STEMM,Engineering,Electrical and Electronics Engineering,8,7
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Non-Disabled,STEMM,Engineering,Electrical and Electronics Engineering,91,88
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Disabled,STEMM,Engineering,Electrical and Electronics Engineering,8,7
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Non-Disabled,STEMM,Engineering,Electrical and Electronics Engineering,78,66
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Disabled,STEMM,Engineering,Electrical and Electronics Engineering,8,7
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Non-Disabled,STEMM,Engineering,Electrical and Electronics Engineering,81,74
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Disabled,STEMM,Engineering,Electrical and Electronics Engineering,8,7
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Non-Disabled,STEMM,Engineering,Civil Engineering,70,67
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Disabled,STEMM,Engineering,Civil Engineering,8,7
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Non-Disabled,STEMM,Engineering,Civil Engineering,63,52
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Disabled,STEMM,Engineering,Civil Engineering,8,7
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Non-Disabled,STEMM,Computing / ICT,Computer Science,80,66
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Disabled,STEMM,Computing / ICT,Computer Science,8,7
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Non-Disabled,STEMM,Computing / ICT,Computer Science,77,78
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Disabled,STEMM,Computing / ICT,Computer Science,8,7
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Non-Disabled,STEMM,Computing / ICT,Computer Science,80,79
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Disabled,STEMM,Computing / ICT,Computer Science,8,7
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Non-Disabled,STEMM,Computing / ICT,Computer Science,77,74
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Disabled,STEMM,Computing / ICT,Computer Science,8,7
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Non-Disabled,STEMM,Technology / ICT,Information Technology,65,63
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Disabled,STEMM,Technology / ICT,Information Technology,8,7
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Non-Disabled,STEMM,Technology / ICT,Information Technology,64,53
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Disabled,STEMM,Technology / ICT,Information Technology,8,7
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Non-Disabled,STEMM,Mathematics / Statistics,Data Science,103,106
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Disabled,STEMM,Mathematics / Statistics,Data Science,8,7
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Non-Disabled,STEMM,Mathematics / Statistics,Data Science,100,96
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Disabled,STEMM,Mathematics / Statistics,Data Science,8,7
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Non-Disabled,STEMM,Mathematics / Statistics,Data Science,105,88
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Disabled,STEMM,Mathematics / Statistics,Data Science,9,7
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Non-Disabled,STEMM,Mathematics / Statistics,Data Science,103,96
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Disabled,STEMM,Mathematics / Statistics,Data Science,9,7
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Non-Disabled,STEMM,Health Sciences,Medical Laboratory Science,86,72
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Disabled,STEMM,Health Sciences,Medical Laboratory Science,8,7
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Non-Disabled,STEMM,Health Sciences,Medical Laboratory Science,80,66
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Disabled,STEMM,Health Sciences,Medical Laboratory Science,8,7
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Non-Disabled,STEMM,Medicine / Health Sciences,Nursing Science,77,71
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Disabled,STEMM,Medicine / Health Sciences,Nursing Science,8,7
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Non-Disabled,STEMM,Medicine / Health Sciences,Nursing Science,72,64
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Disabled,STEMM,Medicine / Health Sciences,Nursing Science,8,7
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Non-Disabled,STEMM,Health Sciences,Medical Laboratory Science,55,47
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Disabled,STEMM,Health Sciences,Medical Laboratory Science,8,7
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Non-Disabled,STEMM,Health Sciences,Medical Laboratory Science,52,45
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Disabled,STEMM,Health Sciences,Medical Laboratory Science,9,7
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Non-Disabled,STEMM,Medicine / Health Sciences,Medicine and Surgery,93,84
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Disabled,STEMM,Medicine / Health Sciences,Medicine and Surgery,8,7
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Non-Disabled,STEMM,Medicine / Health Sciences,Medicine and Surgery,90,87
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Disabled,STEMM,Medicine / Health Sciences,Medicine and Surgery,9,7
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Non-Disabled,Non-STEMM,ART,Philosophy,80,66
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Disabled,Non-STEMM,ART,Philosophy,9,7
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Non-Disabled,Non-STEMM,ART,Philosophy,75,60
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Disabled,Non-STEMM,ART,Philosophy,9,7
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Non-Disabled,Non-STEMM,ART,Religious Studies,113,108
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Disabled,Non-STEMM,ART,Religious Studies,10,7
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Non-Disabled,Non-STEMM,ART,Religious Studies,112,99
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Disabled,Non-STEMM,ART,Religious Studies,8,7
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Non-Disabled,Non-STEMM,ART,History and International Studies,69,64
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Disabled,Non-STEMM,ART,History and International Studies,8,7
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Non-Disabled,Non-STEMM,ART,History and International Studies,68,68
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Disabled,Non-STEMM,ART,History and International Studies,8,7
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Non-Disabled,Non-STEMM,ART,Theatre Arts,97,86
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Disabled,Non-STEMM,ART,Theatre Arts,9,7
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Non-Disabled,Non-STEMM,ART,Theatre Arts,87,86
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Disabled,Non-STEMM,ART,Theatre Arts,8,7
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Non-Disabled,Non-STEMM,Social Sciences,International Relations,84,84
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Disabled,Non-STEMM,Social Sciences,International Relations,9,7
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Non-Disabled,Non-STEMM,Social Sciences,International Relations,86,70
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Female,Disabled,Non-STEMM,Social Sciences,International Relations,9,7
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Non-Disabled,Non-STEMM,Social Sciences,Economics,59,51
2022/2023,South South,Edo,Oredo,University,"University of Benin, Benin City",Male,Disabled,Non-STEMM,Social Sciences,Economics,9,7
