session,zone,state,lga,institution_type,tertiary_institution,gender,disability,programme_cluster,discipline_group,programme,loan_applications,loan_approved,loan_disbursed
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Disabled,STEMM,Mathematics / Statistics,Operations Research,1,1,0
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Non-Disabled,STEMM,Mathematics / Statistics,Operations Research,15,11,10
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Disabled,STEMM,Mathematics / Statistics,Operations Research,1,1,0
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Non-Disabled,STEMM,Medicine / Health Sciences,Medical Laboratory Science,12,9,9
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Disabled,STEMM,Medicine / Health Sciences,Medical Laboratory Science,1,1,1
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Non-Disabled,STEMM,Medicine / Health Sciences,Medical Laboratory Science,11,8,7
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Disabled,STEMM,Medicine / Health Sciences,Medical Laboratory Science,1,1,1
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Non-Disabled,STEMM,Medicine / Health Sciences,Physiotherapy,12,9,8
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Disabled,STEMM,Medicine / Health Sciences,Physiotherapy,1,1,0
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Non-Disabled,STEMM,Medicine / Health Sciences,Physiotherapy,13,9,8
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Disabled,STEMM,Medicine / Health Sciences,Physiotherapy,1,1,1
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Non-Disabled,STEMM,Health Sciences,Pharmacy,10,8,7
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Disabled,STEMM,Health Sciences,Pharmacy,1,1,1
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Non-Disabled,STEMM,Health Sciences,Pharmacy,8,6,6
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Disabled,STEMM,Health Sciences,Pharmacy,1,1,1
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Non-Disabled,STEMM,Medicine / Health Sciences,Public Health,10,8,7
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Disabled,STEMM,Medicine / Health Sciences,Public Health,1,1,1
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Non-Disabled,STEMM,Medicine / Health Sciences,Public Health,10,8,7
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Disabled,STEMM,Medicine / Health Sciences,Public Health,1,1,1
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Non-Disabled,STEMM,Medicine / Health Sciences,Anatomy,14,10,9
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Disabled,STEMM,Medicine / Health Sciences,Anatomy,1,1,1
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Non-Disabled,STEMM,Medicine / Health Sciences,Anatomy,13,10,9
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Disabled,STEMM,Medicine / Health Sciences,Anatomy,1,1,1
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Non-Disabled,STEMM,Medicine / Health Sciences,Nursing Science,8,7,6
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Disabled,STEMM,Medicine / Health Sciences,Nursing Science,1,1,1
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Non-Disabled,STEMM,Medicine / Health Sciences,Nursing Science,9,8,7
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Disabled,STEMM,Medicine / Health Sciences,Nursing Science,1,1,1
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Non-Disabled,Non-STEMM,Arts / Humanities,Theatre Arts,12,10,9
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Disabled,Non-STEMM,Arts / Humanities,Theatre Arts,1,1,1
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Non-Disabled,Non-STEMM,Arts / Humanities,Theatre Arts,14,11,10
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Disabled,Non-STEMM,Arts / Humanities,Theatre Arts,1,1,1
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Non-Disabled,Non-STEMM,Arts / Humanities,History and International Studies,10,7,6
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Disabled,Non-STEMM,Arts / Humanities,History and International Studies,1,1,1
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Non-Disabled,Non-STEMM,Arts / Humanities,History and International Studies,9,6,6
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Disabled,Non-STEMM,Arts / Humanities,History and International Studies,1,1,1
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Non-Disabled,Non-STEMM,Arts / Humanities,Fine and Applied Arts,11,8,7
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Disabled,Non-STEMM,Arts / Humanities,Fine and Applied Arts,1,1,1
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Non-Disabled,Non-STEMM,Arts / Humanities,Fine and Applied Arts,12,8,8
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Disabled,Non-STEMM,Arts / Humanities,Fine and Applied Arts,1,1,1
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Non-Disabled,Non-STEMM,Arts,English and Literary Studies,12,9,8
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Disabled,Non-STEMM,Arts,English and Literary Studies,1,1,1
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Non-Disabled,Non-STEMM,Arts,English and Literary Studies,10,7,7
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Disabled,Non-STEMM,Arts,English and Literary Studies,1,1,1
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Non-Disabled,Non-STEMM,Social Sciences,Political Science,11,8,7
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Disabled,Non-STEMM,Social Sciences,Political Science,1,1,1
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Non-Disabled,Non-STEMM,Social Sciences,Political Science,10,8,7
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Disabled,Non-STEMM,Social Sciences,Political Science,1,1,1
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Non-Disabled,Non-STEMM,Social Sciences,International Relations,13,10,10
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Disabled,Non-STEMM,Social Sciences,International Relations,1,1,1
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Non-Disabled,Non-STEMM,Social Sciences,International Relations,12,10,9
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Disabled,Non-STEMM,Social Sciences,International Relations,1,1,1
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Non-Disabled,Non-STEMM,Social Sciences,Psychology,12,10,9
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Disabled,Non-STEMM,Social Sciences,Psychology,1,1,1
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Non-Disabled,Non-STEMM,Social Sciences,Psychology,11,9,8
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Disabled,Non-STEMM,Social Sciences,Psychology,1,1,1
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Non-Disabled,Non-STEMM,Social Sciences,Sociology,12,9,8
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Disabled,Non-STEMM,Social Sciences,Sociology,1,1,1
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Non-Disabled,Non-STEMM,Social Sciences,Sociology,10,8,7
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Disabled,Non-STEMM,Social Sciences,Sociology,1,0,0
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Non-Disabled,Non-STEMM,Social Sciences,Public Administration,14,10,9
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Disabled,Non-STEMM,Social Sciences,Public Administration,1,1,1
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Non-Disabled,Non-STEMM,Social Sciences,Public Administration,11,8,8
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Disabled,Non-STEMM,Social Sciences,Public Administration,1,1,1
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Non-Disabled,Non-STEMM,Social Sciences,Banking and Finance,12,10,9
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Disabled,Non-STEMM,Social Sciences,Banking and Finance,1,1,1
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Non-Disabled,Non-STEMM,Social Sciences,Banking and Finance,14,12,11
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Disabled,Non-STEMM,Social Sciences,Banking and Finance,1,1,1
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Non-Disabled,Non-STEMM,Business / Administration / Law,Marketing,18,15,13
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Disabled,Non-STEMM,Business / Administration / Law,Marketing,1,1,1
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Non-Disabled,Non-STEMM,Business / Administration / Law,Marketing,13,11,10
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Disabled,Non-STEMM,Business / Administration / Law,Marketing,1,1,1
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Non-Disabled,Non-STEMM,Social Sciences,Business Administration,9,7,6
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Disabled,Non-STEMM,Social Sciences,Business Administration,1,1,1
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Non-Disabled,Non-STEMM,Social Sciences,Business Administration,9,6,6
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Disabled,Non-STEMM,Social Sciences,Business Administration,1,1,1
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Non-Disabled,Non-STEMM,Business / Administration / Law,Insurance,19,16,14
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Disabled,Non-STEMM,Business / Administration / Law,Insurance,1,1,1
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Non-Disabled,Non-STEMM,Business / Administration / Law,Insurance,19,16,14
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Disabled,Non-STEMM,Business / Administration / Law,Insurance,1,1,1
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Non-Disabled,Non-STEMM,Education,Educational Technology,12,9,9
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Disabled,Non-STEMM,Education,Educational Technology,1,1,1
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Non-Disabled,Non-STEMM,Education,Educational Technology,11,9,8
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Disabled,Non-STEMM,Education,Educational Technology,1,1,1
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Non-Disabled,Non-STEMM,Education,Educational Management,9,7,7
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Disabled,Non-STEMM,Education,Educational Management,1,1,1
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Non-Disabled,Non-STEMM,Education,Educational Management,9,7,7
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Disabled,Non-STEMM,Education,Educational Management,1,1,1
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Non-Disabled,Non-STEMM,Education,Guidance and Counselling,10,8,7
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Disabled,Non-STEMM,Education,Guidance and Counselling,1,1,1
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Non-Disabled,Non-STEMM,Education,Guidance and Counselling,9,7,6
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Disabled,Non-STEMM,Education,Guidance and Counselling,1,1,1
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Non-Disabled,Non-STEMM,Education,Primary Education Studies,13,10,9
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Disabled,Non-STEMM,Education,Primary Education Studies,1,1,1
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Non-Disabled,Non-STEMM,Education,Primary Education Studies,15,12,10
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Disabled,Non-STEMM,Education,Primary Education Studies,1,1,1
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Non-Disabled,Non-STEMM,Communication / Media,Development Communication,12,9,8
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Disabled,Non-STEMM,Communication / Media,Development Communication,1,1,1
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Non-Disabled,Non-STEMM,Communication / Media,Development Communication,12,9,8
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Disabled,Non-STEMM,Communication / Media,Development Communication,1,1,1
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Non-Disabled,Non-STEMM,Communication / Media,Journalism and Media Studies,10,8,7
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Disabled,Non-STEMM,Communication / Media,Journalism and Media Studies,1,1,1
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Non-Disabled,Non-STEMM,Communication / Media,Journalism and Media Studies,9,7,6
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Disabled,Non-STEMM,Communication / Media,Journalism and Media Studies,1,1,1
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Non-Disabled,Non-STEMM,Communication / Media,Public Relations,10,7,6
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Male,Disabled,Non-STEMM,Communication / Media,Public Relations,1,1,1
2022/2023,South South,Bayelsa,Yenegoa,University,"Niger Delta University, Wilberforce Island",Female,Non-Disabled,Non-STEMM,Communication / Media,Public Relations,10,7,6
