session,zone,state,lga,ward,gender,disability,school_type,school_level,class_grade,student_count,school_count,classroom_count,computer_count,infrastructure_score,key_entry_level,is_o_level_student,school
2021/2022,South South,Bayelsa,Nembe,Bassambiri II,Female,Disabled,Private,SSS,SSS2,5,3,1,1,62.9,,0,"Government Secondary School, Bassambiri II | Community Secondary School, Bassambiri II | Unity College, Nembe | Comprehensive High School, Bassambiri II"
2022/2023,North Central,Benue,Gboko,Gboko North West,Male,Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 2,3,2,1,1,72.3,,0,"Government Secondary School, Gboko North West | Community Secondary School, Gboko North West | Unity College, Gboko | Comprehensive High School, Gboko North West"
2022/2023,North Central,Benue,Gboko,Gboko North West,Male,Non-Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 2,136,2,5,3,72.3,,0,"Government Secondary School, Gboko North West | Community Secondary School, Gboko North West | Unity College, Gboko | Comprehensive High School, Gboko North West"
2022/2023,North Central,Benue,Gboko,Gboko North West,Female,Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 3,1,1,1,1,72.3,,0,"Government Secondary School, Gboko North West | Community Secondary School, Gboko North West | Unity College, Gboko | Comprehensive High School, Gboko North West"
2022/2023,North Central,Benue,Gboko,Gboko North West,Female,Non-Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 3,35,1,1,1,72.3,,0,"Government Secondary School, Gboko North West | Community Secondary School, Gboko North West | Unity College, Gboko | Comprehensive High School, Gboko North West"
2022/2023,North Central,Benue,Gboko,Gboko North West,Male,Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 3,1,1,1,1,72.3,,0,"Government Secondary School, Gboko North West | Community Secondary School, Gboko North West | Unity College, Gboko | Comprehensive High School, Gboko North West"
2022/2023,North Central,Benue,Gboko,Gboko North West,Male,Non-Disabled,Private,Adult & Non-Formal,IQS/IQTS Stage 3,47,1,2,1,72.3,,0,"Government Secondary School, Gboko North West | Community Secondary School, Gboko North West | Unity College, Gboko | Comprehensive High School, Gboko North West"
2022/2023,North Central,Benue,Gboko,Gboko North West,Female,Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 3,1,1,1,1,72.3,,0,"Government Secondary School, Gboko North West | Community Secondary School, Gboko North West | Unity College, Gboko | Comprehensive High School, Gboko North West"
2022/2023,North Central,Benue,Gboko,Gboko North West,Female,Non-Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 3,56,1,2,1,72.3,,0,"Government Secondary School, Gboko North West | Community Secondary School, Gboko North West | Unity College, Gboko | Comprehensive High School, Gboko North West"
2022/2023,North Central,Benue,Gboko,Gboko North West,Male,Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 3,2,1,1,1,72.3,,0,"Government Secondary School, Gboko North West | Community Secondary School, Gboko North West | Unity College, Gboko | Comprehensive High School, Gboko North West"
2022/2023,North Central,Benue,Gboko,Gboko North West,Male,Non-Disabled,Public,Adult & Non-Formal,IQS/IQTS Stage 3,74,1,2,1,72.3,,0,"Government Secondary School, Gboko North West | Community Secondary School, Gboko North West | Unity College, Gboko | Comprehensive High School, Gboko North West"
2022/2023,North Central,Benue,Gboko,Gboko North West,Female,Disabled,Private,JSS,JSS1,7,2,1,1,78.3,JSS1,0,"Government Secondary School, Gboko North West | Community Secondary School, Gboko North West | Unity College, Gboko | Comprehensive High School, Gboko North West"
2022/2023,North Central,Benue,Gboko,Gboko North West,Female,Non-Disabled,Private,JSS,JSS1,271,2,5,3,78.3,JSS1,0,"Government Secondary School, Gboko North West | Community Secondary School, Gboko North West | Unity College, Gboko | Comprehensive High School, Gboko North West"
2022/2023,North Central,Benue,Gboko,Gboko North West,Male,Disabled,Private,JSS,JSS1,6,2,1,1,78.3,JSS1,0,"Government Secondary School, Gboko North West | Community Secondary School, Gboko North West | Unity College, Gboko | Comprehensive High School, Gboko North West"
2022/2023,North Central,Benue,Gboko,Gboko North West,Male,Non-Disabled,Private,JSS,JSS1,260,2,5,3,78.3,JSS1,0,"Government Secondary School, Gboko North West | Community Secondary School, Gboko North West | Unity College, Gboko | Comprehensive High School, Gboko North West"
2022/2023,North Central,Benue,Gboko,Gboko North West,Female,Disabled,Public,JSS,JSS1,19,5,1,1,78.3,JSS1,0,"Government Secondary School, Gboko North West | Community Secondary School, Gboko North West | Unity College, Gboko | Comprehensive High School, Gboko North West"
2022/2023,North Central,Benue,Gboko,Gboko North West,Female,Non-Disabled,Public,JSS,JSS1,767,5,14,9,78.3,JSS1,0,"Government Secondary School, Gboko North West | Community Secondary School, Gboko North West | Unity College, Gboko | Comprehensive High School, Gboko North West"
2022/2023,North Central,Benue,Gboko,Gboko North West,Male,Disabled,Public,JSS,JSS1,18,5,1,1,78.3,JSS1,0,"Government Secondary School, Gboko North West | Community Secondary School, Gboko North West | Unity College, Gboko | Comprehensive High School, Gboko North West"
2022/2023,North Central,Benue,Gboko,Gboko North West,Male,Non-Disabled,Public,JSS,JSS1,673,5,12,8,78.3,JSS1,0,"Government Secondary School, Gboko North West | Community Secondary School, Gboko North West | Unity College, Gboko | Comprehensive High School, Gboko North West"
2022/2023,North Central,Benue,Gboko,Gboko North West,Female,Disabled,Private,JSS,JSS2,6,2,1,1,78.3,,0,"Government Secondary School, Gboko North West | Community Secondary School, Gboko North West | Unity College, Gboko | Comprehensive High School, Gboko North West"
2022/2023,North Central,Benue,Gboko,Gboko North West,Female,Non-Disabled,Private,JSS,JSS2,222,2,4,3,78.3,,0,"Government Secondary School, Gboko North West | Community Secondary School, Gboko North West | Unity College, Gboko | Comprehensive High School, Gboko North West"
2022/2023,North Central,Benue,Gboko,Gboko North West,Male,Disabled,Private,JSS,JSS2,5,2,1,1,78.3,,0,"Government Secondary School, Gboko North West | Community Secondary School, Gboko North West | Unity College, Gboko | Comprehensive High School, Gboko North West"
2022/2023,North Central,Benue,Gboko,Gboko North West,Male,Non-Disabled,Private,JSS,JSS2,214,2,4,3,78.3,,0,"Government Secondary School, Gboko North West | Community Secondary School, Gboko North West | Unity College, Gboko | Comprehensive High School, Gboko North West"
2022/2023,North Central,Benue,Gboko,Gboko North West,Female,Disabled,Public,JSS,JSS2,17,5,1,1,78.3,,0,"Government Secondary School, Gboko North West | Community Secondary School, Gboko North West | Unity College, Gboko | Comprehensive High School, Gboko North West"
2022/2023,North Central,Benue,Gboko,Gboko North West,Female,Non-Disabled,Public,JSS,JSS2,630,5,11,7,78.3,,0,"Government Secondary School, Gboko North West | Community Secondary School, Gboko North West | Unity College, Gboko | Comprehensive High School, Gboko North West"
2022/2023,North Central,Benue,Gboko,Gboko North West,Male,Disabled,Public,JSS,JSS2,14,5,1,1,78.3,,0,"Government Secondary School, Gboko North West | Community Secondary School, Gboko North West | Unity College, Gboko | Comprehensive High School, Gboko North West"
2022/2023,North Central,Benue,Gboko,Gboko North West,Male,Non-Disabled,Public,JSS,JSS2,553,5,10,6,78.3,,0,"Government Secondary School, Gboko North West | Community Secondary School, Gboko North West | Unity College, Gboko | Comprehensive High School, Gboko North West"
2022/2023,North Central,Benue,Gboko,Gboko North West,Female,Disabled,Private,JSS,JSS3,4,2,1,1,78.3,,0,"Government Secondary School, Gboko North West | Community Secondary School, Gboko North West | Unity College, Gboko | Comprehensive High School, Gboko North West"
2022/2023,North Central,Benue,Gboko,Gboko North West,Female,Non-Disabled,Private,JSS,JSS3,178,2,3,2,78.3,,0,"Government Secondary School, Gboko North West | Community Secondary School, Gboko North West | Unity College, Gboko | Comprehensive High School, Gboko North West"
2022/2023,North Central,Benue,Gboko,Gboko North West,Male,Disabled,Private,JSS,JSS3,4,2,1,1,78.3,,0,"Government Secondary School, Gboko North West | Community Secondary School, Gboko North West | Unity College, Gboko | Comprehensive High School, Gboko North West"
2022/2023,North Central,Benue,Gboko,Gboko North West,Male,Non-Disabled,Private,JSS,JSS3,170,2,3,2,78.3,,0,"Government Secondary School, Gboko North West | Community Secondary School, Gboko North West | Unity College, Gboko | Comprehensive High School, Gboko North West"
2022/2023,North Central,Benue,Gboko,Gboko North West,Female,Disabled,Public,JSS,JSS3,12,5,1,1,78.3,,0,"Government Secondary School, Gboko North West | Community Secondary School, Gboko North West | Unity College, Gboko | Comprehensive High School, Gboko North West"
2022/2023,North Central,Benue,Gboko,Gboko North West,Female,Non-Disabled,Public,JSS,JSS3,502,5,9,6,78.3,,0,"Government Secondary School, Gboko North West | Community Secondary School, Gboko North West | Unity College, Gboko | Comprehensive High School, Gboko North West"
2022/2023,North Central,Benue,Gboko,Gboko North West,Male,Disabled,Public,JSS,JSS3,11,5,1,1,78.3,,0,"Government Secondary School, Gboko North West | Community Secondary School, Gboko North West | Unity College, Gboko | Comprehensive High School, Gboko North West"
2022/2023,North Central,Benue,Gboko,Gboko North West,Male,Non-Disabled,Public,JSS,JSS3,440,5,8,5,78.3,,0,"Government Secondary School, Gboko North West | Community Secondary School, Gboko North West | Unity College, Gboko | Comprehensive High School, Gboko North West"
2022/2023,North Central,Benue,Gboko,Gboko North West,Female,Disabled,Private,Pre-Primary/Primary,Primary 1,22,3,1,1,76.3,Primary 1,0,"Government Secondary School, Gboko North West | Community Secondary School, Gboko North West | Unity College, Gboko | Comprehensive High School, Gboko North West"
2022/2023,North Central,Benue,Gboko,Gboko North West,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 1,707,3,14,9,76.3,Primary 1,0,"Government Secondary School, Gboko North West | Community Secondary School, Gboko North West | Unity College, Gboko | Comprehensive High School, Gboko North West"
2022/2023,North Central,Benue,Gboko,Gboko North West,Male,Disabled,Private,Pre-Primary/Primary,Primary 1,23,3,1,1,76.3,Primary 1,0,"Government Secondary School, Gboko North West | Community Secondary School, Gboko North West | Unity College, Gboko | Comprehensive High School, Gboko North West"
2022/2023,North Central,Benue,Gboko,Gboko North West,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 1,727,3,15,10,76.3,Primary 1,0,"Government Secondary School, Gboko North West | Community Secondary School, Gboko North West | Unity College, Gboko | Comprehensive High School, Gboko North West"
2022/2023,North Central,Benue,Gboko,Gboko North West,Female,Disabled,Public,Pre-Primary/Primary,Primary 1,76,10,2,1,76.3,Primary 1,0,"Government Secondary School, Gboko North West | Community Secondary School, Gboko North West | Unity College, Gboko | Comprehensive High School, Gboko North West"
2022/2023,North Central,Benue,Gboko,Gboko North West,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 1,2367,10,48,31,76.3,Primary 1,0,"Government Secondary School, Gboko North West | Community Secondary School, Gboko North West | Unity College, Gboko | Comprehensive High School, Gboko North West"
2022/2023,North Central,Benue,Gboko,Gboko North West,Male,Disabled,Public,Pre-Primary/Primary,Primary 1,81,10,2,1,76.3,Primary 1,0,"Government Secondary School, Gboko North West | Community Secondary School, Gboko North West | Unity College, Gboko | Comprehensive High School, Gboko North West"
2022/2023,North Central,Benue,Gboko,Gboko North West,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 1,2538,10,52,33,76.3,Primary 1,0,"Government Secondary School, Gboko North West | Community Secondary School, Gboko North West | Unity College, Gboko | Comprehensive High School, Gboko North West"
2022/2023,North Central,Benue,Gboko,Gboko North West,Female,Disabled,Private,Pre-Primary/Primary,Primary 2,19,3,1,1,76.3,,0,"Government Secondary School, Gboko North West | Community Secondary School, Gboko North West | Unity College, Gboko | Comprehensive High School, Gboko North West"
2022/2023,North Central,Benue,Gboko,Gboko North West,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 2,628,3,13,8,76.3,,0,"Government Secondary School, Gboko North West | Community Secondary School, Gboko North West | Unity College, Gboko | Comprehensive High School, Gboko North West"
2022/2023,North Central,Benue,Gboko,Gboko North West,Male,Disabled,Private,Pre-Primary/Primary,Primary 2,21,3,1,1,76.3,,0,"Government Secondary School, Gboko North West | Community Secondary School, Gboko North West | Unity College, Gboko | Comprehensive High School, Gboko North West"
2022/2023,North Central,Benue,Gboko,Gboko North West,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 2,645,3,13,8,76.3,,0,"Government Secondary School, Gboko North West | Community Secondary School, Gboko North West | Unity College, Gboko | Comprehensive High School, Gboko North West"
2022/2023,North Central,Benue,Gboko,Gboko North West,Female,Disabled,Public,Pre-Primary/Primary,Primary 2,67,10,1,1,76.3,,0,"Government Secondary School, Gboko North West | Community Secondary School, Gboko North West | Unity College, Gboko | Comprehensive High School, Gboko North West"
2022/2023,North Central,Benue,Gboko,Gboko North West,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 2,2103,10,43,28,76.3,,0,"Government Secondary School, Gboko North West | Community Secondary School, Gboko North West | Unity College, Gboko | Comprehensive High School, Gboko North West"
2022/2023,North Central,Benue,Gboko,Gboko North West,Male,Disabled,Public,Pre-Primary/Primary,Primary 2,73,10,1,1,76.3,,0,"Government Secondary School, Gboko North West | Community Secondary School, Gboko North West | Unity College, Gboko | Comprehensive High School, Gboko North West"
2022/2023,North Central,Benue,Gboko,Gboko North West,Male,Non-Disabled,Public,Pre-Primary/Primary,Primary 2,2254,10,46,30,76.3,,0,"Government Secondary School, Gboko North West | Community Secondary School, Gboko North West | Unity College, Gboko | Comprehensive High School, Gboko North West"
2022/2023,North Central,Benue,Gboko,Gboko North West,Female,Disabled,Private,Pre-Primary/Primary,Primary 3,17,3,1,1,76.3,,0,"Government Secondary School, Gboko North West | Community Secondary School, Gboko North West | Unity College, Gboko | Comprehensive High School, Gboko North West"
2022/2023,North Central,Benue,Gboko,Gboko North West,Female,Non-Disabled,Private,Pre-Primary/Primary,Primary 3,564,3,12,8,76.3,,0,"Government Secondary School, Gboko North West | Community Secondary School, Gboko North West | Unity College, Gboko | Comprehensive High School, Gboko North West"
2022/2023,North Central,Benue,Gboko,Gboko North West,Male,Disabled,Private,Pre-Primary/Primary,Primary 3,18,3,1,1,76.3,,0,"Government Secondary School, Gboko North West | Community Secondary School, Gboko North West | Unity College, Gboko | Comprehensive High School, Gboko North West"
2022/2023,North Central,Benue,Gboko,Gboko North West,Male,Non-Disabled,Private,Pre-Primary/Primary,Primary 3,580,3,12,8,76.3,,0,"Government Secondary School, Gboko North West | Community Secondary School, Gboko North West | Unity College, Gboko | Comprehensive High School, Gboko North West"
2022/2023,North Central,Benue,Gboko,Gboko North West,Female,Disabled,Public,Pre-Primary/Primary,Primary 3,61,10,1,1,76.3,,0,"Government Secondary School, Gboko North West | Community Secondary School, Gboko North West | Unity College, Gboko | Comprehensive High School, Gboko North West"
2022/2023,North Central,Benue,Gboko,Gboko North West,Female,Non-Disabled,Public,Pre-Primary/Primary,Primary 3,1890,10,39,25,76.3,,0,"Government Secondary School, Gboko North West | Community Secondary School, Gboko North West | Unity College, Gboko | Comprehensive High School, Gboko North West"
