session,zone,state,lga,ward,gender,disability,school_type,school_level,class_grade,student_count,school_count,classroom_count,computer_count,infrastructure_score,key_entry_level,is_o_level_student,school
2024/2025,South West,Ekiti,Efon,Efon II,Female,Disabled,Public,JSS,JSS3,13,7,1,1,56.2,,0,"Government Secondary School, Efon II | Community Secondary School, Efon II | Unity College, Efon | Comprehensive High School, Efon II"
2021/2022,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Public,SSS,SSS2,29,0,1,1,61.0,,1,"Junior Secondary School, Chiromawa"
2021/2022,North West,Jigawa,Kiyawa,Faki,Male,Disabled,Private,SSS,SSS3,0,0,0,0,61.0,,0,"Junior Secondary School, Chiromawa"
2021/2022,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Private,SSS,SSS3,14,0,0,0,61.0,,1,"Junior Secondary School, Chiromawa"
2021/2022,North West,Jigawa,Kiyawa,Faki,Male,Disabled,Public,SSS,SSS3,1,0,0,0,61.0,,0,"Junior Secondary School, Chiromawa"
2021/2022,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Public,SSS,SSS3,23,0,1,0,61.0,,1,"Junior Secondary School, Chiromawa"
2021/2022,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Private,Vocational,Vocational Year 1,0,0,0,0,58.0,,0,"Junior Secondary School, Chiromawa"
2021/2022,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Private,Vocational,Vocational Year 1,1,0,0,0,58.0,,0,"Junior Secondary School, Chiromawa"
2021/2022,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Public,Vocational,Vocational Year 1,0,0,0,0,58.0,,0,"Junior Secondary School, Chiromawa"
2021/2022,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Public,Vocational,Vocational Year 1,1,0,0,0,58.0,,0,"Junior Secondary School, Chiromawa"
2021/2022,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Private,Vocational,Vocational Year 2,0,0,0,0,58.0,,0,"Junior Secondary School, Chiromawa"
2021/2022,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Private,Vocational,Vocational Year 2,1,0,0,0,58.0,,0,"Junior Secondary School, Chiromawa"
2021/2022,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Public,Vocational,Vocational Year 2,0,0,0,0,58.0,,0,"Junior Secondary School, Chiromawa"
2021/2022,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Public,Vocational,Vocational Year 2,1,0,0,0,58.0,,0,"Junior Secondary School, Chiromawa"
2021/2022,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Private,Vocational,Vocational Year 3,0,0,0,0,58.0,,0,"Junior Secondary School, Chiromawa"
2021/2022,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Private,Vocational,Vocational Year 3,1,0,0,0,58.0,,0,"Junior Secondary School, Chiromawa"
2021/2022,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Public,Vocational,Vocational Year 3,0,0,0,0,58.0,,0,"Junior Secondary School, Chiromawa"
2021/2022,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Public,Vocational,Vocational Year 3,0,0,0,0,58.0,,0,"Junior Secondary School, Chiromawa"
2021/2022,North West,Jigawa,Kiyawa,Faki,Male,Disabled,Private,Vocational,Vocational Year 1,0,0,0,0,58.0,,0,"Junior Secondary School, Chiromawa"
2021/2022,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Private,Vocational,Vocational Year 1,2,0,1,1,58.0,,0,"Junior Secondary School, Chiromawa"
2021/2022,North West,Jigawa,Kiyawa,Faki,Male,Disabled,Public,Vocational,Vocational Year 1,0,0,0,0,58.0,,0,"Junior Secondary School, Chiromawa"
2021/2022,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Public,Vocational,Vocational Year 1,2,0,1,1,58.0,,0,"Junior Secondary School, Chiromawa"
2021/2022,North West,Jigawa,Kiyawa,Faki,Male,Disabled,Private,Vocational,Vocational Year 2,0,0,0,0,58.0,,0,"Junior Secondary School, Chiromawa"
2021/2022,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Private,Vocational,Vocational Year 2,2,0,0,0,58.0,,0,"Junior Secondary School, Chiromawa"
2021/2022,North West,Jigawa,Kiyawa,Faki,Male,Disabled,Public,Vocational,Vocational Year 2,0,0,0,0,58.0,,0,"Junior Secondary School, Chiromawa"
2021/2022,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Public,Vocational,Vocational Year 2,2,0,0,0,58.0,,0,"Junior Secondary School, Chiromawa"
2021/2022,North West,Jigawa,Kiyawa,Faki,Male,Disabled,Private,Vocational,Vocational Year 3,0,0,0,0,58.0,,0,"Junior Secondary School, Chiromawa"
2021/2022,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Private,Vocational,Vocational Year 3,2,0,0,0,58.0,,0,"Junior Secondary School, Chiromawa"
2021/2022,North West,Jigawa,Kiyawa,Faki,Male,Disabled,Public,Vocational,Vocational Year 3,0,0,0,0,58.0,,0,"Junior Secondary School, Chiromawa"
2021/2022,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Public,Vocational,Vocational Year 3,1,0,0,0,58.0,,0,"Junior Secondary School, Chiromawa"
2022/2023,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Private,JSS,JSS1,0,0,0,0,57.0,JSS1,0,"Junior Secondary School, Chiromawa"
2022/2023,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Private,JSS,JSS1,18,0,1,0,57.0,JSS1,0,"Junior Secondary School, Chiromawa"
2022/2023,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Public,JSS,JSS1,2,1,0,0,57.0,JSS1,0,"Junior Secondary School, Chiromawa"
2022/2023,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Public,JSS,JSS1,66,1,2,1,57.0,JSS1,0,"Junior Secondary School, Chiromawa"
2022/2023,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Private,JSS,JSS2,0,0,0,0,57.0,,0,"Junior Secondary School, Chiromawa"
2022/2023,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Private,JSS,JSS2,15,0,1,0,57.0,,0,"Junior Secondary School, Chiromawa"
2022/2023,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Public,JSS,JSS2,1,1,0,0,57.0,,0,"Junior Secondary School, Chiromawa"
2022/2023,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Public,JSS,JSS2,54,1,2,1,57.0,,0,"Junior Secondary School, Chiromawa"
2022/2023,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Private,JSS,JSS3,0,0,0,0,57.0,,0,"Junior Secondary School, Chiromawa"
2022/2023,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Private,JSS,JSS3,12,0,0,0,57.0,,0,"Junior Secondary School, Chiromawa"
2022/2023,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Public,JSS,JSS3,1,1,0,0,57.0,,0,"Junior Secondary School, Chiromawa"
2022/2023,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Public,JSS,JSS3,43,1,1,1,57.0,,0,"Junior Secondary School, Chiromawa"
2022/2023,North West,Jigawa,Kiyawa,Faki,Male,Disabled,Private,JSS,JSS1,0,0,0,0,57.0,JSS1,0,"Junior Secondary School, Chiromawa"
2022/2023,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Private,JSS,JSS1,14,0,1,0,57.0,JSS1,0,"Junior Secondary School, Chiromawa"
2022/2023,North West,Jigawa,Kiyawa,Faki,Male,Disabled,Public,JSS,JSS1,1,1,0,0,57.0,JSS1,0,"Junior Secondary School, Chiromawa"
2022/2023,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Public,JSS,JSS1,56,1,2,1,57.0,JSS1,0,"Junior Secondary School, Chiromawa"
2022/2023,North West,Jigawa,Kiyawa,Faki,Male,Disabled,Private,JSS,JSS2,0,0,0,0,57.0,,0,"Junior Secondary School, Chiromawa"
2022/2023,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Private,JSS,JSS2,12,0,0,0,57.0,,0,"Junior Secondary School, Chiromawa"
2022/2023,North West,Jigawa,Kiyawa,Faki,Male,Disabled,Public,JSS,JSS2,1,1,0,0,57.0,,0,"Junior Secondary School, Chiromawa"
2022/2023,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Public,JSS,JSS2,46,1,1,1,57.0,,0,"Junior Secondary School, Chiromawa"
2022/2023,North West,Jigawa,Kiyawa,Faki,Male,Disabled,Private,JSS,JSS3,0,0,0,0,57.0,,0,"Junior Secondary School, Chiromawa"
2022/2023,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Private,JSS,JSS3,9,0,0,0,57.0,,0,"Junior Secondary School, Chiromawa"
2022/2023,North West,Jigawa,Kiyawa,Faki,Male,Disabled,Public,JSS,JSS3,1,1,0,0,57.0,,0,"Junior Secondary School, Chiromawa"
2022/2023,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Public,JSS,JSS3,37,1,1,1,57.0,,0,"Junior Secondary School, Chiromawa"
2022/2023,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Private,SSS,SSS1,0,0,0,0,59.0,SSS1,0,"Junior Secondary School, Chiromawa"
2022/2023,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Private,SSS,SSS1,17,0,1,0,59.0,SSS1,1,"Junior Secondary School, Chiromawa"
2022/2023,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Public,SSS,SSS1,1,0,0,0,59.0,SSS1,1,"Junior Secondary School, Chiromawa"
2022/2023,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Public,SSS,SSS1,35,0,1,1,59.0,SSS1,1,"Junior Secondary School, Chiromawa"
2022/2023,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Private,SSS,SSS2,0,0,0,0,59.0,,0,"Junior Secondary School, Chiromawa"
2022/2023,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Private,SSS,SSS2,14,0,1,0,59.0,,1,"Junior Secondary School, Chiromawa"
2022/2023,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Public,SSS,SSS2,0,0,0,0,59.0,,0,"Junior Secondary School, Chiromawa"
2022/2023,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Public,SSS,SSS2,28,0,1,1,59.0,,1,"Junior Secondary School, Chiromawa"
2022/2023,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Private,SSS,SSS3,0,0,0,0,59.0,,0,"Junior Secondary School, Chiromawa"
2022/2023,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Private,SSS,SSS3,11,0,0,0,59.0,,1,"Junior Secondary School, Chiromawa"
2022/2023,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Public,SSS,SSS3,0,1,0,0,59.0,,0,"Junior Secondary School, Chiromawa"
2022/2023,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Public,SSS,SSS3,22,1,1,0,59.0,,1,"Junior Secondary School, Chiromawa"
2022/2023,North West,Jigawa,Kiyawa,Faki,Male,Disabled,Private,SSS,SSS1,0,0,0,0,59.0,SSS1,0,"Junior Secondary School, Chiromawa"
2022/2023,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Private,SSS,SSS1,18,0,1,0,59.0,SSS1,1,"Junior Secondary School, Chiromawa"
2022/2023,North West,Jigawa,Kiyawa,Faki,Male,Disabled,Public,SSS,SSS1,1,0,0,0,59.0,SSS1,1,"Junior Secondary School, Chiromawa"
2022/2023,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Public,SSS,SSS1,36,0,1,1,59.0,SSS1,1,"Junior Secondary School, Chiromawa"
2022/2023,North West,Jigawa,Kiyawa,Faki,Male,Disabled,Private,SSS,SSS2,0,0,0,0,59.0,,0,"Junior Secondary School, Chiromawa"
2022/2023,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Private,SSS,SSS2,14,0,1,0,59.0,,1,"Junior Secondary School, Chiromawa"
2022/2023,North West,Jigawa,Kiyawa,Faki,Male,Disabled,Public,SSS,SSS2,1,0,0,0,59.0,,0,"Junior Secondary School, Chiromawa"
2022/2023,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Public,SSS,SSS2,29,0,1,1,59.0,,1,"Junior Secondary School, Chiromawa"
2022/2023,North West,Jigawa,Kiyawa,Faki,Male,Disabled,Private,SSS,SSS3,0,0,0,0,59.0,,0,"Junior Secondary School, Chiromawa"
2022/2023,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Private,SSS,SSS3,11,0,0,0,59.0,,1,"Junior Secondary School, Chiromawa"
2022/2023,North West,Jigawa,Kiyawa,Faki,Male,Disabled,Public,SSS,SSS3,0,1,0,0,59.0,,0,"Junior Secondary School, Chiromawa"
2022/2023,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Public,SSS,SSS3,22,1,1,0,59.0,,1,"Junior Secondary School, Chiromawa"
2022/2023,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Private,Vocational,Vocational Year 1,0,0,0,0,56.0,,0,"Junior Secondary School, Chiromawa"
2022/2023,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Private,Vocational,Vocational Year 1,1,0,0,0,56.0,,0,"Junior Secondary School, Chiromawa"
2022/2023,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Public,Vocational,Vocational Year 1,0,0,0,0,56.0,,0,"Junior Secondary School, Chiromawa"
2022/2023,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Public,Vocational,Vocational Year 1,1,0,0,0,56.0,,0,"Junior Secondary School, Chiromawa"
2022/2023,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Private,Vocational,Vocational Year 2,0,0,0,0,56.0,,0,"Junior Secondary School, Chiromawa"
2022/2023,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Private,Vocational,Vocational Year 2,1,0,0,0,56.0,,0,"Junior Secondary School, Chiromawa"
2022/2023,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Public,Vocational,Vocational Year 2,0,0,0,0,56.0,,0,"Junior Secondary School, Chiromawa"
2022/2023,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Public,Vocational,Vocational Year 2,1,0,0,0,56.0,,0,"Junior Secondary School, Chiromawa"
2022/2023,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Private,Vocational,Vocational Year 3,0,0,0,0,56.0,,0,"Junior Secondary School, Chiromawa"
2022/2023,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Private,Vocational,Vocational Year 3,0,0,0,0,56.0,,0,"Junior Secondary School, Chiromawa"
2022/2023,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Public,Vocational,Vocational Year 3,0,0,0,0,56.0,,0,"Junior Secondary School, Chiromawa"
2022/2023,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Public,Vocational,Vocational Year 3,1,0,0,0,56.0,,0,"Junior Secondary School, Chiromawa"
2022/2023,North West,Jigawa,Kiyawa,Faki,Male,Disabled,Private,Vocational,Vocational Year 1,0,0,0,0,56.0,,0,"Junior Secondary School, Chiromawa"
2022/2023,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Private,Vocational,Vocational Year 1,2,0,1,1,56.0,,0,"Junior Secondary School, Chiromawa"
2022/2023,North West,Jigawa,Kiyawa,Faki,Male,Disabled,Public,Vocational,Vocational Year 1,0,0,0,0,56.0,,0,"Junior Secondary School, Chiromawa"
2022/2023,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Public,Vocational,Vocational Year 1,3,0,1,1,56.0,,0,"Junior Secondary School, Chiromawa"
2022/2023,North West,Jigawa,Kiyawa,Faki,Male,Disabled,Private,Vocational,Vocational Year 2,0,0,0,0,56.0,,0,"Junior Secondary School, Chiromawa"
2022/2023,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Private,Vocational,Vocational Year 2,2,0,0,0,56.0,,0,"Junior Secondary School, Chiromawa"
2022/2023,North West,Jigawa,Kiyawa,Faki,Male,Disabled,Public,Vocational,Vocational Year 2,0,0,0,0,56.0,,0,"Junior Secondary School, Chiromawa"
2022/2023,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Public,Vocational,Vocational Year 2,2,0,0,0,56.0,,0,"Junior Secondary School, Chiromawa"
2022/2023,North West,Jigawa,Kiyawa,Faki,Male,Disabled,Private,Vocational,Vocational Year 3,0,0,0,0,56.0,,0,"Junior Secondary School, Chiromawa"
2022/2023,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Private,Vocational,Vocational Year 3,1,0,0,0,56.0,,0,"Junior Secondary School, Chiromawa"
2022/2023,North West,Jigawa,Kiyawa,Faki,Male,Disabled,Public,Vocational,Vocational Year 3,0,0,0,0,56.0,,0,"Junior Secondary School, Chiromawa"
2022/2023,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Public,Vocational,Vocational Year 3,2,0,0,0,56.0,,0,"Junior Secondary School, Chiromawa"
2023/2024,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Private,JSS,JSS1,1,0,0,0,61.0,JSS1,0,"Junior Secondary School, Chiromawa"
2023/2024,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Private,JSS,JSS1,27,0,1,0,61.0,JSS1,0,"Junior Secondary School, Chiromawa"
2023/2024,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Public,JSS,JSS1,1,1,0,0,61.0,JSS1,0,"Junior Secondary School, Chiromawa"
2023/2024,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Public,JSS,JSS1,55,0,2,1,61.0,JSS1,0,"Junior Secondary School, Chiromawa"
2023/2024,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Private,JSS,JSS2,1,0,0,0,61.0,,0,"Junior Secondary School, Chiromawa"
2023/2024,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Private,JSS,JSS2,22,0,1,0,61.0,,0,"Junior Secondary School, Chiromawa"
2023/2024,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Public,JSS,JSS2,1,0,0,0,61.0,,0,"Junior Secondary School, Chiromawa"
2023/2024,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Public,JSS,JSS2,45,1,1,1,61.0,,0,"Junior Secondary School, Chiromawa"
2023/2024,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Private,JSS,JSS3,1,0,0,0,61.0,,0,"Junior Secondary School, Chiromawa"
2023/2024,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Private,JSS,JSS3,18,0,1,0,61.0,,0,"Junior Secondary School, Chiromawa"
2023/2024,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Public,JSS,JSS3,1,0,0,0,61.0,,0,"Junior Secondary School, Chiromawa"
2023/2024,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Public,JSS,JSS3,36,0,1,1,61.0,,0,"Junior Secondary School, Chiromawa"
2023/2024,North West,Jigawa,Kiyawa,Faki,Male,Disabled,Private,JSS,JSS1,1,0,0,0,61.0,JSS1,0,"Junior Secondary School, Chiromawa"
2023/2024,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Private,JSS,JSS1,23,0,1,0,61.0,JSS1,0,"Junior Secondary School, Chiromawa"
2023/2024,North West,Jigawa,Kiyawa,Faki,Male,Disabled,Public,JSS,JSS1,1,0,0,0,61.0,JSS1,0,"Junior Secondary School, Chiromawa"
2023/2024,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Public,JSS,JSS1,52,0,2,1,61.0,JSS1,0,"Junior Secondary School, Chiromawa"
2023/2024,North West,Jigawa,Kiyawa,Faki,Male,Disabled,Private,JSS,JSS2,1,0,0,0,61.0,,0,"Junior Secondary School, Chiromawa"
2023/2024,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Private,JSS,JSS2,19,0,1,0,61.0,,0,"Junior Secondary School, Chiromawa"
2023/2024,North West,Jigawa,Kiyawa,Faki,Male,Disabled,Public,JSS,JSS2,1,1,0,0,61.0,,0,"Junior Secondary School, Chiromawa"
2023/2024,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Public,JSS,JSS2,42,1,1,1,61.0,,0,"Junior Secondary School, Chiromawa"
2023/2024,North West,Jigawa,Kiyawa,Faki,Male,Disabled,Private,JSS,JSS3,0,0,0,0,61.0,,0,"Junior Secondary School, Chiromawa"
2023/2024,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Private,JSS,JSS3,15,0,1,0,61.0,,0,"Junior Secondary School, Chiromawa"
2023/2024,North West,Jigawa,Kiyawa,Faki,Male,Disabled,Public,JSS,JSS3,1,0,0,0,61.0,,0,"Junior Secondary School, Chiromawa"
2023/2024,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Public,JSS,JSS3,34,0,1,1,61.0,,0,"Junior Secondary School, Chiromawa"
2023/2024,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Private,SSS,SSS1,0,0,0,0,63.0,SSS1,0,"Junior Secondary School, Chiromawa"
2023/2024,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Private,SSS,SSS1,18,0,1,0,63.0,SSS1,1,"Junior Secondary School, Chiromawa"
2023/2024,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Public,SSS,SSS1,1,1,0,0,63.0,SSS1,0,"Junior Secondary School, Chiromawa"
2023/2024,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Public,SSS,SSS1,38,1,1,1,63.0,SSS1,1,"Junior Secondary School, Chiromawa"
2023/2024,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Private,SSS,SSS2,0,0,0,0,63.0,,0,"Junior Secondary School, Chiromawa"
2023/2024,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Private,SSS,SSS2,14,0,0,0,63.0,,1,"Junior Secondary School, Chiromawa"
2023/2024,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Public,SSS,SSS2,1,1,0,0,63.0,,0,"Junior Secondary School, Chiromawa"
2023/2024,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Public,SSS,SSS2,31,1,1,1,63.0,,1,"Junior Secondary School, Chiromawa"
2023/2024,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Private,SSS,SSS3,0,0,0,0,63.0,,0,"Junior Secondary School, Chiromawa"
2023/2024,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Private,SSS,SSS3,11,0,0,0,63.0,,1,"Junior Secondary School, Chiromawa"
2023/2024,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Public,SSS,SSS3,1,0,0,0,63.0,,0,"Junior Secondary School, Chiromawa"
2023/2024,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Public,SSS,SSS3,24,1,1,1,63.0,,1,"Junior Secondary School, Chiromawa"
2023/2024,North West,Jigawa,Kiyawa,Faki,Male,Disabled,Private,SSS,SSS1,0,0,0,0,63.0,SSS1,0,"Junior Secondary School, Chiromawa"
2023/2024,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Private,SSS,SSS1,18,0,1,0,63.0,SSS1,1,"Junior Secondary School, Chiromawa"
2023/2024,North West,Jigawa,Kiyawa,Faki,Male,Disabled,Public,SSS,SSS1,1,1,0,0,63.0,SSS1,0,"Junior Secondary School, Chiromawa"
2023/2024,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Public,SSS,SSS1,37,1,1,1,63.0,SSS1,1,"Junior Secondary School, Chiromawa"
2023/2024,North West,Jigawa,Kiyawa,Faki,Male,Disabled,Private,SSS,SSS2,0,0,0,0,63.0,,0,"Junior Secondary School, Chiromawa"
2023/2024,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Private,SSS,SSS2,15,0,1,0,63.0,,1,"Junior Secondary School, Chiromawa"
2023/2024,North West,Jigawa,Kiyawa,Faki,Male,Disabled,Public,SSS,SSS2,1,0,0,0,63.0,,0,"Junior Secondary School, Chiromawa"
2023/2024,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Public,SSS,SSS2,30,1,1,1,63.0,,1,"Junior Secondary School, Chiromawa"
2023/2024,North West,Jigawa,Kiyawa,Faki,Male,Disabled,Private,SSS,SSS3,0,0,0,0,63.0,,0,"Junior Secondary School, Chiromawa"
2023/2024,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Private,SSS,SSS3,11,0,0,0,63.0,,1,"Junior Secondary School, Chiromawa"
2023/2024,North West,Jigawa,Kiyawa,Faki,Male,Disabled,Public,SSS,SSS3,0,1,0,0,63.0,,0,"Junior Secondary School, Chiromawa"
2023/2024,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Public,SSS,SSS3,23,1,1,0,63.0,,1,"Junior Secondary School, Chiromawa"
2023/2024,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Private,Vocational,Vocational Year 1,0,0,0,0,60.0,,0,"Junior Secondary School, Chiromawa"
2023/2024,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Private,Vocational,Vocational Year 1,1,0,0,0,60.0,,0,"Junior Secondary School, Chiromawa"
2023/2024,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Public,Vocational,Vocational Year 1,0,0,0,0,60.0,,0,"Junior Secondary School, Chiromawa"
2023/2024,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Public,Vocational,Vocational Year 1,1,0,0,0,60.0,,0,"Junior Secondary School, Chiromawa"
2023/2024,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Private,Vocational,Vocational Year 2,0,0,0,0,60.0,,0,"Junior Secondary School, Chiromawa"
2023/2024,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Private,Vocational,Vocational Year 2,1,0,0,0,60.0,,0,"Junior Secondary School, Chiromawa"
2023/2024,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Public,Vocational,Vocational Year 2,0,0,0,0,60.0,,0,"Junior Secondary School, Chiromawa"
2023/2024,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Public,Vocational,Vocational Year 2,1,0,0,0,60.0,,0,"Junior Secondary School, Chiromawa"
2023/2024,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Private,Vocational,Vocational Year 3,0,0,0,0,60.0,,0,"Junior Secondary School, Chiromawa"
2023/2024,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Private,Vocational,Vocational Year 3,0,0,0,0,60.0,,0,"Junior Secondary School, Chiromawa"
2023/2024,North West,Jigawa,Kiyawa,Faki,Female,Disabled,Public,Vocational,Vocational Year 3,0,0,0,0,60.0,,0,"Junior Secondary School, Chiromawa"
2023/2024,North West,Jigawa,Kiyawa,Faki,Female,Non-Disabled,Public,Vocational,Vocational Year 3,1,0,0,0,60.0,,0,"Junior Secondary School, Chiromawa"
2023/2024,North West,Jigawa,Kiyawa,Faki,Male,Disabled,Private,Vocational,Vocational Year 1,0,0,0,0,60.0,,0,"Junior Secondary School, Chiromawa"
2023/2024,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Private,Vocational,Vocational Year 1,2,0,1,1,60.0,,0,"Junior Secondary School, Chiromawa"
2023/2024,North West,Jigawa,Kiyawa,Faki,Male,Disabled,Public,Vocational,Vocational Year 1,0,0,0,0,60.0,,0,"Junior Secondary School, Chiromawa"
2023/2024,North West,Jigawa,Kiyawa,Faki,Male,Non-Disabled,Public,Vocational,Vocational Year 1,3,0,1,1,60.0,,0,"Junior Secondary School, Chiromawa"
