zone,state,lga,ward,school
South East,Enugu,Nkanu West,Nkanu West Ward 1,Nkanu West Ward 1 School 1
South East,Enugu,Nkanu West,Nkanu West Ward 1,Nkanu West Ward 1 School 2
South East,Enugu,Nkanu West,Nkanu West Ward 1,Nkanu West Ward 1 School 3
South East,Enugu,Nkanu West,Nkanu West Ward 2,Nkanu West Ward 2 School 1
South East,Enugu,Nkanu West,Nkanu West Ward 2,Nkanu West Ward 2 School 2
South East,Enugu,Nkanu West,Nkanu West Ward 2,Nkanu West Ward 2 School 3
South East,Enugu,Nkanu West,Nkanu West Ward 3,Nkanu West Ward 3 School 1
South East,Enugu,Nkanu West,Nkanu West Ward 3,Nkanu West Ward 3 School 2
South East,Enugu,Nkanu West,Nkanu West Ward 3,Nkanu West Ward 3 School 3
South East,Enugu,Nsukka,Nsukka Ward 1,Nsukka Ward 1 School 1
South East,Enugu,Nsukka,Nsukka Ward 1,Nsukka Ward 1 School 2
South East,Enugu,Nsukka,Nsukka Ward 1,Nsukka Ward 1 School 3
South East,Enugu,Nsukka,Nsukka Ward 2,Nsukka Ward 2 School 1
South East,Enugu,Nsukka,Nsukka Ward 2,Nsukka Ward 2 School 2
South East,Enugu,Nsukka,Nsukka Ward 2,Nsukka Ward 2 School 3
South East,Enugu,Nsukka,Nsukka Ward 3,Nsukka Ward 3 School 1
South East,Enugu,Nsukka,Nsukka Ward 3,Nsukka Ward 3 School 2
South East,Enugu,Nsukka,Nsukka Ward 3,Nsukka Ward 3 School 3
South East,Enugu,Oji River,Oji River Ward 1,Oji River Ward 1 School 1
South East,Enugu,Oji River,Oji River Ward 1,Oji River Ward 1 School 2
South East,Enugu,Oji River,Oji River Ward 1,Oji River Ward 1 School 3
South East,Enugu,Oji River,Oji River Ward 2,Oji River Ward 2 School 1
South East,Enugu,Oji River,Oji River Ward 2,Oji River Ward 2 School 2
South East,Enugu,Oji River,Oji River Ward 2,Oji River Ward 2 School 3
South East,Enugu,Oji River,Oji River Ward 3,Oji River Ward 3 School 1
South East,Enugu,Oji River,Oji River Ward 3,Oji River Ward 3 School 2
South East,Enugu,Oji River,Oji River Ward 3,Oji River Ward 3 School 3
South East,Enugu,Udenu,Udenu Ward 1,Udenu Ward 1 School 1
South East,Enugu,Udenu,Udenu Ward 1,Udenu Ward 1 School 2
South East,Enugu,Udenu,Udenu Ward 1,Udenu Ward 1 School 3
South East,Enugu,Udenu,Udenu Ward 2,Udenu Ward 2 School 1
South East,Enugu,Udenu,Udenu Ward 2,Udenu Ward 2 School 2
South East,Enugu,Udenu,Udenu Ward 2,Udenu Ward 2 School 3
South East,Enugu,Udenu,Udenu Ward 3,Udenu Ward 3 School 1
South East,Enugu,Udenu,Udenu Ward 3,Udenu Ward 3 School 2
South East,Enugu,Udenu,Udenu Ward 3,Udenu Ward 3 School 3
South East,Enugu,Udi,Udi Ward 1,Udi Ward 1 School 1
South East,Enugu,Udi,Udi Ward 1,Udi Ward 1 School 2
South East,Enugu,Udi,Udi Ward 1,Udi Ward 1 School 3
South East,Enugu,Udi,Udi Ward 2,Udi Ward 2 School 1
South East,Enugu,Udi,Udi Ward 2,Udi Ward 2 School 2
South East,Enugu,Udi,Udi Ward 2,Udi Ward 2 School 3
South East,Enugu,Udi,Udi Ward 3,Udi Ward 3 School 1
South East,Enugu,Udi,Udi Ward 3,Udi Ward 3 School 2
South East,Enugu,Udi,Udi Ward 3,Udi Ward 3 School 3
South East,Enugu,Uzo-Uwani,Uzo-Uwani Ward 1,Uzo-Uwani Ward 1 School 1
South East,Enugu,Uzo-Uwani,Uzo-Uwani Ward 1,Uzo-Uwani Ward 1 School 2
South East,Enugu,Uzo-Uwani,Uzo-Uwani Ward 1,Uzo-Uwani Ward 1 School 3
South East,Enugu,Uzo-Uwani,Uzo-Uwani Ward 2,Uzo-Uwani Ward 2 School 1
South East,Enugu,Uzo-Uwani,Uzo-Uwani Ward 2,Uzo-Uwani Ward 2 School 2
South East,Enugu,Uzo-Uwani,Uzo-Uwani Ward 2,Uzo-Uwani Ward 2 School 3
South East,Enugu,Uzo-Uwani,Uzo-Uwani Ward 3,Uzo-Uwani Ward 3 School 1
South East,Enugu,Uzo-Uwani,Uzo-Uwani Ward 3,Uzo-Uwani Ward 3 School 2
South East,Enugu,Uzo-Uwani,Uzo-Uwani Ward 3,Uzo-Uwani Ward 3 School 3
North East,Borno,Abadam,Abadam Ward 1,Abadam Ward 1 School 1
North East,Borno,Abadam,Abadam Ward 1,Abadam Ward 1 School 2
North East,Borno,Abadam,Abadam Ward 1,Abadam Ward 1 School 3
North East,Borno,Abadam,Abadam Ward 2,Abadam Ward 2 School 1
North East,Borno,Abadam,Abadam Ward 2,Abadam Ward 2 School 2
North East,Borno,Abadam,Abadam Ward 2,Abadam Ward 2 School 3
North East,Borno,Abadam,Abadam Ward 3,Abadam Ward 3 School 1
North East,Borno,Abadam,Abadam Ward 3,Abadam Ward 3 School 2
North East,Borno,Abadam,Abadam Ward 3,Abadam Ward 3 School 3
North East,Borno,Askira/Uba,Askira/Uba Ward 1,Askira/Uba Ward 1 School 1
North East,Borno,Askira/Uba,Askira/Uba Ward 1,Askira/Uba Ward 1 School 2
North East,Borno,Askira/Uba,Askira/Uba Ward 1,Askira/Uba Ward 1 School 3
North East,Borno,Askira/Uba,Askira/Uba Ward 2,Askira/Uba Ward 2 School 1
North East,Borno,Askira/Uba,Askira/Uba Ward 2,Askira/Uba Ward 2 School 2
North East,Borno,Askira/Uba,Askira/Uba Ward 2,Askira/Uba Ward 2 School 3
North East,Borno,Askira/Uba,Askira/Uba Ward 3,Askira/Uba Ward 3 School 1
North East,Borno,Askira/Uba,Askira/Uba Ward 3,Askira/Uba Ward 3 School 2
North East,Borno,Askira/Uba,Askira/Uba Ward 3,Askira/Uba Ward 3 School 3
North East,Borno,Bama,Bama Ward 1,Bama Ward 1 School 1
North East,Borno,Bama,Bama Ward 1,Bama Ward 1 School 2
North East,Borno,Bama,Bama Ward 1,Bama Ward 1 School 3
North East,Borno,Bama,Bama Ward 2,Bama Ward 2 School 1
North East,Borno,Bama,Bama Ward 2,Bama Ward 2 School 2
North East,Borno,Bama,Bama Ward 2,Bama Ward 2 School 3
North East,Borno,Bama,Bama Ward 3,Bama Ward 3 School 1
North East,Borno,Bama,Bama Ward 3,Bama Ward 3 School 2
North East,Borno,Bama,Bama Ward 3,Bama Ward 3 School 3
North East,Borno,Bayo,Bayo Ward 1,Bayo Ward 1 School 1
North East,Borno,Bayo,Bayo Ward 1,Bayo Ward 1 School 2
North East,Borno,Bayo,Bayo Ward 1,Bayo Ward 1 School 3
North East,Borno,Bayo,Bayo Ward 2,Bayo Ward 2 School 1
North East,Borno,Bayo,Bayo Ward 2,Bayo Ward 2 School 2
North East,Borno,Bayo,Bayo Ward 2,Bayo Ward 2 School 3
North East,Borno,Bayo,Bayo Ward 3,Bayo Ward 3 School 1
North East,Borno,Bayo,Bayo Ward 3,Bayo Ward 3 School 2
North East,Borno,Bayo,Bayo Ward 3,Bayo Ward 3 School 3
North East,Borno,Biu,Biu Ward 1,Biu Ward 1 School 1
North East,Borno,Biu,Biu Ward 1,Biu Ward 1 School 2
North East,Borno,Biu,Biu Ward 1,Biu Ward 1 School 3
North East,Borno,Biu,Biu Ward 2,Biu Ward 2 School 1
North East,Borno,Biu,Biu Ward 2,Biu Ward 2 School 2
North East,Borno,Biu,Biu Ward 2,Biu Ward 2 School 3
North East,Borno,Biu,Biu Ward 3,Biu Ward 3 School 1
North East,Borno,Biu,Biu Ward 3,Biu Ward 3 School 2
North East,Borno,Biu,Biu Ward 3,Biu Ward 3 School 3
North East,Borno,Chibok,Chibok Ward 1,Chibok Ward 1 School 1
North East,Borno,Chibok,Chibok Ward 1,Chibok Ward 1 School 2
North East,Borno,Chibok,Chibok Ward 1,Chibok Ward 1 School 3
North East,Borno,Chibok,Chibok Ward 2,Chibok Ward 2 School 1
North East,Borno,Chibok,Chibok Ward 2,Chibok Ward 2 School 2
North East,Borno,Chibok,Chibok Ward 2,Chibok Ward 2 School 3
North East,Borno,Chibok,Chibok Ward 3,Chibok Ward 3 School 1
North East,Borno,Chibok,Chibok Ward 3,Chibok Ward 3 School 2
North East,Borno,Chibok,Chibok Ward 3,Chibok Ward 3 School 3
North East,Borno,Damboa,Damboa Ward 1,Damboa Ward 1 School 1
North East,Borno,Damboa,Damboa Ward 1,Damboa Ward 1 School 2
North East,Borno,Damboa,Damboa Ward 1,Damboa Ward 1 School 3
North East,Borno,Damboa,Damboa Ward 2,Damboa Ward 2 School 1
North East,Borno,Damboa,Damboa Ward 2,Damboa Ward 2 School 2
North East,Borno,Damboa,Damboa Ward 2,Damboa Ward 2 School 3
North East,Borno,Damboa,Damboa Ward 3,Damboa Ward 3 School 1
North East,Borno,Damboa,Damboa Ward 3,Damboa Ward 3 School 2
North East,Borno,Damboa,Damboa Ward 3,Damboa Ward 3 School 3
North East,Borno,Dikwa,Dikwa Ward 1,Dikwa Ward 1 School 1
North East,Borno,Dikwa,Dikwa Ward 1,Dikwa Ward 1 School 2
North East,Borno,Dikwa,Dikwa Ward 1,Dikwa Ward 1 School 3
North East,Borno,Dikwa,Dikwa Ward 2,Dikwa Ward 2 School 1
North East,Borno,Dikwa,Dikwa Ward 2,Dikwa Ward 2 School 2
North East,Borno,Dikwa,Dikwa Ward 2,Dikwa Ward 2 School 3
North East,Borno,Dikwa,Dikwa Ward 3,Dikwa Ward 3 School 1
North East,Borno,Dikwa,Dikwa Ward 3,Dikwa Ward 3 School 2
North East,Borno,Dikwa,Dikwa Ward 3,Dikwa Ward 3 School 3
North East,Borno,Gubio,Gubio Ward 1,Gubio Ward 1 School 1
North East,Borno,Gubio,Gubio Ward 1,Gubio Ward 1 School 2
North East,Borno,Gubio,Gubio Ward 1,Gubio Ward 1 School 3
North East,Borno,Gubio,Gubio Ward 2,Gubio Ward 2 School 1
North East,Borno,Gubio,Gubio Ward 2,Gubio Ward 2 School 2
North East,Borno,Gubio,Gubio Ward 2,Gubio Ward 2 School 3
North East,Borno,Gubio,Gubio Ward 3,Gubio Ward 3 School 1
North East,Borno,Gubio,Gubio Ward 3,Gubio Ward 3 School 2
North East,Borno,Gubio,Gubio Ward 3,Gubio Ward 3 School 3
North East,Borno,Guzamala,Guzamala Ward 1,Guzamala Ward 1 School 1
North East,Borno,Guzamala,Guzamala Ward 1,Guzamala Ward 1 School 2
North East,Borno,Guzamala,Guzamala Ward 1,Guzamala Ward 1 School 3
North East,Borno,Guzamala,Guzamala Ward 2,Guzamala Ward 2 School 1
North East,Borno,Guzamala,Guzamala Ward 2,Guzamala Ward 2 School 2
North East,Borno,Guzamala,Guzamala Ward 2,Guzamala Ward 2 School 3
North East,Borno,Guzamala,Guzamala Ward 3,Guzamala Ward 3 School 1
North East,Borno,Guzamala,Guzamala Ward 3,Guzamala Ward 3 School 2
North East,Borno,Guzamala,Guzamala Ward 3,Guzamala Ward 3 School 3
North East,Borno,Gwoza,Gwoza Ward 1,Gwoza Ward 1 School 1
North East,Borno,Gwoza,Gwoza Ward 1,Gwoza Ward 1 School 2
North East,Borno,Gwoza,Gwoza Ward 1,Gwoza Ward 1 School 3
North East,Borno,Gwoza,Gwoza Ward 2,Gwoza Ward 2 School 1
North East,Borno,Gwoza,Gwoza Ward 2,Gwoza Ward 2 School 2
North East,Borno,Gwoza,Gwoza Ward 2,Gwoza Ward 2 School 3
North East,Borno,Gwoza,Gwoza Ward 3,Gwoza Ward 3 School 1
North East,Borno,Gwoza,Gwoza Ward 3,Gwoza Ward 3 School 2
North East,Borno,Gwoza,Gwoza Ward 3,Gwoza Ward 3 School 3
North East,Borno,Hawul,Hawul Ward 1,Hawul Ward 1 School 1
North East,Borno,Hawul,Hawul Ward 1,Hawul Ward 1 School 2
North East,Borno,Hawul,Hawul Ward 1,Hawul Ward 1 School 3
North East,Borno,Hawul,Hawul Ward 2,Hawul Ward 2 School 1
North East,Borno,Hawul,Hawul Ward 2,Hawul Ward 2 School 2
North East,Borno,Hawul,Hawul Ward 2,Hawul Ward 2 School 3
North East,Borno,Hawul,Hawul Ward 3,Hawul Ward 3 School 1
North East,Borno,Hawul,Hawul Ward 3,Hawul Ward 3 School 2
North East,Borno,Hawul,Hawul Ward 3,Hawul Ward 3 School 3
North East,Borno,Jere,Jere Ward 1,Jere Ward 1 School 1
North East,Borno,Jere,Jere Ward 1,Jere Ward 1 School 2
North East,Borno,Jere,Jere Ward 1,Jere Ward 1 School 3
North East,Borno,Jere,Jere Ward 2,Jere Ward 2 School 1
North East,Borno,Jere,Jere Ward 2,Jere Ward 2 School 2
North East,Borno,Jere,Jere Ward 2,Jere Ward 2 School 3
North East,Borno,Jere,Jere Ward 3,Jere Ward 3 School 1
North East,Borno,Jere,Jere Ward 3,Jere Ward 3 School 2
North East,Borno,Jere,Jere Ward 3,Jere Ward 3 School 3
North East,Borno,Kaga,Kaga Ward 1,Kaga Ward 1 School 1
North East,Borno,Kaga,Kaga Ward 1,Kaga Ward 1 School 2
North East,Borno,Kaga,Kaga Ward 1,Kaga Ward 1 School 3
North East,Borno,Kaga,Kaga Ward 2,Kaga Ward 2 School 1
North East,Borno,Kaga,Kaga Ward 2,Kaga Ward 2 School 2
North East,Borno,Kaga,Kaga Ward 2,Kaga Ward 2 School 3
North East,Borno,Kaga,Kaga Ward 3,Kaga Ward 3 School 1
North East,Borno,Kaga,Kaga Ward 3,Kaga Ward 3 School 2
North East,Borno,Kaga,Kaga Ward 3,Kaga Ward 3 School 3
North East,Borno,Kala/Balge,Kala/Balge Ward 1,Kala/Balge Ward 1 School 1
North East,Borno,Kala/Balge,Kala/Balge Ward 1,Kala/Balge Ward 1 School 2
North East,Borno,Kala/Balge,Kala/Balge Ward 1,Kala/Balge Ward 1 School 3
North East,Borno,Kala/Balge,Kala/Balge Ward 2,Kala/Balge Ward 2 School 1
North East,Borno,Kala/Balge,Kala/Balge Ward 2,Kala/Balge Ward 2 School 2
North East,Borno,Kala/Balge,Kala/Balge Ward 2,Kala/Balge Ward 2 School 3
North East,Borno,Kala/Balge,Kala/Balge Ward 3,Kala/Balge Ward 3 School 1
North East,Borno,Kala/Balge,Kala/Balge Ward 3,Kala/Balge Ward 3 School 2
North East,Borno,Kala/Balge,Kala/Balge Ward 3,Kala/Balge Ward 3 School 3
North East,Borno,Konduga,Konduga Ward 1,Konduga Ward 1 School 1
North East,Borno,Konduga,Konduga Ward 1,Konduga Ward 1 School 2
North East,Borno,Konduga,Konduga Ward 1,Konduga Ward 1 School 3
North East,Borno,Konduga,Konduga Ward 2,Konduga Ward 2 School 1
North East,Borno,Konduga,Konduga Ward 2,Konduga Ward 2 School 2
North East,Borno,Konduga,Konduga Ward 2,Konduga Ward 2 School 3
North East,Borno,Konduga,Konduga Ward 3,Konduga Ward 3 School 1
North East,Borno,Konduga,Konduga Ward 3,Konduga Ward 3 School 2
North East,Borno,Konduga,Konduga Ward 3,Konduga Ward 3 School 3
North East,Borno,Kukawa,Kukawa Ward 1,Kukawa Ward 1 School 1
North East,Borno,Kukawa,Kukawa Ward 1,Kukawa Ward 1 School 2
North East,Borno,Kukawa,Kukawa Ward 1,Kukawa Ward 1 School 3
North East,Borno,Kukawa,Kukawa Ward 2,Kukawa Ward 2 School 1
North East,Borno,Kukawa,Kukawa Ward 2,Kukawa Ward 2 School 2
North East,Borno,Kukawa,Kukawa Ward 2,Kukawa Ward 2 School 3
North East,Borno,Kukawa,Kukawa Ward 3,Kukawa Ward 3 School 1
North East,Borno,Kukawa,Kukawa Ward 3,Kukawa Ward 3 School 2
North East,Borno,Kukawa,Kukawa Ward 3,Kukawa Ward 3 School 3
North East,Borno,Kwaya Kusar,Kwaya Kusar Ward 1,Kwaya Kusar Ward 1 School 1
North East,Borno,Kwaya Kusar,Kwaya Kusar Ward 1,Kwaya Kusar Ward 1 School 2
North East,Borno,Kwaya Kusar,Kwaya Kusar Ward 1,Kwaya Kusar Ward 1 School 3
North East,Borno,Kwaya Kusar,Kwaya Kusar Ward 2,Kwaya Kusar Ward 2 School 1
North East,Borno,Kwaya Kusar,Kwaya Kusar Ward 2,Kwaya Kusar Ward 2 School 2
North East,Borno,Kwaya Kusar,Kwaya Kusar Ward 2,Kwaya Kusar Ward 2 School 3
North East,Borno,Kwaya Kusar,Kwaya Kusar Ward 3,Kwaya Kusar Ward 3 School 1
North East,Borno,Kwaya Kusar,Kwaya Kusar Ward 3,Kwaya Kusar Ward 3 School 2
North East,Borno,Kwaya Kusar,Kwaya Kusar Ward 3,Kwaya Kusar Ward 3 School 3
North East,Borno,Mafa,Mafa Ward 1,Mafa Ward 1 School 1
North East,Borno,Mafa,Mafa Ward 1,Mafa Ward 1 School 2
North East,Borno,Mafa,Mafa Ward 1,Mafa Ward 1 School 3
North East,Borno,Mafa,Mafa Ward 2,Mafa Ward 2 School 1
North East,Borno,Mafa,Mafa Ward 2,Mafa Ward 2 School 2
North East,Borno,Mafa,Mafa Ward 2,Mafa Ward 2 School 3
North East,Borno,Mafa,Mafa Ward 3,Mafa Ward 3 School 1
North East,Borno,Mafa,Mafa Ward 3,Mafa Ward 3 School 2
North East,Borno,Mafa,Mafa Ward 3,Mafa Ward 3 School 3
North East,Borno,Magumeri,Magumeri Ward 1,Magumeri Ward 1 School 1
North East,Borno,Magumeri,Magumeri Ward 1,Magumeri Ward 1 School 2
North East,Borno,Magumeri,Magumeri Ward 1,Magumeri Ward 1 School 3
North East,Borno,Magumeri,Magumeri Ward 2,Magumeri Ward 2 School 1
North East,Borno,Magumeri,Magumeri Ward 2,Magumeri Ward 2 School 2
North East,Borno,Magumeri,Magumeri Ward 2,Magumeri Ward 2 School 3
North East,Borno,Magumeri,Magumeri Ward 3,Magumeri Ward 3 School 1
North East,Borno,Magumeri,Magumeri Ward 3,Magumeri Ward 3 School 2
North East,Borno,Magumeri,Magumeri Ward 3,Magumeri Ward 3 School 3
North East,Borno,Maiduguri,Maiduguri Ward 1,Maiduguri Ward 1 School 1
North East,Borno,Maiduguri,Maiduguri Ward 1,Maiduguri Ward 1 School 2
North East,Borno,Maiduguri,Maiduguri Ward 1,Maiduguri Ward 1 School 3
North East,Borno,Maiduguri,Maiduguri Ward 2,Maiduguri Ward 2 School 1
North East,Borno,Maiduguri,Maiduguri Ward 2,Maiduguri Ward 2 School 2
North East,Borno,Maiduguri,Maiduguri Ward 2,Maiduguri Ward 2 School 3
North East,Borno,Maiduguri,Maiduguri Ward 3,Maiduguri Ward 3 School 1
North East,Borno,Maiduguri,Maiduguri Ward 3,Maiduguri Ward 3 School 2
North East,Borno,Maiduguri,Maiduguri Ward 3,Maiduguri Ward 3 School 3
North East,Borno,Marte,Marte Ward 1,Marte Ward 1 School 1
North East,Borno,Marte,Marte Ward 1,Marte Ward 1 School 2
North East,Borno,Marte,Marte Ward 1,Marte Ward 1 School 3
North East,Borno,Marte,Marte Ward 2,Marte Ward 2 School 1
North East,Borno,Marte,Marte Ward 2,Marte Ward 2 School 2
North East,Borno,Marte,Marte Ward 2,Marte Ward 2 School 3
North East,Borno,Marte,Marte Ward 3,Marte Ward 3 School 1
North East,Borno,Marte,Marte Ward 3,Marte Ward 3 School 2
North East,Borno,Marte,Marte Ward 3,Marte Ward 3 School 3
North East,Borno,Mobbar,Mobbar Ward 1,Mobbar Ward 1 School 1
North East,Borno,Mobbar,Mobbar Ward 1,Mobbar Ward 1 School 2
North East,Borno,Mobbar,Mobbar Ward 1,Mobbar Ward 1 School 3
North East,Borno,Mobbar,Mobbar Ward 2,Mobbar Ward 2 School 1
North East,Borno,Mobbar,Mobbar Ward 2,Mobbar Ward 2 School 2
North East,Borno,Mobbar,Mobbar Ward 2,Mobbar Ward 2 School 3
North East,Borno,Mobbar,Mobbar Ward 3,Mobbar Ward 3 School 1
North East,Borno,Mobbar,Mobbar Ward 3,Mobbar Ward 3 School 2
North East,Borno,Mobbar,Mobbar Ward 3,Mobbar Ward 3 School 3
North East,Borno,Monguno,Monguno Ward 1,Monguno Ward 1 School 1
North East,Borno,Monguno,Monguno Ward 1,Monguno Ward 1 School 2
North East,Borno,Monguno,Monguno Ward 1,Monguno Ward 1 School 3
North East,Borno,Monguno,Monguno Ward 2,Monguno Ward 2 School 1
North East,Borno,Monguno,Monguno Ward 2,Monguno Ward 2 School 2
North East,Borno,Monguno,Monguno Ward 2,Monguno Ward 2 School 3
North East,Borno,Monguno,Monguno Ward 3,Monguno Ward 3 School 1
North East,Borno,Monguno,Monguno Ward 3,Monguno Ward 3 School 2
North East,Borno,Monguno,Monguno Ward 3,Monguno Ward 3 School 3
North East,Borno,Ngala,Ngala Ward 1,Ngala Ward 1 School 1
North East,Borno,Ngala,Ngala Ward 1,Ngala Ward 1 School 2
North East,Borno,Ngala,Ngala Ward 1,Ngala Ward 1 School 3
North East,Borno,Ngala,Ngala Ward 2,Ngala Ward 2 School 1
North East,Borno,Ngala,Ngala Ward 2,Ngala Ward 2 School 2
North East,Borno,Ngala,Ngala Ward 2,Ngala Ward 2 School 3
North East,Borno,Ngala,Ngala Ward 3,Ngala Ward 3 School 1
North East,Borno,Ngala,Ngala Ward 3,Ngala Ward 3 School 2
North East,Borno,Ngala,Ngala Ward 3,Ngala Ward 3 School 3
North East,Borno,Nganzai,Nganzai Ward 1,Nganzai Ward 1 School 1
North East,Borno,Nganzai,Nganzai Ward 1,Nganzai Ward 1 School 2
North East,Borno,Nganzai,Nganzai Ward 1,Nganzai Ward 1 School 3
North East,Borno,Nganzai,Nganzai Ward 2,Nganzai Ward 2 School 1
North East,Borno,Nganzai,Nganzai Ward 2,Nganzai Ward 2 School 2
North East,Borno,Nganzai,Nganzai Ward 2,Nganzai Ward 2 School 3
North East,Borno,Nganzai,Nganzai Ward 3,Nganzai Ward 3 School 1
North East,Borno,Nganzai,Nganzai Ward 3,Nganzai Ward 3 School 2
North East,Borno,Nganzai,Nganzai Ward 3,Nganzai Ward 3 School 3
North East,Borno,Shani,Shani Ward 1,Shani Ward 1 School 1
North East,Borno,Shani,Shani Ward 1,Shani Ward 1 School 2
North East,Borno,Shani,Shani Ward 1,Shani Ward 1 School 3
North East,Borno,Shani,Shani Ward 2,Shani Ward 2 School 1
North East,Borno,Shani,Shani Ward 2,Shani Ward 2 School 2
North East,Borno,Shani,Shani Ward 2,Shani Ward 2 School 3
North East,Borno,Shani,Shani Ward 3,Shani Ward 3 School 1
North East,Borno,Shani,Shani Ward 3,Shani Ward 3 School 2
North East,Borno,Shani,Shani Ward 3,Shani Ward 3 School 3
South West,Ondo,Akoko North East,Akoko North East Ward 1,Akoko North East Ward 1 School 1
South West,Ondo,Akoko North East,Akoko North East Ward 1,Akoko North East Ward 1 School 2
South West,Ondo,Akoko North East,Akoko North East Ward 1,Akoko North East Ward 1 School 3
South West,Ondo,Akoko North East,Akoko North East Ward 2,Akoko North East Ward 2 School 1
South West,Ondo,Akoko North East,Akoko North East Ward 2,Akoko North East Ward 2 School 2
South West,Ondo,Akoko North East,Akoko North East Ward 2,Akoko North East Ward 2 School 3
South West,Ondo,Akoko North East,Akoko North East Ward 3,Akoko North East Ward 3 School 1
South West,Ondo,Akoko North East,Akoko North East Ward 3,Akoko North East Ward 3 School 2
South West,Ondo,Akoko North East,Akoko North East Ward 3,Akoko North East Ward 3 School 3
South West,Ondo,Akoko North West,Akoko North West Ward 1,Akoko North West Ward 1 School 1
South West,Ondo,Akoko North West,Akoko North West Ward 1,Akoko North West Ward 1 School 2
South West,Ondo,Akoko North West,Akoko North West Ward 1,Akoko North West Ward 1 School 3
South West,Ondo,Akoko North West,Akoko North West Ward 2,Akoko North West Ward 2 School 1
South West,Ondo,Akoko North West,Akoko North West Ward 2,Akoko North West Ward 2 School 2
South West,Ondo,Akoko North West,Akoko North West Ward 2,Akoko North West Ward 2 School 3
South West,Ondo,Akoko North West,Akoko North West Ward 3,Akoko North West Ward 3 School 1
South West,Ondo,Akoko North West,Akoko North West Ward 3,Akoko North West Ward 3 School 2
South West,Ondo,Akoko North West,Akoko North West Ward 3,Akoko North West Ward 3 School 3
South West,Ondo,Akoko South East,Akoko South East Ward 1,Akoko South East Ward 1 School 1
South West,Ondo,Akoko South East,Akoko South East Ward 1,Akoko South East Ward 1 School 2
South West,Ondo,Akoko South East,Akoko South East Ward 1,Akoko South East Ward 1 School 3
South West,Ondo,Akoko South East,Akoko South East Ward 2,Akoko South East Ward 2 School 1
South West,Ondo,Akoko South East,Akoko South East Ward 2,Akoko South East Ward 2 School 2
