"session","gender","disability_scope","exam_body","institution_type","loc_level","loc_label","zone","state","lga","ward","school","ss3_total","o_level_candidates","utme_participants","admitted_students","matriculated_students","delayed_transition_students","loss_ss3_to_olevel","loss_olevel_to_utme","loss_utme_to_admitted","loss_admitted_to_matriculated","median_time_to_matriculation_years"
"2023/2024","Female","all","NECO","University","state","Yobe","North East","Yobe","","","","2819","2777","2035","722","638","84","42","742","1314","84","1.458340902210112"
"2023/2024","Female","all","NECO","University","state","Jigawa","North West","Jigawa","","","","3526","3473","2624","906","817","89","53","849","1719","89","1.458340902210112"
"2023/2024","Female","all","NECO","University","state","Kaduna","North West","Kaduna","","","","6144","6052","4221","1451","1316","135","92","1831","2770","135","1.458340902210112"
"2023/2024","Female","all","NECO","University","state","Kano","North West","Kano","","","","5410","5329","3422","1249","1068","181","81","1907","2173","181","1.458340902210112"
"2023/2024","Female","all","NECO","University","state","Katsina","North West","Katsina","","","","3788","3732","2193","759","675","84","56","1539","1434","84","1.458340902210112"
"2023/2024","Female","all","NECO","University","state","Kebbi","North West","Kebbi","","","","4414","4349","2664","1045","898","147","65","1685","1620","147","1.458340902210112"
"2023/2024","Female","all","NECO","University","state","Sokoto","North West","Sokoto","","","","5413","5333","3608","1370","1216","154","80","1725","2238","154","1.458340902210112"
"2023/2024","Female","all","NECO","University","state","Zamfara","North West","Zamfara","","","","3095","3050","2261","809","738","71","45","789","1452","71","1.458340902210112"
"2023/2024","Female","all","NECO","University","state","Abia","South East","Abia","","","","3891","3832","2867","1118","990","128","59","965","1749","128","1.458340902210112"
"2023/2024","Female","all","NECO","University","state","Anambra","South East","Anambra","","","","3740","3685","2583","1032","908","124","55","1102","1551","124","1.458340902210112"
"2023/2024","Female","all","NECO","University","state","Ebonyi","South East","Ebonyi","","","","5158","5079","3202","1244","1110","134","79","1877","1958","134","1.458340902210112"
"2023/2024","Female","all","NECO","University","state","Enugu","South East","Enugu","","","","2989","2943","1745","703","625","78","46","1198","1042","78","1.458340902210112"
"2023/2024","Female","all","NECO","University","state","Imo","South East","Imo","","","","3667","3613","2269","901","819","82","54","1344","1368","82","1.458340902210112"
"2023/2024","Female","all","NECO","University","state","Akwa Ibom","South South","Akwa Ibom","","","","4286","4223","2882","1013","923","90","63","1341","1869","90","1.458340902210112"
"2023/2024","Female","all","NECO","University","state","Bayelsa","South South","Bayelsa","","","","1548","1525","1157","413","373","41","23","368","744","41","1.458340902210112"
"2023/2024","Female","all","NECO","University","state","Cross River","South South","Cross River","","","","2889","2846","2095","792","695","97","43","751","1303","97","1.458340902210112"
"2023/2024","Female","all","NECO","University","state","Delta","South South","Delta","","","","3410","3361","2372","877","794","83","49","989","1495","83","1.458340902210112"
"2023/2024","Female","all","NECO","University","state","Edo","South South","Edo","","","","4542","4473","2869","993","872","121","69","1604","1876","121","1.458340902210112"
"2023/2024","Female","all","NECO","University","state","Rivers","South South","Rivers","","","","4108","4046","2403","973","888","85","62","1643","1430","85","1.458340902210112"
"2023/2024","Female","all","NECO","University","state","Ekiti","South West","Ekiti","","","","3600","3543","2155","791","703","88","57","1388","1364","88","1.458340902210112"
"2023/2024","Female","all","NECO","University","state","Lagos","South West","Lagos","","","","6258","6166","4144","1467","1260","208","92","2022","2676","208","1.458340902210112"
"2023/2024","Female","all","NECO","University","state","Ogun","South West","Ogun","","","","3037","2993","2182","740","658","82","44","811","1442","82","1.458340902210112"
"2023/2024","Female","all","NECO","University","state","Ondo","South West","Ondo","","","","3661","3607","2722","1038","933","105","54","885","1684","105","1.458340902210112"
"2023/2024","Female","all","NECO","University","state","Osun","South West","Osun","","","","3873","3814","2702","1027","922","105","59","1112","1675","105","1.458340902210112"
"2023/2024","Female","all","NECO","University","state","Oyo","South West","Oyo","","","","4527","4459","2763","1062","905","157","68","1696","1701","157","1.458340902210112"
"2023/2024","Female","all","WAEC","College of Education","state","Benue","North Central","Benue","","","","5008","4935","3526","1415","1302","113","73","1409","2111","113","1.458340902210112"
"2023/2024","Female","all","WAEC","College of Education","state","Abuja Federal Capital Territory","North Central","Abuja Federal Capital Territory","","","","6878","6778","4301","1696","1542","155","100","2477","2604","155","1.458340902210112"
"2023/2024","Female","all","WAEC","College of Education","state","Kogi","North Central","Kogi","","","","4797","4726","2845","1042","927","115","71","1881","1803","115","1.458340902210112"
"2023/2024","Female","all","WAEC","College of Education","state","Kwara","North Central","Kwara","","","","4193","4130","2498","930","796","134","63","1632","1568","134","1.458340902210112"
"2023/2024","Female","all","WAEC","College of Education","state","Nasarawa","North Central","Nasarawa","","","","4389","4326","2934","1191","1080","111","63","1392","1743","111","1.458340902210112"
"2023/2024","Female","all","WAEC","College of Education","state","Niger","North Central","Niger","","","","6274","6181","4570","1751","1568","183","93","1611","2819","183","1.458340902210112"
"2023/2024","Female","all","WAEC","College of Education","state","Plateau","North Central","Plateau","","","","4696","4628","3473","1240","1105","135","68","1155","2233","135","1.458340902210112"
"2023/2024","Female","all","WAEC","College of Education","state","Adamawa","North East","Adamawa","","","","4958","4885","3462","1226","1064","163","73","1423","2235","163","1.458340902210112"
"2023/2024","Female","all","WAEC","College of Education","state","Bauchi","North East","Bauchi","","","","5940","5850","3697","1328","1197","131","90","2153","2369","131","1.458340902210112"
"2023/2024","Female","all","WAEC","College of Education","state","Borno","North East","Borno","","","","4606","4541","2680","1015","884","131","65","1861","1665","131","1.458340902210112"
"2023/2024","Female","all","WAEC","College of Education","state","Gombe","North East","Gombe","","","","5098","5024","3095","1157","1053","104","74","1929","1938","104","1.458340902210112"
"2023/2024","Female","all","WAEC","College of Education","state","Taraba","North East","Taraba","","","","5637","5554","3770","1464","1343","121","83","1784","2307","121","1.458340902210112"
"2023/2024","Female","all","WAEC","College of Education","state","Yobe","North East","Yobe","","","","4031","3974","2921","1107","1013","94","57","1053","1815","94","1.458340902210112"
"2023/2024","Female","all","WAEC","College of Education","state","Jigawa","North West","Jigawa","","","","5524","5443","4162","1729","1504","225","81","1281","2433","225","1.458340902210112"
"2023/2024","Female","all","WAEC","College of Education","state","Kaduna","North West","Kaduna","","","","6901","6798","4824","1937","1752","185","103","1974","2887","185","1.458340902210112"
"2023/2024","Female","all","WAEC","College of Education","state","Kano","North West","Kano","","","","7011","6909","4375","1530","1380","150","102","2534","2845","150","1.458340902210112"
"2023/2024","Female","all","WAEC","College of Education","state","Katsina","North West","Katsina","","","","6089","6001","3541","1285","1163","122","88","2460","2255","122","1.458340902210112"
"2023/2024","Female","all","WAEC","College of Education","state","Kebbi","North West","Kebbi","","","","3566","3514","2195","857","775","82","52","1319","1339","82","1.458340902210112"
"2023/2024","Female","all","WAEC","College of Education","state","Sokoto","North West","Sokoto","","","","5408","5327","3616","1415","1270","145","81","1711","2201","145","1.458340902210112"
"2023/2024","Female","all","WAEC","College of Education","state","Zamfara","North West","Zamfara","","","","6408","6316","4621","1686","1512","174","92","1695","2935","174","1.458340902210112"
"2023/2024","Female","all","WAEC","College of Education","state","Abia","South East","Abia","","","","6341","6250","4659","1829","1575","254","91","1591","2830","254","1.458340902210112"
"2023/2024","Female","all","WAEC","College of Education","state","Anambra","South East","Anambra","","","","5519","5439","3813","1448","1327","121","80","1626","2365","121","1.458340902210112"
"2023/2024","Female","all","WAEC","College of Education","state","Ebonyi","South East","Ebonyi","","","","2458","2422","1543","599","526","73","36","879","944","73","1.458340902210112"
"2023/2024","Female","all","WAEC","College of Education","state","Enugu","South East","Enugu","","","","4876","4805","2847","1071","931","140","71","1958","1776","140","1.458340902210112"
"2023/2024","Female","all","WAEC","College of Education","state","Imo","South East","Imo","","","","5036","4962","3049","1195","1080","115","74","1913","1854","115","1.458340902210112"
"2023/2024","Female","all","WAEC","College of Education","state","Akwa Ibom","South South","Akwa Ibom","","","","4786","4714","3188","1136","1016","120","72","1526","2052","120","1.458340902210112"
"2023/2024","Female","all","WAEC","College of Education","state","Bayelsa","South South","Bayelsa","","","","5882","5794","4286","1682","1498","184","88","1508","2604","184","1.458340902210112"
"2023/2024","Female","all","WAEC","College of Education","state","Cross River","South South","Cross River","","","","4476","4410","3317","1352","1203","149","66","1093","1965","149","1.458340902210112"
"2023/2024","Female","all","WAEC","College of Education","state","Delta","South South","Delta","","","","4564","4497","3158","1201","1044","157","67","1339","1957","157","1.458340902210112"
"2023/2024","Female","all","WAEC","College of Education","state","Edo","South South","Edo","","","","6033","5943","3769","1518","1380","138","90","2174","2251","138","1.458340902210112"
"2023/2024","Female","all","WAEC","College of Education","state","Rivers","South South","Rivers","","","","5246","5166","3076","1083","983","100","80","2090","1993","100","1.458340902210112"
"2023/2024","Female","all","WAEC","College of Education","state","Ekiti","South West","Ekiti","","","","6402","6307","3900","1467","1341","126","95","2407","2433","126","1.458340902210112"
"2023/2024","Female","all","WAEC","College of Education","state","Lagos","South West","Lagos","","","","4459","4395","3013","1120","1031","89","64","1382","1893","89","1.458340902210112"
"2023/2024","Female","all","WAEC","College of Education","state","Ogun","South West","Ogun","","","","7291","7184","5376","1947","1771","176","107","1808","3430","176","1.458340902210112"
"2023/2024","Female","all","WAEC","College of Education","state","Ondo","South West","Ondo","","","","4779","4708","3473","1161","1057","104","71","1235","2312","104","1.458340902210112"
