session,gender,disability_scope,exam_body,gap_band,institution_type,loc_level,loc_label,zone,state,lga,ward,school,ss3_total,o_level_candidates,utme_participants,admitted_students,matriculated_students,delayed_transition_students,loss_ss3_to_olevel,loss_olevel_to_utme,loss_utme_to_admitted,loss_admitted_to_matriculated,median_time_to_matriculation_years
2023/2024,Female,disabled,NABTEB,3-5-year,Polytechnic,state,Lagos,South West,Lagos,,,,0,107,35,0,0,0,0,74,35,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,Polytechnic,state,Ogun,South West,Ogun,,,,0,59,16,0,0,0,0,46,16,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,Polytechnic,state,Ondo,South West,Ondo,,,,0,69,24,0,0,0,0,51,24,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,Polytechnic,state,Osun,South West,Osun,,,,0,66,35,0,0,0,0,36,35,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,Polytechnic,state,Oyo,South West,Oyo,,,,0,36,14,0,0,0,0,24,14,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,University,state,Benue,North Central,Benue,,,,0,57,16,0,0,0,0,45,16,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,University,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,0,48,4,0,0,0,0,45,4,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,University,state,Kogi,North Central,Kogi,,,,0,69,15,0,0,0,0,57,15,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,University,state,Kwara,North Central,Kwara,,,,0,60,18,0,0,0,0,42,18,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,University,state,Nasarawa,North Central,Nasarawa,,,,0,44,9,0,0,0,0,38,9,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,University,state,Niger,North Central,Niger,,,,0,60,4,0,0,0,0,57,4,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,University,state,Plateau,North Central,Plateau,,,,0,69,12,0,0,0,0,60,12,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,University,state,Adamawa,North East,Adamawa,,,,0,69,8,0,0,0,0,63,8,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,University,state,Bauchi,North East,Bauchi,,,,0,60,12,0,0,0,0,48,12,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,University,state,Borno,North East,Borno,,,,0,69,9,0,0,0,0,60,9,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,University,state,Gombe,North East,Gombe,,,,0,28,10,0,0,0,0,20,10,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,University,state,Taraba,North East,Taraba,,,,0,39,4,0,0,0,0,36,4,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,University,state,Yobe,North East,Yobe,,,,0,57,8,0,0,0,0,51,8,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,University,state,Jigawa,North West,Jigawa,,,,0,57,16,0,0,0,0,45,16,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,University,state,Kaduna,North West,Kaduna,,,,0,108,15,0,0,0,0,96,15,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,University,state,Kano,North West,Kano,,,,0,84,28,0,0,0,0,60,28,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,University,state,Katsina,North West,Katsina,,,,0,54,18,0,0,0,0,39,18,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,University,state,Kebbi,North West,Kebbi,,,,0,72,24,0,0,0,0,48,24,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,University,state,Sokoto,North West,Sokoto,,,,0,78,20,0,0,0,0,63,20,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,University,state,Zamfara,North West,Zamfara,,,,0,54,4,0,0,0,0,51,4,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,University,state,Abia,South East,Abia,,,,0,55,24,0,0,0,0,37,24,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,University,state,Anambra,South East,Anambra,,,,0,63,18,0,0,0,0,45,18,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,University,state,Ebonyi,South East,Ebonyi,,,,0,96,18,0,0,0,0,78,18,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,University,state,Enugu,South East,Enugu,,,,0,45,12,0,0,0,0,33,12,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,University,state,Imo,South East,Imo,,,,0,54,15,0,0,0,0,39,15,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,University,state,Akwa Ibom,South South,Akwa Ibom,,,,0,66,24,0,0,0,0,45,24,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,University,state,Bayelsa,South South,Bayelsa,,,,0,23,0,0,0,0,0,23,0,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,University,state,Cross River,South South,Cross River,,,,0,47,18,0,0,0,0,32,18,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,University,state,Delta,South South,Delta,,,,0,51,16,0,0,0,0,39,16,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,University,state,Edo,South South,Edo,,,,0,69,15,0,0,0,0,56,15,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,University,state,Rivers,South South,Rivers,,,,0,71,22,0,0,0,0,52,22,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,University,state,Ekiti,South West,Ekiti,,,,0,63,15,0,0,0,0,48,15,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,University,state,Lagos,South West,Lagos,,,,0,108,20,0,0,0,0,89,20,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,University,state,Ogun,South West,Ogun,,,,0,48,9,0,0,0,0,41,9,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,University,state,Ondo,South West,Ondo,,,,0,51,24,0,0,0,0,33,24,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,University,state,Osun,South West,Osun,,,,0,63,9,0,0,0,0,54,9,0,1.5
2023/2024,Female,disabled,NABTEB,3-5-year,University,state,Oyo,South West,Oyo,,,,0,66,23,0,0,0,0,45,23,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,College of Education,state,Benue,North Central,Benue,,,,0,3,0,0,0,0,0,3,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,College of Education,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,0,7,0,0,0,0,0,7,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,College of Education,state,Kogi,North Central,Kogi,,,,0,3,0,0,0,0,0,3,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,College of Education,state,Kwara,North Central,Kwara,,,,0,12,0,0,0,0,0,12,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,College of Education,state,Nasarawa,North Central,Nasarawa,,,,0,10,0,0,0,0,0,10,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,College of Education,state,Niger,North Central,Niger,,,,0,9,0,0,0,0,0,9,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,College of Education,state,Plateau,North Central,Plateau,,,,0,15,0,0,0,0,0,15,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,College of Education,state,Adamawa,North East,Adamawa,,,,0,9,0,0,0,0,0,9,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,College of Education,state,Bauchi,North East,Bauchi,,,,0,6,0,0,0,0,0,6,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,College of Education,state,Borno,North East,Borno,,,,0,18,0,0,0,0,0,18,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,College of Education,state,Gombe,North East,Gombe,,,,0,4,0,0,0,0,0,4,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,College of Education,state,Taraba,North East,Taraba,,,,0,12,0,0,0,0,0,12,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,College of Education,state,Yobe,North East,Yobe,,,,0,6,0,0,0,0,0,6,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,College of Education,state,Jigawa,North West,Jigawa,,,,0,9,0,0,0,0,0,9,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,College of Education,state,Kaduna,North West,Kaduna,,,,0,12,0,0,0,0,0,12,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,College of Education,state,Kano,North West,Kano,,,,0,20,0,0,0,0,0,20,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,College of Education,state,Katsina,North West,Katsina,,,,0,9,0,0,0,0,0,9,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,College of Education,state,Kebbi,North West,Kebbi,,,,0,0,0,0,0,0,0,0,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,College of Education,state,Sokoto,North West,Sokoto,,,,0,3,0,0,0,0,0,3,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,College of Education,state,Zamfara,North West,Zamfara,,,,0,18,0,0,0,0,0,18,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,College of Education,state,Abia,South East,Abia,,,,0,6,0,0,0,0,0,6,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,College of Education,state,Anambra,South East,Anambra,,,,0,9,0,0,0,0,0,9,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,College of Education,state,Ebonyi,South East,Ebonyi,,,,0,0,0,0,0,0,0,0,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,College of Education,state,Enugu,South East,Enugu,,,,0,9,0,0,0,0,0,9,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,College of Education,state,Imo,South East,Imo,,,,0,6,0,0,0,0,0,6,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,College of Education,state,Akwa Ibom,South South,Akwa Ibom,,,,0,9,0,0,0,0,0,9,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,College of Education,state,Bayelsa,South South,Bayelsa,,,,0,0,0,0,0,0,0,0,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,College of Education,state,Cross River,South South,Cross River,,,,0,17,0,0,0,0,0,17,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,College of Education,state,Delta,South South,Delta,,,,0,6,0,0,0,0,0,6,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,College of Education,state,Edo,South South,Edo,,,,0,6,0,0,0,0,0,6,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,College of Education,state,Rivers,South South,Rivers,,,,0,7,0,0,0,0,0,7,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,College of Education,state,Ekiti,South West,Ekiti,,,,0,15,0,0,0,0,0,15,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,College of Education,state,Lagos,South West,Lagos,,,,0,5,0,0,0,0,0,5,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,College of Education,state,Ogun,South West,Ogun,,,,0,18,0,0,0,0,0,18,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,College of Education,state,Ondo,South West,Ondo,,,,0,9,0,0,0,0,0,9,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,College of Education,state,Osun,South West,Osun,,,,0,6,0,0,0,0,0,6,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,College of Education,state,Oyo,South West,Oyo,,,,0,9,0,0,0,0,0,9,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,Polytechnic,state,Benue,North Central,Benue,,,,0,3,0,0,0,0,0,3,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,Polytechnic,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,0,9,0,0,0,0,0,9,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,Polytechnic,state,Kogi,North Central,Kogi,,,,0,6,0,0,0,0,0,6,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,Polytechnic,state,Kwara,North Central,Kwara,,,,0,6,0,0,0,0,0,6,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,Polytechnic,state,Nasarawa,North Central,Nasarawa,,,,0,9,0,0,0,0,0,9,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,Polytechnic,state,Niger,North Central,Niger,,,,0,12,0,0,0,0,0,12,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,Polytechnic,state,Plateau,North Central,Plateau,,,,0,15,0,0,0,0,0,15,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,Polytechnic,state,Adamawa,North East,Adamawa,,,,0,6,0,0,0,0,0,6,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,Polytechnic,state,Bauchi,North East,Bauchi,,,,0,0,0,0,0,0,0,0,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,Polytechnic,state,Borno,North East,Borno,,,,0,15,0,0,0,0,0,15,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,Polytechnic,state,Gombe,North East,Gombe,,,,0,6,0,0,0,0,0,6,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,Polytechnic,state,Taraba,North East,Taraba,,,,0,9,0,0,0,0,0,9,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,Polytechnic,state,Yobe,North East,Yobe,,,,0,9,0,0,0,0,0,9,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,Polytechnic,state,Jigawa,North West,Jigawa,,,,0,12,0,0,0,0,0,12,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,Polytechnic,state,Kaduna,North West,Kaduna,,,,0,4,0,0,0,0,0,4,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,Polytechnic,state,Kano,North West,Kano,,,,0,12,0,0,0,0,0,12,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,Polytechnic,state,Katsina,North West,Katsina,,,,0,15,0,0,0,0,0,15,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,Polytechnic,state,Kebbi,North West,Kebbi,,,,0,21,0,0,0,0,0,21,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,Polytechnic,state,Sokoto,North West,Sokoto,,,,0,9,0,0,0,0,0,9,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,Polytechnic,state,Zamfara,North West,Zamfara,,,,0,18,0,0,0,0,0,18,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,Polytechnic,state,Abia,South East,Abia,,,,0,12,0,0,0,0,0,12,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,Polytechnic,state,Anambra,South East,Anambra,,,,0,3,0,0,0,0,0,3,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,Polytechnic,state,Ebonyi,South East,Ebonyi,,,,0,6,0,0,0,0,0,6,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,Polytechnic,state,Enugu,South East,Enugu,,,,0,18,0,0,0,0,0,18,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,Polytechnic,state,Imo,South East,Imo,,,,0,3,0,0,0,0,0,3,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,Polytechnic,state,Akwa Ibom,South South,Akwa Ibom,,,,0,6,0,0,0,0,0,6,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,Polytechnic,state,Bayelsa,South South,Bayelsa,,,,0,6,0,0,0,0,0,6,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,Polytechnic,state,Cross River,South South,Cross River,,,,0,2,0,0,0,0,0,2,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,Polytechnic,state,Delta,South South,Delta,,,,0,12,0,0,0,0,0,12,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,Polytechnic,state,Edo,South South,Edo,,,,0,6,0,0,0,0,0,6,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,Polytechnic,state,Rivers,South South,Rivers,,,,0,3,0,0,0,0,0,3,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,Polytechnic,state,Ekiti,South West,Ekiti,,,,0,3,0,0,0,0,0,3,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,Polytechnic,state,Lagos,South West,Lagos,,,,0,28,0,0,0,0,0,28,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,Polytechnic,state,Ogun,South West,Ogun,,,,0,9,0,0,0,0,0,9,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,Polytechnic,state,Ondo,South West,Ondo,,,,0,3,0,0,0,0,0,3,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,Polytechnic,state,Osun,South West,Osun,,,,0,27,0,0,0,0,0,27,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,Polytechnic,state,Oyo,South West,Oyo,,,,0,12,0,0,0,0,0,12,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,University,state,Benue,North Central,Benue,,,,0,9,0,0,0,0,0,9,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,University,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,0,3,0,0,0,0,0,3,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,University,state,Kogi,North Central,Kogi,,,,0,9,0,0,0,0,0,9,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,University,state,Kwara,North Central,Kwara,,,,0,15,0,0,0,0,0,15,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,University,state,Nasarawa,North Central,Nasarawa,,,,0,6,0,0,0,0,0,6,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,University,state,Niger,North Central,Niger,,,,0,3,0,0,0,0,0,3,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,University,state,Plateau,North Central,Plateau,,,,0,12,0,0,0,0,0,12,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,University,state,Adamawa,North East,Adamawa,,,,0,9,0,0,0,0,0,9,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,University,state,Bauchi,North East,Bauchi,,,,0,9,0,0,0,0,0,9,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,University,state,Borno,North East,Borno,,,,0,9,0,0,0,0,0,9,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,University,state,Gombe,North East,Gombe,,,,0,10,0,0,0,0,0,10,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,University,state,Taraba,North East,Taraba,,,,0,6,0,0,0,0,0,6,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,University,state,Yobe,North East,Yobe,,,,0,6,0,0,0,0,0,6,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,University,state,Jigawa,North West,Jigawa,,,,0,12,0,0,0,0,0,12,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,University,state,Kaduna,North West,Kaduna,,,,0,8,0,0,0,0,0,8,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,University,state,Kano,North West,Kano,,,,0,20,0,0,0,0,0,20,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,University,state,Katsina,North West,Katsina,,,,0,12,0,0,0,0,0,12,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,University,state,Kebbi,North West,Kebbi,,,,0,12,0,0,0,0,0,12,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,University,state,Sokoto,North West,Sokoto,,,,0,6,0,0,0,0,0,6,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,University,state,Zamfara,North West,Zamfara,,,,0,6,0,0,0,0,0,6,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,University,state,Abia,South East,Abia,,,,0,18,0,0,0,0,0,18,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,University,state,Anambra,South East,Anambra,,,,0,6,0,0,0,0,0,6,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,University,state,Ebonyi,South East,Ebonyi,,,,0,15,0,0,0,0,0,15,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,University,state,Enugu,South East,Enugu,,,,0,12,0,0,0,0,0,12,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,University,state,Imo,South East,Imo,,,,0,12,0,0,0,0,0,12,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,University,state,Akwa Ibom,South South,Akwa Ibom,,,,0,21,0,0,0,0,0,21,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,University,state,Bayelsa,South South,Bayelsa,,,,0,0,0,0,0,0,0,0,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,University,state,Cross River,South South,Cross River,,,,0,12,0,0,0,0,0,12,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,University,state,Delta,South South,Delta,,,,0,9,0,0,0,0,0,9,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,University,state,Edo,South South,Edo,,,,0,12,0,0,0,0,0,12,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,University,state,Rivers,South South,Rivers,,,,0,14,0,0,0,0,0,14,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,University,state,Ekiti,South West,Ekiti,,,,0,12,0,0,0,0,0,12,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,University,state,Lagos,South West,Lagos,,,,0,19,0,0,0,0,0,19,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,University,state,Ogun,South West,Ogun,,,,0,4,0,0,0,0,0,4,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,University,state,Ondo,South West,Ondo,,,,0,15,0,0,0,0,0,15,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,University,state,Osun,South West,Osun,,,,0,9,0,0,0,0,0,9,0,0,1.5
2023/2024,Female,disabled,NABTEB,5+-year,University,state,Oyo,South West,Oyo,,,,0,15,0,0,0,0,0,15,0,0,1.5
2023/2024,Female,disabled,NECO,1-year,College of Education,state,Benue,North Central,Benue,,,,0,201,125,100,102,0,0,76,39,0,1.5
2023/2024,Female,disabled,NECO,1-year,College of Education,state,Abuja Federal Capital Territory,North Central,Abuja Federal Capital Territory,,,,0,253,139,125,125,0,0,114,43,0,1.5
2023/2024,Female,disabled,NECO,1-year,College of Education,state,Kogi,North Central,Kogi,,,,0,182,99,86,95,0,0,83,25,0,1.5
2023/2024,Female,disabled,NECO,1-year,College of Education,state,Kwara,North Central,Kwara,,,,0,157,90,73,80,0,0,67,22,0,1.5
2023/2024,Female,disabled,NECO,1-year,College of Education,state,Nasarawa,North Central,Nasarawa,,,,0,161,102,76,80,0,0,59,34,0,1.5
2023/2024,Female,disabled,NECO,1-year,College of Education,state,Niger,North Central,Niger,,,,0,208,140,105,113,0,0,68,44,0,1.5
2023/2024,Female,disabled,NECO,1-year,College of Education,state,Plateau,North Central,Plateau,,,,0,169,121,82,95,0,0,50,46,0,1.5
2023/2024,Female,disabled,NECO,1-year,College of Education,state,Adamawa,North East,Adamawa,,,,0,162,107,107,112,0,0,55,16,0,1.5
2023/2024,Female,disabled,NECO,1-year,College of Education,state,Bauchi,North East,Bauchi,,,,0,207,124,115,115,0,0,83,29,0,1.5
2023/2024,Female,disabled,NECO,1-year,College of Education,state,Borno,North East,Borno,,,,0,165,85,76,90,0,0,80,19,0,1.5
2023/2024,Female,disabled,NECO,1-year,College of Education,state,Gombe,North East,Gombe,,,,0,163,86,94,100,0,0,77,8,0,1.5
2023/2024,Female,disabled,NECO,1-year,College of Education,state,Taraba,North East,Taraba,,,,0,204,126,116,123,3,0,78,29,3,1.5
2023/2024,Female,disabled,NECO,1-year,College of Education,state,Yobe,North East,Yobe,,,,0,148,84,90,101,0,0,64,16,0,1.5
2023/2024,Female,disabled,NECO,1-year,College of Education,state,Jigawa,North West,Jigawa,,,,0,197,127,126,130,0,0,70,20,0,1.5
2023/2024,Female,disabled,NECO,1-year,College of Education,state,Kaduna,North West,Kaduna,,,,0,268,164,144,153,0,0,104,46,0,1.5
2023/2024,Female,disabled,NECO,1-year,College of Education,state,Kano,North West,Kano,,,,0,244,144,113,115,3,0,100,51,3,1.5
2023/2024,Female,disabled,NECO,1-year,College of Education,state,Katsina,North West,Katsina,,,,0,224,108,115,115,0,0,116,17,0,1.5
2023/2024,Female,disabled,NECO,1-year,College of Education,state,Kebbi,North West,Kebbi,,,,0,132,64,72,72,0,0,68,7,0,1.5
2023/2024,Female,disabled,NECO,1-year,College of Education,state,Sokoto,North West,Sokoto,,,,0,191,115,120,140,0,0,76,14,0,1.5
2023/2024,Female,disabled,NECO,1-year,College of Education,state,Zamfara,North West,Zamfara,,,,0,226,153,128,138,0,0,74,42,0,1.5
2023/2024,Female,disabled,NECO,1-year,College of Education,state,Abia,South East,Abia,,,,0,252,154,150,150,0,0,98,26,0,1.5
2023/2024,Female,disabled,NECO,1-year,College of Education,state,Anambra,South East,Anambra,,,,0,201,141,92,92,0,0,60,54,0,1.5
2023/2024,Female,disabled,NECO,1-year,College of Education,state,Ebonyi,South East,Ebonyi,,,,0,88,49,44,44,0,0,39,9,0,1.5
2023/2024,Female,disabled,NECO,1-year,College of Education,state,Enugu,South East,Enugu,,,,0,173,92,74,87,0,0,81,27,0,1.5
2023/2024,Female,disabled,NECO,1-year,College of Education,state,Imo,South East,Imo,,,,0,177,106,83,90,0,0,71,26,0,1.5
2023/2024,Female,disabled,NECO,1-year,College of Education,state,Akwa Ibom,South South,Akwa Ibom,,,,0,168,102,76,76,0,0,66,33,0,1.5
2023/2024,Female,disabled,NECO,1-year,College of Education,state,Bayelsa,South South,Bayelsa,,,,0,191,142,112,112,0,0,53,40,0,1.5
2023/2024,Female,disabled,NECO,1-year,College of Education,state,Cross River,South South,Cross River,,,,0,158,123,76,78,0,0,36,50,0,1.5
2023/2024,Female,disabled,NECO,1-year,College of Education,state,Delta,South South,Delta,,,,0,163,96,95,101,0,0,67,22,0,1.5
2023/2024,Female,disabled,NECO,1-year,College of Education,state,Edo,South South,Edo,,,,0,217,124,90,97,1,0,93,44,1,1.5
2023/2024,Female,disabled,NECO,1-year,College of Education,state,Rivers,South South,Rivers,,,,0,181,93,80,91,0,0,88,27,0,1.5
2023/2024,Female,disabled,NECO,1-year,College of Education,state,Ekiti,South West,Ekiti,,,,0,241,139,104,104,0,0,102,42,0,1.5
2023/2024,Female,disabled,NECO,1-year,College of Education,state,Lagos,South West,Lagos,,,,0,187,112,84,84,0,0,75,41,0,1.5
2023/2024,Female,disabled,NECO,1-year,College of Education,state,Ogun,South West,Ogun,,,,0,265,176,135,145,0,0,89,56,0,1.5
2023/2024,Female,disabled,NECO,1-year,College of Education,state,Ondo,South West,Ondo,,,,0,175,120,88,100,0,0,57,45,0,1.5
2023/2024,Female,disabled,NECO,1-year,College of Education,state,Osun,South West,Osun,,,,0,144,84,81,85,0,0,60,18,0,1.5
