session,zone,state,lga,ward,school,gender,disability,school_type,school_level,class_grade,key_entry_level,student_count,school_count,classroom_count,computer_count,infrastructure_score,is_o_level_student,avg_students_per_school,learners_per_classroom,students_per_computer,usable_classroom_count,laboratory_count,computer_access_count,water_source_count,handwashing_facility_count,toilet_count
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Comprehensive High School, Diobu",Male,Disabled,Private,SSS,SSS1,SSS1,16,0,1,1,16.15,0,0.0,16.0,16.0,0,1,1,1,2,1
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Comprehensive High School, Diobu",Male,Disabled,Public,JSS,JSS1,JSS1,27,0,1,1,15.65,0,0.0,27.0,27.0,0,1,1,1,3,1
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Comprehensive High School, Diobu",Male,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,69,1,1,1,15.15,0,69.0,69.0,69.0,0,1,1,2,6,2
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Comprehensive High School, Diobu",Male,Disabled,Public,SSS,SSS1,SSS1,23,0,1,1,16.15,0,0.0,23.0,23.0,0,1,1,1,2,1
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Government Secondary School, Diobu",Female,ALL,Private,JSS,JSS1,JSS1,112,0,3,3,31.3,0,0.0,37.3333,37.3333,1,1,0,1,3,1
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Government Secondary School, Diobu",Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,278,0,8,7,30.3,0,0.0,34.75,39.7143,3,1,1,2,5,2
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Government Secondary School, Diobu",Female,ALL,Private,SSS,SSS1,SSS1,165,0,3,1,32.3,0,0.0,55.0,165.0,1,2,1,2,5,2
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Government Secondary School, Diobu",Female,ALL,Public,JSS,JSS1,JSS1,353,1,9,5,31.3,0,353.0,39.2222,70.6,2,3,1,3,10,4
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Government Secondary School, Diobu",Female,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,928,2,20,5,30.3,0,464.0,46.4,185.6,10,4,2,6,19,7
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Government Secondary School, Diobu",Female,ALL,Public,SSS,SSS1,SSS1,236,1,5,2,32.3,0,236.0,47.2,118.0,1,2,1,2,6,2
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Government Secondary School, Diobu",Female,Disabled,Private,JSS,JSS1,JSS1,8,0,1,1,15.65,0,0.0,8.0,8.0,0,0,1,1,2,1
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Government Secondary School, Diobu",Female,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,23,0,1,1,15.15,0,0.0,23.0,23.0,0,0,0,1,2,1
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Government Secondary School, Diobu",Female,Disabled,Private,SSS,SSS1,SSS1,14,0,1,1,16.15,0,0.0,14.0,14.0,0,1,1,1,3,1
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Government Secondary School, Diobu",Female,Disabled,Public,JSS,JSS1,JSS1,27,0,1,1,15.65,0,0.0,27.0,27.0,0,1,1,1,3,1
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Government Secondary School, Diobu",Female,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,69,1,2,1,15.15,0,69.0,34.5,69.0,0,1,1,2,5,2
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Government Secondary School, Diobu",Female,Disabled,Public,SSS,SSS1,SSS1,22,0,1,1,16.15,0,0.0,22.0,22.0,0,1,1,1,3,1
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Government Secondary School, Diobu",Male,ALL,Private,JSS,JSS1,JSS1,108,0,3,2,31.3,0,0.0,36.0,54.0,1,1,0,1,3,1
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Government Secondary School, Diobu",Male,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,264,0,8,6,30.3,0,0.0,33.0,44.0,3,1,1,2,5,2
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Government Secondary School, Diobu",Male,ALL,Private,SSS,SSS1,SSS1,183,0,4,1,32.3,0,0.0,45.75,183.0,1,2,1,2,5,2
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Government Secondary School, Diobu",Male,ALL,Public,JSS,JSS1,JSS1,363,1,9,5,31.3,0,363.0,40.3333,72.6,2,3,1,3,10,4
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Government Secondary School, Diobu",Male,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,922,2,20,4,30.3,0,461.0,46.1,230.5,10,4,2,6,19,7
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Government Secondary School, Diobu",Male,ALL,Public,SSS,SSS1,SSS1,242,1,5,2,32.3,0,242.0,48.4,121.0,1,2,1,2,6,2
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Government Secondary School, Diobu",Male,Disabled,Private,JSS,JSS1,JSS1,9,0,1,1,15.65,0,0.0,9.0,9.0,0,0,1,1,2,1
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Government Secondary School, Diobu",Male,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,21,0,1,1,15.15,0,0.0,21.0,21.0,0,0,0,1,2,1
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Government Secondary School, Diobu",Male,Disabled,Private,SSS,SSS1,SSS1,16,0,1,1,16.15,0,0.0,16.0,16.0,0,1,1,1,2,1
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Government Secondary School, Diobu",Male,Disabled,Public,JSS,JSS1,JSS1,27,0,1,1,15.65,0,0.0,27.0,27.0,0,1,1,1,3,1
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Government Secondary School, Diobu",Male,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,69,1,2,1,15.15,0,69.0,34.5,69.0,0,1,1,2,6,2
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Government Secondary School, Diobu",Male,Disabled,Public,SSS,SSS1,SSS1,23,0,1,1,16.15,0,0.0,23.0,23.0,0,1,1,1,2,1
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Unity College, Port Harcourt",Female,ALL,Private,JSS,JSS1,JSS1,112,0,2,1,31.3,0,0.0,56.0,112.0,1,1,0,1,3,1
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Unity College, Port Harcourt",Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,278,0,7,3,30.3,0,0.0,39.7143,92.6667,3,1,1,2,5,2
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Unity College, Port Harcourt",Female,ALL,Private,SSS,SSS1,SSS1,165,0,5,1,32.3,0,0.0,33.0,165.0,1,2,1,2,5,2
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Unity College, Port Harcourt",Female,ALL,Public,JSS,JSS1,JSS1,353,1,6,2,31.3,0,353.0,58.8333,176.5,2,3,1,3,10,4
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Unity College, Port Harcourt",Female,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,928,2,21,24,30.3,0,464.0,44.1905,38.6667,10,4,2,6,19,7
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Unity College, Port Harcourt",Female,ALL,Public,SSS,SSS1,SSS1,236,1,6,2,32.3,0,236.0,39.3333,118.0,1,2,1,2,6,2
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Unity College, Port Harcourt",Female,Disabled,Private,JSS,JSS1,JSS1,8,0,1,1,15.65,0,0.0,8.0,8.0,0,0,1,1,2,1
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Unity College, Port Harcourt",Female,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,23,0,1,1,15.15,0,0.0,23.0,23.0,0,0,0,1,2,1
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Unity College, Port Harcourt",Female,Disabled,Private,SSS,SSS1,SSS1,14,0,1,1,16.15,0,0.0,14.0,14.0,0,1,1,1,3,1
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Unity College, Port Harcourt",Female,Disabled,Public,JSS,JSS1,JSS1,27,0,1,1,15.65,0,0.0,27.0,27.0,0,1,1,1,3,1
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Unity College, Port Harcourt",Female,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,69,1,2,2,15.15,0,69.0,34.5,34.5,0,1,1,2,5,2
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Unity College, Port Harcourt",Female,Disabled,Public,SSS,SSS1,SSS1,22,0,1,1,16.15,0,0.0,22.0,22.0,0,1,1,1,3,1
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Unity College, Port Harcourt",Male,ALL,Private,JSS,JSS1,JSS1,108,0,2,1,31.3,0,0.0,54.0,108.0,1,1,0,1,3,1
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Unity College, Port Harcourt",Male,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,264,0,7,3,30.3,0,0.0,37.7143,88.0,3,1,1,2,5,2
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Unity College, Port Harcourt",Male,ALL,Private,SSS,SSS1,SSS1,183,0,5,1,32.3,0,0.0,36.6,183.0,1,2,1,2,5,2
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Unity College, Port Harcourt",Male,ALL,Public,JSS,JSS1,JSS1,363,1,7,2,31.3,0,363.0,51.8571,181.5,2,3,1,3,10,4
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Unity College, Port Harcourt",Male,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,922,2,21,24,30.3,0,461.0,43.9048,38.4167,10,4,2,6,19,7
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Unity College, Port Harcourt",Male,ALL,Public,SSS,SSS1,SSS1,242,1,6,2,32.3,0,242.0,40.3333,121.0,1,2,1,2,6,2
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Unity College, Port Harcourt",Male,Disabled,Private,JSS,JSS1,JSS1,9,0,1,1,15.65,0,0.0,9.0,9.0,0,0,1,1,2,1
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Unity College, Port Harcourt",Male,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,21,0,1,1,15.15,0,0.0,21.0,21.0,0,0,0,1,2,1
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Unity College, Port Harcourt",Male,Disabled,Private,SSS,SSS1,SSS1,16,0,1,1,16.15,0,0.0,16.0,16.0,0,1,1,1,2,1
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Unity College, Port Harcourt",Male,Disabled,Public,JSS,JSS1,JSS1,27,0,1,1,15.65,0,0.0,27.0,27.0,0,1,1,1,3,1
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Unity College, Port Harcourt",Male,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,69,1,2,2,15.15,0,69.0,34.5,34.5,0,1,1,2,6,2
2023/2024,South South,Rivers,Port-Harcourt,Diobu,"Unity College, Port Harcourt",Male,Disabled,Public,SSS,SSS1,SSS1,23,0,1,1,16.15,0,0.0,23.0,23.0,0,1,1,1,2,1
2023/2024,South South,Rivers,Port-Harcourt,Elekahia,"Community Secondary School, Elekahia",Female,ALL,Private,JSS,JSS1,JSS1,87,0,3,1,31.3,0,0.0,29.0,87.0,1,1,0,1,2,1
2023/2024,South South,Rivers,Port-Harcourt,Elekahia,"Community Secondary School, Elekahia",Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,168,0,4,2,30.3,0,0.0,42.0,84.0,2,1,0,1,3,1
2023/2024,South South,Rivers,Port-Harcourt,Elekahia,"Community Secondary School, Elekahia",Female,ALL,Private,SSS,SSS1,SSS1,111,0,2,2,32.3,0,0.0,55.5,55.5,1,1,0,1,3,1
2023/2024,South South,Rivers,Port-Harcourt,Elekahia,"Community Secondary School, Elekahia",Female,ALL,Public,JSS,JSS1,JSS1,353,1,5,3,31.3,0,353.0,70.6,117.6667,2,2,1,3,8,3
2023/2024,South South,Rivers,Port-Harcourt,Elekahia,"Community Secondary School, Elekahia",Female,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,900,2,15,4,30.3,0,450.0,60.0,225.0,9,4,2,7,20,8
2023/2024,South South,Rivers,Port-Harcourt,Elekahia,"Community Secondary School, Elekahia",Female,ALL,Public,SSS,SSS1,SSS1,278,1,7,1,32.3,0,278.0,39.7143,278.0,1,2,1,2,8,3
2023/2024,South South,Rivers,Port-Harcourt,Elekahia,"Community Secondary School, Elekahia",Female,Disabled,Private,JSS,JSS1,JSS1,7,0,1,1,15.65,0,0.0,7.0,7.0,0,0,1,0,1,0
2023/2024,South South,Rivers,Port-Harcourt,Elekahia,"Community Secondary School, Elekahia",Female,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,12,0,1,1,15.15,0,0.0,12.0,12.0,0,0,0,0,1,0
2023/2024,South South,Rivers,Port-Harcourt,Elekahia,"Community Secondary School, Elekahia",Female,Disabled,Private,SSS,SSS1,SSS1,7,0,1,1,16.15,0,0.0,7.0,7.0,0,1,1,1,2,1
2023/2024,South South,Rivers,Port-Harcourt,Elekahia,"Community Secondary School, Elekahia",Female,Disabled,Public,JSS,JSS1,JSS1,29,0,1,1,15.65,0,0.0,29.0,29.0,0,1,1,1,3,1
2023/2024,South South,Rivers,Port-Harcourt,Elekahia,"Community Secondary School, Elekahia",Female,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,78,1,1,1,15.15,0,78.0,78.0,78.0,0,1,1,2,6,2
2023/2024,South South,Rivers,Port-Harcourt,Elekahia,"Community Secondary School, Elekahia",Female,Disabled,Public,SSS,SSS1,SSS1,21,0,1,1,16.15,0,0.0,21.0,21.0,0,1,1,1,3,1
2023/2024,South South,Rivers,Port-Harcourt,Elekahia,"Community Secondary School, Elekahia",Male,ALL,Private,JSS,JSS1,JSS1,85,0,3,1,31.3,0,0.0,28.3333,85.0,0,1,0,1,2,1
2023/2024,South South,Rivers,Port-Harcourt,Elekahia,"Community Secondary School, Elekahia",Male,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,183,0,5,2,30.3,0,0.0,36.6,91.5,2,1,0,1,3,1
2023/2024,South South,Rivers,Port-Harcourt,Elekahia,"Community Secondary School, Elekahia",Male,ALL,Private,SSS,SSS1,SSS1,115,0,2,2,32.3,0,0.0,57.5,57.5,1,1,0,1,3,1
2023/2024,South South,Rivers,Port-Harcourt,Elekahia,"Community Secondary School, Elekahia",Male,ALL,Public,JSS,JSS1,JSS1,344,1,5,3,31.3,0,344.0,68.8,114.6667,2,2,1,3,8,3
2023/2024,South South,Rivers,Port-Harcourt,Elekahia,"Community Secondary School, Elekahia",Male,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,967,2,16,5,30.3,0,483.5,60.4375,193.4,10,4,2,7,20,8
2023/2024,South South,Rivers,Port-Harcourt,Elekahia,"Community Secondary School, Elekahia",Male,ALL,Public,SSS,SSS1,SSS1,262,1,6,1,32.3,0,262.0,43.6667,262.0,1,2,1,2,8,3
2023/2024,South South,Rivers,Port-Harcourt,Elekahia,"Community Secondary School, Elekahia",Male,Disabled,Private,JSS,JSS1,JSS1,6,0,1,1,15.65,0,0.0,6.0,6.0,0,0,1,0,1,0
2023/2024,South South,Rivers,Port-Harcourt,Elekahia,"Community Secondary School, Elekahia",Male,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,15,0,1,1,15.15,0,0.0,15.0,15.0,0,0,0,0,1,0
2023/2024,South South,Rivers,Port-Harcourt,Elekahia,"Community Secondary School, Elekahia",Male,Disabled,Private,SSS,SSS1,SSS1,10,0,1,1,16.15,0,0.0,10.0,10.0,0,1,1,1,2,1
2023/2024,South South,Rivers,Port-Harcourt,Elekahia,"Community Secondary School, Elekahia",Male,Disabled,Public,JSS,JSS1,JSS1,28,0,1,1,15.65,0,0.0,28.0,28.0,0,1,1,1,3,1
2023/2024,South South,Rivers,Port-Harcourt,Elekahia,"Community Secondary School, Elekahia",Male,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,83,1,1,1,15.15,0,83.0,83.0,83.0,0,1,1,2,6,2
2023/2024,South South,Rivers,Port-Harcourt,Elekahia,"Community Secondary School, Elekahia",Male,Disabled,Public,SSS,SSS1,SSS1,19,0,1,1,16.15,0,0.0,19.0,19.0,0,1,1,1,3,1
2023/2024,South South,Rivers,Port-Harcourt,Elekahia,"Comprehensive High School, Elekahia",Female,ALL,Private,JSS,JSS1,JSS1,87,0,2,1,31.3,0,0.0,43.5,87.0,1,1,0,1,2,1
2023/2024,South South,Rivers,Port-Harcourt,Elekahia,"Comprehensive High School, Elekahia",Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,168,0,4,4,30.3,0,0.0,42.0,42.0,2,1,0,1,3,1
2023/2024,South South,Rivers,Port-Harcourt,Elekahia,"Comprehensive High School, Elekahia",Female,ALL,Private,SSS,SSS1,SSS1,111,0,4,1,32.3,0,0.0,27.75,111.0,1,1,0,1,3,1
2023/2024,South South,Rivers,Port-Harcourt,Elekahia,"Comprehensive High School, Elekahia",Female,ALL,Public,JSS,JSS1,JSS1,353,1,7,3,31.3,0,353.0,50.4286,117.6667,2,2,1,3,8,3
2023/2024,South South,Rivers,Port-Harcourt,Elekahia,"Comprehensive High School, Elekahia",Female,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,900,2,17,6,30.3,0,450.0,52.9412,150.0,9,4,2,7,20,8
2023/2024,South South,Rivers,Port-Harcourt,Elekahia,"Comprehensive High School, Elekahia",Female,ALL,Public,SSS,SSS1,SSS1,278,1,7,3,32.3,0,278.0,39.7143,92.6667,1,2,1,2,8,3
2023/2024,South South,Rivers,Port-Harcourt,Elekahia,"Comprehensive High School, Elekahia",Female,Disabled,Private,JSS,JSS1,JSS1,7,0,1,1,15.65,0,0.0,7.0,7.0,0,0,1,0,1,0
2023/2024,South South,Rivers,Port-Harcourt,Elekahia,"Comprehensive High School, Elekahia",Female,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,12,0,1,1,15.15,0,0.0,12.0,12.0,0,0,0,0,1,0
2023/2024,South South,Rivers,Port-Harcourt,Elekahia,"Comprehensive High School, Elekahia",Female,Disabled,Private,SSS,SSS1,SSS1,7,0,1,1,16.15,0,0.0,7.0,7.0,0,1,1,1,2,1
2023/2024,South South,Rivers,Port-Harcourt,Elekahia,"Comprehensive High School, Elekahia",Female,Disabled,Public,JSS,JSS1,JSS1,29,0,1,1,15.65,0,0.0,29.0,29.0,0,1,1,1,3,1
2023/2024,South South,Rivers,Port-Harcourt,Elekahia,"Comprehensive High School, Elekahia",Female,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,78,1,2,1,15.15,0,78.0,39.0,78.0,0,1,1,2,6,2
2023/2024,South South,Rivers,Port-Harcourt,Elekahia,"Comprehensive High School, Elekahia",Female,Disabled,Public,SSS,SSS1,SSS1,21,0,1,1,16.15,0,0.0,21.0,21.0,0,1,1,1,3,1
2023/2024,South South,Rivers,Port-Harcourt,Elekahia,"Comprehensive High School, Elekahia",Male,ALL,Private,JSS,JSS1,JSS1,85,0,2,1,31.3,0,0.0,42.5,85.0,0,1,0,1,2,1
2023/2024,South South,Rivers,Port-Harcourt,Elekahia,"Comprehensive High School, Elekahia",Male,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,183,0,4,4,30.3,0,0.0,45.75,45.75,2,1,0,1,3,1
2023/2024,South South,Rivers,Port-Harcourt,Elekahia,"Comprehensive High School, Elekahia",Male,ALL,Private,SSS,SSS1,SSS1,115,0,4,1,32.3,0,0.0,28.75,115.0,1,1,0,1,3,1
2023/2024,South South,Rivers,Port-Harcourt,Elekahia,"Comprehensive High School, Elekahia",Male,ALL,Public,JSS,JSS1,JSS1,344,1,7,3,31.3,0,344.0,49.1429,114.6667,2,2,1,3,8,3
2023/2024,South South,Rivers,Port-Harcourt,Elekahia,"Comprehensive High School, Elekahia",Male,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,967,2,19,7,30.3,0,483.5,50.8947,138.1429,10,4,2,7,20,8
2023/2024,South South,Rivers,Port-Harcourt,Elekahia,"Comprehensive High School, Elekahia",Male,ALL,Public,SSS,SSS1,SSS1,262,1,6,3,32.3,0,262.0,43.6667,87.3333,1,2,1,2,8,3
2023/2024,South South,Rivers,Port-Harcourt,Elekahia,"Comprehensive High School, Elekahia",Male,Disabled,Private,JSS,JSS1,JSS1,6,0,1,1,15.65,0,0.0,6.0,6.0,0,0,1,0,1,0
2023/2024,South South,Rivers,Port-Harcourt,Elekahia,"Comprehensive High School, Elekahia",Male,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,15,0,1,1,15.15,0,0.0,15.0,15.0,0,0,0,0,1,0
2023/2024,South South,Rivers,Port-Harcourt,Elekahia,"Comprehensive High School, Elekahia",Male,Disabled,Private,SSS,SSS1,SSS1,10,0,1,1,16.15,0,0.0,10.0,10.0,0,1,1,1,2,1
2023/2024,South South,Rivers,Port-Harcourt,Elekahia,"Comprehensive High School, Elekahia",Male,Disabled,Public,JSS,JSS1,JSS1,28,0,1,1,15.65,0,0.0,28.0,28.0,0,1,1,1,3,1
2023/2024,South South,Rivers,Port-Harcourt,Elekahia,"Comprehensive High School, Elekahia",Male,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,83,1,2,1,15.15,0,83.0,41.5,83.0,0,1,1,2,6,2
2023/2024,South South,Rivers,Port-Harcourt,Elekahia,"Comprehensive High School, Elekahia",Male,Disabled,Public,SSS,SSS1,SSS1,19,0,1,1,16.15,0,0.0,19.0,19.0,0,1,1,1,3,1
2023/2024,South South,Rivers,Port-Harcourt,Elekahia,"Government Secondary School, Elekahia",Female,ALL,Private,JSS,JSS1,JSS1,87,0,2,1,31.3,0,0.0,43.5,87.0,1,1,0,1,2,1
2023/2024,South South,Rivers,Port-Harcourt,Elekahia,"Government Secondary School, Elekahia",Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,168,0,5,1,30.3,0,0.0,33.6,168.0,2,1,0,1,3,1
2023/2024,South South,Rivers,Port-Harcourt,Elekahia,"Government Secondary School, Elekahia",Female,ALL,Private,SSS,SSS1,SSS1,111,0,2,1,32.3,0,0.0,55.5,111.0,1,1,0,1,3,1
2023/2024,South South,Rivers,Port-Harcourt,Elekahia,"Government Secondary School, Elekahia",Female,ALL,Public,JSS,JSS1,JSS1,353,1,7,2,31.3,0,353.0,50.4286,176.5,2,2,1,3,8,3
2023/2024,South South,Rivers,Port-Harcourt,Elekahia,"Government Secondary School, Elekahia",Female,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,900,2,19,13,30.3,0,450.0,47.3684,69.2308,9,4,2,7,20,8
2023/2024,South South,Rivers,Port-Harcourt,Elekahia,"Government Secondary School, Elekahia",Female,ALL,Public,SSS,SSS1,SSS1,278,1,6,3,32.3,0,278.0,46.3333,92.6667,1,2,1,2,8,3
2023/2024,South South,Rivers,Port-Harcourt,Elekahia,"Government Secondary School, Elekahia",Female,Disabled,Private,JSS,JSS1,JSS1,7,0,1,1,15.65,0,0.0,7.0,7.0,0,0,1,0,1,0
2023/2024,South South,Rivers,Port-Harcourt,Elekahia,"Government Secondary School, Elekahia",Female,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,12,0,1,1,15.15,0,0.0,12.0,12.0,0,0,0,0,1,0
2023/2024,South South,Rivers,Port-Harcourt,Elekahia,"Government Secondary School, Elekahia",Female,Disabled,Private,SSS,SSS1,SSS1,7,0,1,1,16.15,0,0.0,7.0,7.0,0,1,1,1,2,1
2023/2024,South South,Rivers,Port-Harcourt,Elekahia,"Government Secondary School, Elekahia",Female,Disabled,Public,JSS,JSS1,JSS1,29,0,1,1,15.65,0,0.0,29.0,29.0,0,1,1,1,3,1
2023/2024,South South,Rivers,Port-Harcourt,Elekahia,"Government Secondary School, Elekahia",Female,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,78,1,2,1,15.15,0,78.0,39.0,78.0,0,1,1,2,6,2
2023/2024,South South,Rivers,Port-Harcourt,Elekahia,"Government Secondary School, Elekahia",Female,Disabled,Public,SSS,SSS1,SSS1,21,0,1,1,16.15,0,0.0,21.0,21.0,0,1,1,1,3,1
2023/2024,South South,Rivers,Port-Harcourt,Elekahia,"Government Secondary School, Elekahia",Male,ALL,Private,JSS,JSS1,JSS1,85,0,2,1,31.3,0,0.0,42.5,85.0,0,1,0,1,2,1
2023/2024,South South,Rivers,Port-Harcourt,Elekahia,"Government Secondary School, Elekahia",Male,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,183,0,5,1,30.3,0,0.0,36.6,183.0,2,1,0,1,3,1
2023/2024,South South,Rivers,Port-Harcourt,Elekahia,"Government Secondary School, Elekahia",Male,ALL,Private,SSS,SSS1,SSS1,115,0,2,1,32.3,0,0.0,57.5,115.0,1,1,0,1,3,1
2023/2024,South South,Rivers,Port-Harcourt,Elekahia,"Government Secondary School, Elekahia",Male,ALL,Public,JSS,JSS1,JSS1,344,1,7,2,31.3,0,344.0,49.1429,172.0,2,2,1,3,8,3
2023/2024,South South,Rivers,Port-Harcourt,Elekahia,"Government Secondary School, Elekahia",Male,ALL,Public,Pre-Primary/Primary,Primary 1,Primary 1,967,2,21,14,30.3,0,483.5,46.0476,69.0714,10,4,2,7,20,8
2023/2024,South South,Rivers,Port-Harcourt,Elekahia,"Government Secondary School, Elekahia",Male,ALL,Public,SSS,SSS1,SSS1,262,1,6,3,32.3,0,262.0,43.6667,87.3333,1,2,1,2,8,3
2023/2024,South South,Rivers,Port-Harcourt,Elekahia,"Government Secondary School, Elekahia",Male,Disabled,Private,JSS,JSS1,JSS1,6,0,1,1,15.65,0,0.0,6.0,6.0,0,0,1,0,1,0
2023/2024,South South,Rivers,Port-Harcourt,Elekahia,"Government Secondary School, Elekahia",Male,Disabled,Private,Pre-Primary/Primary,Primary 1,Primary 1,15,0,1,1,15.15,0,0.0,15.0,15.0,0,0,0,0,1,0
2023/2024,South South,Rivers,Port-Harcourt,Elekahia,"Government Secondary School, Elekahia",Male,Disabled,Private,SSS,SSS1,SSS1,10,0,1,1,16.15,0,0.0,10.0,10.0,0,1,1,1,2,1
2023/2024,South South,Rivers,Port-Harcourt,Elekahia,"Government Secondary School, Elekahia",Male,Disabled,Public,JSS,JSS1,JSS1,28,0,1,1,15.65,0,0.0,28.0,28.0,0,1,1,1,3,1
2023/2024,South South,Rivers,Port-Harcourt,Elekahia,"Government Secondary School, Elekahia",Male,Disabled,Public,Pre-Primary/Primary,Primary 1,Primary 1,83,1,2,1,15.15,0,83.0,41.5,83.0,0,1,1,2,6,2
2023/2024,South South,Rivers,Port-Harcourt,Elekahia,"Government Secondary School, Elekahia",Male,Disabled,Public,SSS,SSS1,SSS1,19,0,1,1,16.15,0,0.0,19.0,19.0,0,1,1,1,3,1
2023/2024,South South,Rivers,Port-Harcourt,Elekahia,"Unity College, Port Harcourt",Female,ALL,Private,JSS,JSS1,JSS1,87,0,2,2,31.3,0,0.0,43.5,43.5,1,1,0,1,2,1
2023/2024,South South,Rivers,Port-Harcourt,Elekahia,"Unity College, Port Harcourt",Female,ALL,Private,Pre-Primary/Primary,Primary 1,Primary 1,168,0,4,1,30.3,0,0.0,42.0,168.0,2,1,0,1,3,1
