session,zone,state,lga,institution_type,tertiary_institution,gender,disability_scope,programme_cluster,discipline_group,programme,admitted_count,matriculated_count
2024/2025,North West,Katsina,Katsina,University,Other University Admissions - Katsina 1,Female,disabled,Non-STEMM,Social Sciences,Entrepreneurship,531,487
2024/2025,North West,Katsina,Katsina,University,Other University Admissions - Katsina 1,Female,disabled,STEMM,Medicine / Health Sciences,Radiography,24,22
2024/2025,North West,Katsina,Daura,Polytechnic,Other Polytechnic Admissions - Katsina 1,Male,disabled,STEMM,Environmental Sciences,Architecture,356,330
2024/2025,North West,Katsina,Daura,Polytechnic,Other Polytechnic Admissions - Katsina 1,Male,disabled,STEMM,Environmental Sciences,Quantity Surveying,66,60
2024/2025,North West,Katsina,Funtua,College of Education,Other College of Education Admissions - Katsina 1,Male,disabled,Non-STEMM,Education,Primary Education Studies,338,311
2024/2025,North West,Katsina,Funtua,College of Education,Other College of Education Admissions - Katsina 1,Male,disabled,STEMM,Medicine / Health Sciences,Anatomy,98,90
2024/2025,North West,Katsina,Katsina,Monotechnic,Other Monotechnic Admissions 1,Male,disabled,STEMM,Environmental Sciences,Urban and Regional Planning,14,11
2024/2025,North West,Katsina,Katsina,Monotechnic,Other Monotechnic Admissions 2,Male,disabled,STEMM,Environmental Sciences,Urban and Regional Planning,10,11
2024/2025,North West,Katsina,Katsina,University,Other University Admissions - Katsina 1,Male,disabled,Non-STEMM,Social Sciences,Entrepreneurship,439,404
2024/2025,North West,Katsina,Katsina,University,Other University Admissions - Katsina 1,Male,disabled,STEMM,Medicine / Health Sciences,Radiography,14,11
2024/2025,North West,Kebbi,Argungu,Polytechnic,Other Polytechnic Admissions - Kebbi 1,Female,disabled,STEMM,Environmental Sciences,Estate Management,2,2
2024/2025,North West,Kebbi,Argungu,Polytechnic,Other Polytechnic Admissions - Kebbi 1,Female,disabled,STEMM,Medicine / Health Sciences,Radiography,60,55
2024/2025,North West,Kebbi,Birnin Kebbi,Monotechnic,Other Monotechnic Admissions 1,Female,disabled,STEMM,Environmental Sciences,Estate Management,4,5
2024/2025,North West,Kebbi,Birnin Kebbi,Monotechnic,Other Monotechnic Admissions 2,Female,disabled,STEMM,Environmental Sciences,Estate Management,2,2
2024/2025,North West,Kebbi,Birnin Kebbi,University,Other University Admissions - Kebbi 1,Female,disabled,STEMM,Mathematics / Statistics,Mathematics,43,40
2024/2025,North West,Kebbi,Birnin Kebbi,University,Other University Admissions - Kebbi 1,Female,disabled,STEMM,Medicine / Health Sciences,Medicine and Surgery,431,397
2024/2025,North West,Kebbi,Yauri,College of Education,Other College of Education Admissions - Kebbi 1,Female,disabled,STEMM,Environmental Sciences,Estate Management,15,13
2024/2025,North West,Kebbi,Argungu,Polytechnic,Other Polytechnic Admissions - Kebbi 1,Male,disabled,STEMM,Environmental Sciences,Estate Management,7,8
2024/2025,North West,Kebbi,Argungu,Polytechnic,Other Polytechnic Admissions - Kebbi 1,Male,disabled,STEMM,Medicine / Health Sciences,Radiography,77,70
2024/2025,North West,Kebbi,Birnin Kebbi,Monotechnic,Other Monotechnic Admissions 1,Male,disabled,STEMM,Environmental Sciences,Estate Management,7,8
2024/2025,North West,Kebbi,Birnin Kebbi,Monotechnic,Other Monotechnic Admissions 2,Male,disabled,STEMM,Environmental Sciences,Estate Management,7,8
2024/2025,North West,Kebbi,Birnin Kebbi,University,Other University Admissions - Kebbi 1,Male,disabled,STEMM,Mathematics / Statistics,Mathematics,98,89
2024/2025,North West,Kebbi,Birnin Kebbi,University,Other University Admissions - Kebbi 1,Male,disabled,STEMM,Medicine / Health Sciences,Medicine and Surgery,546,499
2024/2025,North West,Kebbi,Yauri,College of Education,Other College of Education Admissions - Kebbi 1,Male,disabled,STEMM,Environmental Sciences,Estate Management,33,31
2024/2025,North Central,Kogi,Ankpa,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Female,disabled,Non-STEMM,ART,Theology,1,0
2024/2025,North Central,Kogi,Ankpa,School of Health,Other School of Health Admissions,Female,disabled,Non-STEMM,ART,Theology,0,0
2024/2025,North Central,Kogi,Kabba/Bunu,College of Education,Other College of Education Admissions - Kogi 1,Female,disabled,Non-STEMM,ART,Philosophy,13,12
2024/2025,North Central,Kogi,Kabba/Bunu,Seminary/Theological College,Other Seminary/Theological College Admissions,Female,disabled,Non-STEMM,ART,Theology,0,0
2024/2025,North Central,Kogi,Lokoja,University,Other University Admissions - Kogi 1,Female,disabled,STEMM,Agriculture,Agricultural Science,2,2
2024/2025,North Central,Kogi,Lokoja,University,Other University Admissions - Kogi 1,Female,disabled,STEMM,Engineering,Computer Engineering,16,14
2024/2025,North Central,Kogi,Lokoja,University,Other University Admissions - Kogi 1,Female,disabled,STEMM,Health Sciences,Science Laboratory Technology,21,20
2024/2025,North Central,Kogi,Lokoja,University,Other University Admissions - Kogi 2,Female,disabled,STEMM,Agriculture,Agricultural Science,2,2
2024/2025,North Central,Kogi,Lokoja,University,Other University Admissions - Kogi 2,Female,disabled,STEMM,Engineering,Computer Engineering,16,14
2024/2025,North Central,Kogi,Lokoja,University,Other University Admissions - Kogi 2,Female,disabled,STEMM,Health Sciences,Science Laboratory Technology,22,20
2024/2025,North Central,Kogi,Lokoja,University,Other University Admissions - Kogi 3,Female,disabled,STEMM,Agriculture,Agricultural Science,2,2
2024/2025,North Central,Kogi,Lokoja,University,Other University Admissions - Kogi 3,Female,disabled,STEMM,Engineering,Computer Engineering,16,14
2024/2025,North Central,Kogi,Lokoja,University,Other University Admissions - Kogi 3,Female,disabled,STEMM,Health Sciences,Science Laboratory Technology,21,20
2024/2025,North Central,Kogi,Lokoja,University,Other University Admissions - Kogi 4,Female,disabled,STEMM,Agriculture,Agricultural Science,2,2
2024/2025,North Central,Kogi,Lokoja,University,Other University Admissions - Kogi 4,Female,disabled,STEMM,Engineering,Computer Engineering,16,14
2024/2025,North Central,Kogi,Lokoja,University,Other University Admissions - Kogi 4,Female,disabled,STEMM,Health Sciences,Science Laboratory Technology,21,20
2024/2025,North Central,Kogi,Okene,Monotechnic,Other Monotechnic Admissions 1,Female,disabled,STEMM,Environmental Sciences,Estate Management,0,0
2024/2025,North Central,Kogi,Okene,Monotechnic,Other Monotechnic Admissions 1,Female,disabled,STEMM,Environmental Sciences,Quantity Surveying,1,1
2024/2025,North Central,Kogi,Okene,Monotechnic,Other Monotechnic Admissions 2,Female,disabled,STEMM,Environmental Sciences,Quantity Surveying,1,1
2024/2025,North Central,Kogi,Okene,Polytechnic,Other Polytechnic Admissions - Kogi 1,Female,disabled,Non-STEMM,ART,Religious Studies,14,13
2024/2025,North Central,Kogi,Okene,Polytechnic,Other Polytechnic Admissions - Kogi 1,Female,disabled,Non-STEMM,Social Sciences,Public Administration,26,23
2024/2025,North Central,Kogi,Okene,Polytechnic,Other Polytechnic Admissions - Kogi 1,Female,disabled,STEMM,Environmental Sciences,Urban and Regional Planning,2,2
2024/2025,North Central,Kogi,Ankpa,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Male,disabled,Non-STEMM,ART,Theology,1,0
2024/2025,North Central,Kogi,Ankpa,School of Health,Other School of Health Admissions,Male,disabled,Non-STEMM,ART,Theology,0,0
2024/2025,North Central,Kogi,Kabba/Bunu,College of Education,Other College of Education Admissions - Kogi 1,Male,disabled,Non-STEMM,ART,Philosophy,12,11
2024/2025,North Central,Kogi,Lokoja,University,Other University Admissions - Kogi 1,Male,disabled,STEMM,Agriculture,Agricultural Science,3,3
2024/2025,North Central,Kogi,Lokoja,University,Other University Admissions - Kogi 1,Male,disabled,STEMM,Engineering,Computer Engineering,23,21
2024/2025,North Central,Kogi,Lokoja,University,Other University Admissions - Kogi 1,Male,disabled,STEMM,Health Sciences,Science Laboratory Technology,16,15
2024/2025,North Central,Kogi,Lokoja,University,Other University Admissions - Kogi 2,Male,disabled,STEMM,Agriculture,Agricultural Science,3,3
2024/2025,North Central,Kogi,Lokoja,University,Other University Admissions - Kogi 2,Male,disabled,STEMM,Engineering,Computer Engineering,22,21
2024/2025,North Central,Kogi,Lokoja,University,Other University Admissions - Kogi 2,Male,disabled,STEMM,Health Sciences,Science Laboratory Technology,16,15
2024/2025,North Central,Kogi,Lokoja,University,Other University Admissions - Kogi 3,Male,disabled,STEMM,Agriculture,Agricultural Science,3,2
2024/2025,North Central,Kogi,Lokoja,University,Other University Admissions - Kogi 3,Male,disabled,STEMM,Engineering,Computer Engineering,22,21
2024/2025,North Central,Kogi,Lokoja,University,Other University Admissions - Kogi 3,Male,disabled,STEMM,Health Sciences,Science Laboratory Technology,16,15
2024/2025,North Central,Kogi,Lokoja,University,Other University Admissions - Kogi 4,Male,disabled,STEMM,Agriculture,Agricultural Science,3,2
2024/2025,North Central,Kogi,Lokoja,University,Other University Admissions - Kogi 4,Male,disabled,STEMM,Engineering,Computer Engineering,22,21
2024/2025,North Central,Kogi,Lokoja,University,Other University Admissions - Kogi 4,Male,disabled,STEMM,Health Sciences,Science Laboratory Technology,16,15
2024/2025,North Central,Kogi,Okene,Monotechnic,Other Monotechnic Admissions 1,Male,disabled,STEMM,Environmental Sciences,Estate Management,0,0
2024/2025,North Central,Kogi,Okene,Monotechnic,Other Monotechnic Admissions 1,Male,disabled,STEMM,Environmental Sciences,Quantity Surveying,2,2
2024/2025,North Central,Kogi,Okene,Monotechnic,Other Monotechnic Admissions 2,Male,disabled,STEMM,Environmental Sciences,Quantity Surveying,2,2
2024/2025,North Central,Kogi,Okene,Polytechnic,Other Polytechnic Admissions - Kogi 1,Male,disabled,Non-STEMM,ART,Religious Studies,13,12
2024/2025,North Central,Kogi,Okene,Polytechnic,Other Polytechnic Admissions - Kogi 1,Male,disabled,Non-STEMM,Social Sciences,Public Administration,25,23
2024/2025,North Central,Kogi,Okene,Polytechnic,Other Polytechnic Admissions - Kogi 1,Male,disabled,STEMM,Environmental Sciences,Urban and Regional Planning,2,2
2024/2025,North Central,Kwara,Edu,Monotechnic,Other Monotechnic Admissions 1,Female,disabled,STEMM,Environmental Sciences,Quantity Surveying,3,2
2024/2025,North Central,Kwara,Edu,Monotechnic,Other Monotechnic Admissions 2,Female,disabled,STEMM,Environmental Sciences,Quantity Surveying,3,2
2024/2025,North Central,Kwara,Ekiti,School of Health,Other School of Health Admissions,Female,disabled,Non-STEMM,ART,Theology,0,1
2024/2025,North Central,Kwara,Ilorin East,University,Other University Admissions - Kwara 1,Female,disabled,STEMM,Agriculture,Agricultural Science,21,20
2024/2025,North Central,Kwara,Ilorin West,Polytechnic,Other Polytechnic Admissions - Kwara 1,Female,disabled,Non-STEMM,ART,Theology,0,1
2024/2025,North Central,Kwara,Ilorin West,Polytechnic,Other Polytechnic Admissions - Kwara 1,Female,disabled,Non-STEMM,Social Sciences,Library and Information Science,55,50
2024/2025,North Central,Kwara,Ilorin West,Polytechnic,Other Polytechnic Admissions - Kwara 1,Female,disabled,STEMM,Medicine / Health Sciences,Radiography,14,13
2024/2025,North Central,Kwara,Ilorin West,University,"Ahman Pategi University, Patigi, Kwara State",Female,disabled,STEMM,Medicine / Health Sciences,Anatomy,2,1
2024/2025,North Central,Kwara,Offa,College of Education,Other College of Education Admissions - Kwara 1,Female,disabled,Non-STEMM,ART,Theology,2,2
2024/2025,North Central,Kwara,Offa,College of Education,Other College of Education Admissions - Kwara 1,Female,disabled,Non-STEMM,Education,Economics Education,48,44
2024/2025,North Central,Kwara,Offa,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Female,disabled,Non-STEMM,ART,Theology,1,1
2024/2025,North Central,Kwara,Offa,University,"University of Ilorin, Ilorin, Kwara State",Female,disabled,Non-STEMM,ART,Linguistics,36,33
2024/2025,North Central,Kwara,Offa,University,"University of Ilorin, Ilorin, Kwara State",Female,disabled,Non-STEMM,ART,Philosophy,9,8
2024/2025,North Central,Kwara,Offa,University,"University of Ilorin, Ilorin, Kwara State",Female,disabled,Non-STEMM,Social Sciences,Business Administration,207,191
2024/2025,North Central,Kwara,Edu,Monotechnic,Other Monotechnic Admissions 1,Male,disabled,STEMM,Environmental Sciences,Quantity Surveying,4,4
2024/2025,North Central,Kwara,Edu,Monotechnic,Other Monotechnic Admissions 2,Male,disabled,STEMM,Environmental Sciences,Quantity Surveying,4,4
2024/2025,North Central,Kwara,Ekiti,School of Health,Other School of Health Admissions,Male,disabled,Non-STEMM,ART,Theology,1,1
2024/2025,North Central,Kwara,Ilorin East,University,Other University Admissions - Kwara 1,Male,disabled,STEMM,Agriculture,Agricultural Science,34,31
2024/2025,North Central,Kwara,Ilorin West,Polytechnic,Other Polytechnic Admissions - Kwara 1,Male,disabled,Non-STEMM,ART,Theology,1,1
2024/2025,North Central,Kwara,Ilorin West,Polytechnic,Other Polytechnic Admissions - Kwara 1,Male,disabled,Non-STEMM,Social Sciences,Library and Information Science,66,60
2024/2025,North Central,Kwara,Ilorin West,Polytechnic,Other Polytechnic Admissions - Kwara 1,Male,disabled,STEMM,Medicine / Health Sciences,Radiography,13,12
2024/2025,North Central,Kwara,Ilorin West,University,"Ahman Pategi University, Patigi, Kwara State",Male,disabled,STEMM,Medicine / Health Sciences,Anatomy,2,2
2024/2025,North Central,Kwara,Offa,College of Education,Other College of Education Admissions - Kwara 1,Male,disabled,Non-STEMM,ART,Theology,2,2
2024/2025,North Central,Kwara,Offa,College of Education,Other College of Education Admissions - Kwara 1,Male,disabled,Non-STEMM,Education,Economics Education,49,45
2024/2025,North Central,Kwara,Offa,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Male,disabled,Non-STEMM,ART,Theology,1,1
2024/2025,North Central,Kwara,Offa,University,"University of Ilorin, Ilorin, Kwara State",Male,disabled,Non-STEMM,ART,Linguistics,40,37
2024/2025,North Central,Kwara,Offa,University,"University of Ilorin, Ilorin, Kwara State",Male,disabled,Non-STEMM,ART,Philosophy,10,9
2024/2025,North Central,Kwara,Offa,University,"University of Ilorin, Ilorin, Kwara State",Male,disabled,Non-STEMM,Social Sciences,Business Administration,252,230
2024/2025,South West,Lagos,Alimosho,University,"Lagos State University, Ojo, Lagos State",Female,disabled,Non-STEMM,Social Sciences,Criminology and Security Studies,1030,947
2024/2025,South West,Lagos,Alimosho,University,"Lagos State University, Ojo, Lagos State",Female,disabled,STEMM,Medicine / Health Sciences,Physiology,13,11
2024/2025,South West,Lagos,Ikeja,Polytechnic,Other Polytechnic Admissions - Lagos 1,Female,disabled,STEMM,Mathematics / Statistics,Statistics,94,86
2024/2025,South West,Lagos,Ikeja,Polytechnic,Other Polytechnic Admissions - Lagos 1,Female,disabled,STEMM,Medicine / Health Sciences,Anatomy,36,34
2024/2025,South West,Lagos,Kosofe,Monotechnic,Other Monotechnic Admissions 1,Female,disabled,STEMM,Environmental Sciences,Urban and Regional Planning,10,8
2024/2025,South West,Lagos,Kosofe,Monotechnic,Other Monotechnic Admissions 2,Female,disabled,STEMM,Environmental Sciences,Urban and Regional Planning,10,8
2024/2025,South West,Lagos,Lagos Island,University,Other University Admissions - Lagos 1,Female,disabled,Non-STEMM,ART,Theatre Arts,208,192
2024/2025,South West,Lagos,Surulere,College of Education,Other College of Education Admissions - Lagos 1,Female,disabled,STEMM,Physical Sciences,Industrial Chemistry,101,95
2024/2025,South West,Lagos,Surulere,Innovation Ent. Institute,Other Innovation Ent. Institute Admissions,Female,disabled,Non-STEMM,ART,Theology,3,3
