session,zone,state,lga,institution_type,tertiary_institution,gender,disability_scope,programme_cluster,discipline_group,programme,loan_applications,loan_approved,loan_disbursed
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,all,STEMM,Engineering,Mechatronics Engineering,28,21,19
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,all,STEMM,Engineering,Petroleum Engineering,25,21,18
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,all,STEMM,Health Sciences,Pharmacy,18,15,13
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,all,STEMM,Mathematics / Statistics,Actuarial Science,27,22,19
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,all,STEMM,Mathematics / Statistics,Applied Mathematics,29,25,24
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,all,STEMM,Mathematics / Statistics,Mathematics,22,18,16
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,all,STEMM,Mathematics / Statistics,Operations Research,37,29,26
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,all,STEMM,Mathematics / Statistics,Statistics,17,14,14
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,all,STEMM,Medicine / Health Sciences,Anatomy,24,20,18
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,all,STEMM,Medicine / Health Sciences,Medical Laboratory Science,22,17,16
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,all,STEMM,Medicine / Health Sciences,Nursing Science,22,18,17
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,all,STEMM,Medicine / Health Sciences,Physiotherapy,24,20,17
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,all,STEMM,Medicine / Health Sciences,Public Health,23,18,17
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,all,STEMM,Science,Geology,25,21,19
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,all,STEMM,Science,Industrial Chemistry,24,20,19
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,all,STEMM,Science,Physics,17,14,13
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,all,STEMM,Science,Plant Science,27,21,19
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,all,STEMM,Technology / ICT,Cybersecurity,24,18,18
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,all,STEMM,Technology / ICT,Data Science,30,25,22
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,all,STEMM,Technology / ICT,Information Technology,24,20,20
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,disabled,Non-STEMM,Arts,English and Literary Studies,2,1,1
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,disabled,Non-STEMM,Arts,Law,2,2,2
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,disabled,Non-STEMM,Arts / Humanities,Fine and Applied Arts,2,1,1
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,disabled,Non-STEMM,Arts / Humanities,History and International Studies,2,1,1
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,disabled,Non-STEMM,Arts / Humanities,Philosophy,2,1,1
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,disabled,Non-STEMM,Arts / Humanities,Religious Studies,2,2,2
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,disabled,Non-STEMM,Arts / Humanities,Theatre Arts,2,1,1
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,disabled,Non-STEMM,Business / Administration / Law,Marketing,2,2,2
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,disabled,Non-STEMM,Communication / Media,Broadcasting,2,1,1
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,disabled,Non-STEMM,Communication / Media,Development Communication,2,2,1
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,disabled,Non-STEMM,Communication / Media,Public Relations,2,1,1
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,disabled,Non-STEMM,Education,Adult Education,2,1,1
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,disabled,Non-STEMM,Education,Curriculum Studies,2,1,1
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,disabled,Non-STEMM,Education,Educational Management,2,1,1
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,disabled,Non-STEMM,Education,Educational Technology,2,1,1
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,disabled,Non-STEMM,Education,Guidance and Counselling,2,1,1
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,disabled,Non-STEMM,Languages,Arabic Studies,2,1,1
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,disabled,Non-STEMM,Languages,English Language,2,1,1
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,disabled,Non-STEMM,Languages,Hausa,2,1,1
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,disabled,Non-STEMM,Languages,Igbo,2,1,1
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,disabled,Non-STEMM,Languages,Linguistics,2,1,1
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,disabled,Non-STEMM,Languages,Yoruba,2,1,1
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,disabled,Non-STEMM,Social Sciences,Banking and Finance,2,2,2
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,disabled,Non-STEMM,Social Sciences,Criminology,2,1,1
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,disabled,Non-STEMM,Social Sciences,Geography,2,1,1
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,disabled,Non-STEMM,Social Sciences,Mass Communication,2,1,1
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,disabled,Non-STEMM,Social Sciences,Political Science,2,1,1
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,disabled,Non-STEMM,Social Sciences,Psychology,2,1,1
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,disabled,Non-STEMM,Social Sciences,Public Administration,2,2,2
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,disabled,Non-STEMM,Social Sciences,Sociology,2,1,1
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,disabled,STEMM,Biological Sciences,Biochemistry,2,1,1
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,disabled,STEMM,Computing / ICT,Computer Science,2,1,1
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,disabled,STEMM,Engineering,Chemical Engineering,2,1,1
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,disabled,STEMM,Engineering,Civil Engineering,2,1,1
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,disabled,STEMM,Engineering,Electrical Engineering,2,2,1
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,disabled,STEMM,Engineering,Mechanical Engineering,2,2,1
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,disabled,STEMM,Engineering,Mechatronics Engineering,2,1,1
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,disabled,STEMM,Engineering,Petroleum Engineering,2,2,1
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,disabled,STEMM,Health Sciences,Pharmacy,2,1,1
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,disabled,STEMM,Mathematics / Statistics,Actuarial Science,2,2,1
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,disabled,STEMM,Mathematics / Statistics,Applied Mathematics,2,1,1
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,disabled,STEMM,Mathematics / Statistics,Mathematics,2,1,1
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,disabled,STEMM,Mathematics / Statistics,Operations Research,2,2,1
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,disabled,STEMM,Mathematics / Statistics,Statistics,1,1,1
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,disabled,STEMM,Medicine / Health Sciences,Anatomy,2,1,1
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,disabled,STEMM,Medicine / Health Sciences,Medical Laboratory Science,2,1,1
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,disabled,STEMM,Medicine / Health Sciences,Nursing Science,2,1,1
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,disabled,STEMM,Medicine / Health Sciences,Physiotherapy,2,2,1
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,disabled,STEMM,Medicine / Health Sciences,Public Health,2,1,1
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,disabled,STEMM,Science,Geology,2,2,1
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,disabled,STEMM,Science,Industrial Chemistry,2,1,1
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,disabled,STEMM,Science,Physics,2,1,1
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,disabled,STEMM,Science,Plant Science,2,1,1
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,disabled,STEMM,Technology / ICT,Cybersecurity,2,1,1
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,disabled,STEMM,Technology / ICT,Data Science,2,2,1
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Female,disabled,STEMM,Technology / ICT,Information Technology,2,1,1
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Male,all,Non-STEMM,Arts,English and Literary Studies,28,22,19
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Male,all,Non-STEMM,Arts,Law,33,27,26
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Male,all,Non-STEMM,Arts / Humanities,Fine and Applied Arts,30,25,24
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Male,all,Non-STEMM,Arts / Humanities,History and International Studies,25,20,20
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Male,all,Non-STEMM,Arts / Humanities,Philosophy,24,20,18
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Male,all,Non-STEMM,Arts / Humanities,Religious Studies,35,30,25
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Male,all,Non-STEMM,Arts / Humanities,Theatre Arts,29,25,23
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Male,all,Non-STEMM,Business / Administration / Law,Marketing,30,26,23
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Male,all,Non-STEMM,Communication / Media,Broadcasting,29,22,21
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Male,all,Non-STEMM,Communication / Media,Development Communication,35,30,27
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Male,all,Non-STEMM,Communication / Media,Public Relations,25,19,19
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Male,all,Non-STEMM,Education,Adult Education,26,21,20
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Male,all,Non-STEMM,Education,Curriculum Studies,27,20,20
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Male,all,Non-STEMM,Education,Educational Management,19,15,14
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Male,all,Non-STEMM,Education,Educational Technology,27,23,22
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Male,all,Non-STEMM,Education,Guidance and Counselling,25,19,18
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Male,all,Non-STEMM,Languages,Arabic Studies,19,16,15
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Male,all,Non-STEMM,Languages,English Language,15,13,11
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Male,all,Non-STEMM,Languages,Hausa,25,20,20
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Male,all,Non-STEMM,Languages,Igbo,23,18,17
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Male,all,Non-STEMM,Languages,Linguistics,23,19,17
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Male,all,Non-STEMM,Languages,Yoruba,25,19,17
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Male,all,Non-STEMM,Social Sciences,Banking and Finance,27,23,20
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Male,all,Non-STEMM,Social Sciences,Criminology,26,20,19
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Male,all,Non-STEMM,Social Sciences,Geography,27,23,22
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Male,all,Non-STEMM,Social Sciences,Mass Communication,18,14,13
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Male,all,Non-STEMM,Social Sciences,Political Science,22,17,15
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Male,all,Non-STEMM,Social Sciences,Psychology,27,21,19
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Male,all,Non-STEMM,Social Sciences,Public Administration,28,23,20
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Male,all,Non-STEMM,Social Sciences,Sociology,25,21,19
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Male,all,STEMM,Biological Sciences,Biochemistry,23,20,19
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Male,all,STEMM,Computing / ICT,Computer Science,20,18,17
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Male,all,STEMM,Engineering,Chemical Engineering,27,22,19
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Male,all,STEMM,Engineering,Civil Engineering,23,18,16
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Male,all,STEMM,Engineering,Electrical Engineering,28,23,20
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Male,all,STEMM,Engineering,Mechanical Engineering,25,21,19
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Male,all,STEMM,Engineering,Mechatronics Engineering,33,26,22
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Male,all,STEMM,Engineering,Petroleum Engineering,27,22,19
2024/2025,South East,Abia,Aba North,University,"Abia State University, Uturu",Male,all,STEMM,Health Sciences,Pharmacy,21,18,16
