zone,state,lga,ward,school
South East,Enugu,Enugu North,New Haven,SUNCHY BABY NURSERY SCHOOL LUMUMBA NEW HAVEN
South East,Enugu,Enugu North,New Haven,VON NURSERY AND PRIMARY SCHOOL LTD ENUGU
South East,Enugu,Enugu North,New Haven,VON SECONDARY SCHOOL NEW HEVEN ENUGU.
South East,Enugu,Enugu North,New Haven,Wisdom Primary School
South East,Enugu,Enugu North,Ogbette East,BELL FLOWER PRIMARY SCHOOL REDEMPTION QUENEUW EBEANO
South East,Enugu,Enugu North,Ogbette East,BRILLIANT SECONDARY SCHOOL JAMBOREE
South East,Enugu,Enugu North,Ogbette East,CHINWE DAY CARE AND NURSERY SCHOOL
South East,Enugu,Enugu North,Ogbette East,DIVINE HOLY CHILD ACADEMY CHUKUANI STREET COAL CAMP
South East,Enugu,Enugu North,Ogbette East,"GOVERMENT SECONDARY SCHOOL FOR THE DEAF,OGBETE ENUGU."
South East,Enugu,Enugu North,Ogbette East,HOPE ALIVE MODEL PRIMARY SCHOOL NNANKA NEW HEAVEN
South East,Enugu,Enugu North,Ogbette East,JESUS THE SOLID ROCK FOUNDATION SCHOOL.
South East,Enugu,Enugu North,Ogbette East,REDEMPTION PRIMARY SCHOOL
South East,Enugu,Enugu North,Ogbette East,SATELLITE HIGH SCONDARY SCHOOL UMANA OLOGO
South East,Enugu,Enugu North,Ogbette East,"WTC PRIMARY SCHOOL V, ENUGU"
South East,Enugu,Enugu North,Ogbette West,BEACON OF LIGHT FOUNDATION PRIMARY SCHOOL OGBUNIKE COAL CAMP
South East,Enugu,Enugu North,Ogbette West,CALVARY FOUNDATION VOCATION SECONDARY SCHOOL
South East,Enugu,Enugu North,Ogbette West,GAB SABINA PRIMARY SCHOOL
South East,Enugu,Enugu North,Ogbette West,HELIDA PRIMARY SCHOOL UNTH ROAD
South East,Enugu,Enugu North,Ogbette West,JILGS ACADEMY SCHOOL
South East,Enugu,Enugu North,Ogbette West,LORD IMMANUEL INTERNATIONAL SCHOOLS
South East,Enugu,Enugu North,Ogbette West,PROMISE LAND ACADEMY HILL TOP GNUGU NGWO
South East,Enugu,Enugu North,Ogbette West,ROYAL ORCHARD PRIMARY SCHOOL GOLF ESTATE
South East,Enugu,Enugu North,Ogbette West,SPRING OT LIFE SCHOOL
South East,Enugu,Enugu North,Ogui New Layout,ALMA ROSE INTERNATIONAL SCHOOL NURSERY AND PRIMARY SCHOOL ENUGU.
South East,Enugu,Enugu North,Ogui New Layout,BLOOMVILLE PRIMARY SCHOOL IGBOEZE INDEPENDANCE LAYOUT
South East,Enugu,Enugu North,Ogui New Layout,CASANINOS PRIMARY SCHOOL AKUTU CRESCENT INDEPENDANCE LAYOUT
South East,Enugu,Enugu North,Ogui New Layout,"CATHOLIC PRIMARY SCHOOL, OGUI"
South East,Enugu,Enugu North,Ogui New Layout,CITY COMPREHENSIVE SECONDARY SCHOOL OGUI ROAD
South East,Enugu,Enugu North,Ogui New Layout,CONFIDENCE PRIMARY SCHOOL NKPOKITI NEW LAYOUT OGUI
South East,Enugu,Enugu North,Ogui New Layout,DIVINE CARE DACARE AND NUSERY SCHOOL
South East,Enugu,Enugu North,Ogui New Layout,DIVINE NURSRY AND PRIMARY SCHOOL ST LUKS ANGLICAN CHURCH OGUI.
South East,Enugu,Enugu North,Ogui New Layout,GAB SELINA SECONDARY SCHOOL EZUKALA STREET IND. LAYOUT
South East,Enugu,Enugu North,Ogui New Layout,GARDEN ANGLES NUSERY AND PRIMARY SCHOOL ENUGU
South East,Enugu,Enugu North,Ogui New Layout,GODS FAVOUR PRIMARY SCHOOL UMUNEVO STREET OGUI NEW LAYOUT
South East,Enugu,Enugu North,Ogui New Layout,"GOOD HOPE STARS SECONDARY SCHOOL., ENUGU"
South East,Enugu,Enugu North,Ogui New Layout,GOOD SHEPHERD PRIMARY SCHOOL ACHI STREET IND. LAYOUT
South East,Enugu,Enugu North,Ogui New Layout,Good Shephered Anglican Seminary
South East,Enugu,Enugu North,Ogui New Layout,HADDIE DASHA INTERNATIONAL SCHOOL OPP. EFCC IND. LAYOUT
South East,Enugu,Enugu North,Ogui New Layout,HANDMAIDS MODEL NURSERY AND PRIMARY SCHOOL
South East,Enugu,Enugu North,Ogui New Layout,HILLRANGE SECONDARY SCHOOL CENTENARY CITY
South East,Enugu,Enugu North,Ogui New Layout,IMMACULATE HEART SECONDARY SCHOOL OGUI
South East,Enugu,Enugu North,Ogui New Layout,IMT MODEL PRIMARY SCHOOL IMT PREMISES IND.LAYOUT
South East,Enugu,Enugu North,Ogui New Layout,"Immaculate Heart School, Enugu"
South East,Enugu,Enugu North,Ogui New Layout,LADY IBIAM GIRLS SECONDARY SCHOOL INDPENDENCE LAYOUT ENUGU.
South East,Enugu,Enugu North,Ogui New Layout,LIBERTY WAY INTERNATIONAL SCHOOL ENUGU
South East,Enugu,Enugu North,Ogui New Layout,LIZZY PRIMARY SCHOOL UMUNEVO STREET OGUI
South East,Enugu,Enugu North,Ogui New Layout,MOORE HOUSE PRIMARY SCHOOL OGUI
South East,Enugu,Enugu North,Ogui New Layout,"NEW LAYOUT SECONDARY SCHOOL,ENUGU"
South East,Enugu,Enugu North,Ogui New Layout,"OGUI NIKE PRIMARY SCHOOL I, OGUI NIKE"
South East,Enugu,Enugu North,Ogui New Layout,"OGUI PRIMARY SCHOOL, OGUI"
South East,Enugu,Enugu North,Ogui New Layout,OLIVES GROOVE PRIMARY SCHOOL NJAMAZE OGUI
South East,Enugu,Enugu North,Ogui New Layout,PINE CREST SECONDARY SCHOOL INDEPENDANCE LAYOUT
South East,Enugu,Enugu North,Ogui New Layout,PURPLE KROWN COLLEGE ENUGU
South East,Enugu,Enugu North,Ogui New Layout,"QUEENS SCHOOL, ENUGU"
South East,Enugu,Enugu North,Ogui New Layout,RIDGE VIEW PRIMRY SCHOOL INDEPENDANCE LAYOUT
South East,Enugu,Enugu North,Ogui New Layout,ROCK LAND PRIMARY SCHOOL MID LAND CLOSE INDEPENDANCE LAYOUT
South East,Enugu,Enugu North,Ogui New Layout,SOLOMON BRAIN  SCHOOL FOUNDATION INDEPENDANCE LAYOUT
South East,Enugu,Enugu North,Ogui New Layout,ST BATHLOMEOW PRIMARY SCHOOL OGUI
South East,Enugu,Enugu North,Ogui New Layout,ST. MONICA GIRLS COMPREHENSIVE COLLEGE OGUI ENUGU
South East,Enugu,Enugu North,Ogui New Layout,STAFF FEDERAL PRIMARY SCHOOL FGC ENUG
South East,Enugu,Enugu North,Ogui New Layout,STUFENSTEIN PRIMARY SCHOOL ORAFIA STREET INDEPENDANCE LAYOUT
South East,Enugu,Enugu North,Ogui New Layout,SUNRISE INTERNATIONAL PRIMARY SCHOOL PREMIER LAYOUT OGUI NIKE
South East,Enugu,Enugu North,Ogui New Layout,"THE GOODARD SCHOOL, NO 14 OSADEBE STREET OGUI NEW LAYOUT"
South East,Enugu,Enugu North,Ogui New Layout,TRANSFIGURATION NURSERY AND PRIMARY SCHOOL
South East,Enugu,Enugu North,Ogui New Layout,TUTOR TIME PRIMARY SCHOOL OZO OCHECHA STREET INDEPENDANCE L/OUT
South East,Enugu,Enugu North,Ogui New Layout,WHOLE CHILD PRIMARY ACADEMY EKENEOFIA DRIVE INDEPENDANCE LAYOUT
South East,Enugu,Enugu North,Ogui New Layout,"WTC PRIMARY SCHOOL I, ENUGU"
South East,Enugu,Enugu North,Ogui New Layout,ZAHARA  BASE INTERNATIONAL SCHOOL 2ND AVENUE INDEPENDANCE LAYOUT
South East,Enugu,Enugu North,Ogui Township,BETHEL HOME PRIMARY SCHOOL COLLIERY AVENUE GRA
South East,Enugu,Enugu North,Ogui Township,CIVITAS DEI NURSERY/PRIMARY SCHOOL
South East,Enugu,Enugu North,Ogui Township,"COLLIERY COMPREHENSIVE TECHNICAL COLLEGE, NGWO"
South East,Enugu,Enugu North,Ogui Township,EARLY DEW SECONDARY SCHOOL IMOKE STREET GRA
South East,Enugu,Enugu North,Ogui Township,KING JESU PRIMARY SCHOOL CALABAR STREET COAL CAMP
South East,Enugu,Enugu North,Ogui Township,MATER PURISSIMA EDUCATION CENTRE (MAPEC)
South East,Enugu,Enugu North,Ogui Township,"SOPHYS DAY CARE CENTRE, 33 CARTER STREET OWERRI HALL OGUI TOWNSHIP ENUGU"
South East,Enugu,Enugu North,Ogui Township,THE AGAPE LOVE BEST LAND PRIMARY SCHOOL JAMBOREE BY 2ND GATE
South East,Enugu,Enugu North,Ogui Township,THE BEST ACADEMY ENUGU
South East,Enugu,Enugu North,Onu-Asata,AGAPE LOVE SECONDARY SCHOOL AKIEZE STREET JAMBOREE
South East,Enugu,Enugu North,Onu-Asata,CHRISTIAN SERVICE PRIMARY SCHOOL IVA POTTERY
South East,Enugu,Enugu North,Onu-Asata,"FAVOURED SCHOOLS, CONCRETE AVENUE, GRA ENUGU"
South East,Enugu,Enugu North,Onu-Asata,GODS OWN NURSERY/PRIMARY SCHOOL SCHOOL
South East,Enugu,Enugu North,Onu-Asata,NEW BRIDGE COLLEGE ABAKALIKI ROAD GRA ENUGU
South East,Enugu,Enugu North,Onu-Asata,RACHINEIS INTERNATIONAL PRIMARY SCHOOL NICHOLAS NWOSU STREET
South East,Enugu,Enugu North,Onu-Asata,RITACIA INTERNATIONAL SCHOOL OLOGO ENUGU
South East,Enugu,Enugu North,Onu-Asata,SPIRIT OF DANIEL SECONDARY SCHOOL ABAKALIKI ROAD
South East,Enugu,Enugu North,Onu-Asata,TEHILA PRIMARY SCHOOL BROWN AND BROWN CRESCENT
South East,Enugu,Enugu North,Onu-Asata,THE GOOD SHEPHERD CATHEDRAL NURSERY AND PRIMARY SCHOOL
South East,Enugu,Enugu North,Udi Siding/Iva Valley,COAL CITY INTERNATIONAL COLLEGE LOCO GATE
South East,Enugu,Enugu North,Udi Siding/Iva Valley,DIVINE GIFT NPS
South East,Enugu,Enugu North,Udi Siding/Iva Valley,EVANGEL NURSERY PRIMARY SCHOOL IVA POTTERY ENUGU
South East,Enugu,Enugu North,Udi Siding/Iva Valley,HILLRANGE SCHOOL ENUGU
South East,Enugu,Enugu North,Udi Siding/Iva Valley,MMM INTERNATIONAL PRIMARY SCHOOL VALLEY ROAD
South East,Enugu,Enugu North,Udi Siding/Iva Valley,OUR LADY OF MERCY PRIMARY SCHOOL
South East,Enugu,Enugu North,Udi Siding/Iva Valley,ROYNOLD MODERN NURSERY AND SCHOOL IVA POTTERY ENUGU STATE
South East,Enugu,Enugu North,Udi Siding/Iva Valley,ST. JAMES NURSERY AND PRIMARY SCHOOL IVA-VALLEY
South East,Enugu,Enugu North,Udi Siding/Iva Valley,ST.PATRICKS SECONDARY SCHOOL OGBETE
South East,Enugu,Enugu North,Umunevo,BRILLANT CHILD PRIMARY SCHOOL JAMBOREE
South East,Enugu,Enugu North,Umunevo,CARLTON DUKE NURSERY AND PRIMARY SCHOOL
South East,Enugu,Enugu North,Umunevo,CARMEL PRIMARY SCHOOL NIKE AVENUE GRA
South East,Enugu,Enugu North,Umunevo,DELIGHT STONE ROCK INTERNATIONAL PRIMARY SCHOOL
South East,Enugu,Enugu North,Umunevo,LIFE STREAM FOUNDATION PRIMARY SCHOOL KINGS WAY ROAD GRA
South East,Enugu,Enugu North,Umunevo,LIFESTREAMS COLLEGE ENUGU
South East,Enugu,Enugu North,Umunevo,REXDINE INTERNATIONAL ACADEMY
South East,Enugu,Enugu North,Umunevo,ST PETERS PRIMARY SCHOOL EKE STREET
South East,Enugu,Enugu North,Umunevo,WHOLESOME CHILD SECONDARY SCHOOL
South East,Enugu,Enugu North,Umunevo,ZION REGNA KIDS PRIMARY SCHOOL JAMBOREE BY 2ND GATE
South East,Enugu,Enugu South,Achara Layout East,ACHARA LAYOUT PRIMARY SCHOOL ENUGU
South East,Enugu,Enugu South,Achara Layout East,ACHARA LAYOUT PRIMARY SCHOOL IV ENUGU
South East,Enugu,Enugu South,Achara Layout East,"ACHARA LAYOUT PRIMARY SCHOOL, I"
South East,Enugu,Enugu South,Achara Layout East,Arch Bishop Dimoji Memorial Nursery Sch
South East,Enugu,Enugu South,Achara Layout East,BEATIFIC KID NURSERY AND PRIMARY SCHOOL OLYMPIC LAYOUT ENUGU
South East,Enugu,Enugu South,Achara Layout East,"CHINEDU INTERNATIONAL SECONDARY SCHOOL, IDAW RIVER LAYOUT, ENUGU,"
South East,Enugu,Enugu South,Achara Layout East,EMMANUEL ANGLICAN SECONDARY SCHOOL
South East,Enugu,Enugu South,Achara Layout East,GIFTED PRECIOUS CHILD INTERNATIONAL PRIMARY SCHOOL ACHARA LAYOUT
South East,Enugu,Enugu South,Achara Layout East,GODS STAR INTERNATIONAL SCHOOL (NURSERY/ PRIMARY)
South East,Enugu,Enugu South,Achara Layout East,GREAT EXPLOIT CHRISTIAN ACADEMY
South East,Enugu,Enugu South,Achara Layout East,GREATER TOMORROW NURSERY AND PRIMARY SCHOOL ACHARA LAYOUT ENUGU
South East,Enugu,Enugu South,Achara Layout East,HANS CHRISTIAN ANDERSEN INTERNATIONAL SCHOOL
South East,Enugu,Enugu South,Achara Layout East,HEREO DESTINY SECONDARY SCHOOL OLYMPIC LAYOUT
South East,Enugu,Enugu South,Achara Layout East,JESU MARIA PRIMARY SCHOOL ACHARA LAYOUT
South East,Enugu,Enugu South,Achara Layout East,"PENTICOST INTERNATIONAL MODEL SCHOOL, NO 2 UTAM STREET ACHARA LAYOUT"
South East,Enugu,Enugu South,Achara Layout East,REHOBOTH INTERNATIONAL SCHOOLS ENUGU (RISE)
South East,Enugu,Enugu South,Achara Layout East,SAINT GERALDS STARS SCHOOL 22 OBIOMA STREER LAYOUT ENUGU
South East,Enugu,Enugu South,Achara Layout East,SKY HIGH MONTESSORI PRIMARY SCHOOL ACHARA LAYOUT
South East,Enugu,Enugu South,Achara Layout East,SUCCESS INTERNATIONAL SCHOOL
South East,Enugu,Enugu South,Achara Layout East,TRINITY NURSERY AND PRIMARY SCHOOL ACHALA LAYOUT
South East,Enugu,Enugu South,Achara Layout East,VICTORY HIGH SCHOOL
South East,Enugu,Enugu South,Achara Layout East,VICTORY NURSERY AND PRIMARY SCHOOL
South East,Enugu,Enugu South,Achara Layout East,WORD OF FAITH PRIMARY SCHOOL ACHARA LAYOUT
South East,Enugu,Enugu South,Achara Layout West,AGES AND STAGES NURSERY SCHOOL
South East,Enugu,Enugu South,Achara Layout West,BRIGHTER VISION SCHOOL
South East,Enugu,Enugu South,Achara Layout West,CRYSTAL SECONDARY SCHOOL
South East,Enugu,Enugu South,Achara Layout West,DIVINE TREASURE PRIMARY SCHOOL
South East,Enugu,Enugu South,Achara Layout West,ELDANON NURSERY AND PRIMARY SCHOOL
South East,Enugu,Enugu South,Achara Layout West,ELITE ACADEMY PRIMARY SCHOOL
South East,Enugu,Enugu South,Achara Layout West,FALDON DEXTERITY NURSERY AND PRIMARY SCHOOLS
South East,Enugu,Enugu South,Achara Layout West,FAVOURED KID
South East,Enugu,Enugu South,Achara Layout West,FRUITFUL VINE ACADEMY
South East,Enugu,Enugu South,Achara Layout West,GOOD SHEPHERD NURSERY/PRIMARY SCHOOL
South East,Enugu,Enugu South,Achara Layout West,"IGBARIAM STREET PRIMARY SCHOOL I, IGBARAM"
South East,Enugu,Enugu South,Achara Layout West,NIGER GRAMMAR SECONDARY SCHOOL
South East,Enugu,Enugu South,Achara Layout West,PEARL NURSERY AND PRIMARY SCHOOL
South East,Enugu,Enugu South,Achara Layout West,ROCK MODEL NURSERY AND PRIMARY SCHOOL
South East,Enugu,Enugu South,Achara Layout West,ROYAL ACADEMY NURSERY AND PRIMARY SCHOOL.
South East,Enugu,Enugu South,Achara Layout West,ST THERESA TOTS CENTER PRIMARY SCHOOLGARRIKI
South East,Enugu,Enugu South,Achara Layout West,VERMUND PRIMARY SCHOOL IDAW RIVER
South East,Enugu,Enugu South,Akwuke,BLOSSOM FIELD ACADEMY NURSERY AND PRIMARY SCHOOL ENUGU
South East,Enugu,Enugu South,Akwuke,"CENTRAL SCHOOL, AKWUKE"
South East,Enugu,Enugu South,Akwuke,CHILDREN OF GOD ACADEMY PRIMARY SCHOOL GARRIKI
South East,Enugu,Enugu South,Akwuke,CHRISTIAN GRACE ACADEMY
South East,Enugu,Enugu South,Akwuke,"COMPREHENSIVE SECONDARY SCHOOL, AKWUKE"
South East,Enugu,Enugu South,Akwuke,DON GABRIEL PRIMARY SCHOOL AKWUKE
South East,Enugu,Enugu South,Akwuke,DORI- GABRIEL MONTESSORI SCHOOL AKWUKE ENUGU
South East,Enugu,Enugu South,Akwuke,EBENIZER METHODIST NURSERY AND PRIMARY SCHOOL AKWUKE
South East,Enugu,Enugu South,Akwuke,"ELOHIM GADOL HIGH SCHOOL, AKWUKE ENUGU STATE"
South East,Enugu,Enugu South,Akwuke,ELOHIM GADOL NURSERY AND PRIMARY SCHOOL AGU-UWANI AKWUKE
South East,Enugu,Enugu South,Akwuke,EVIDENCE INTERNATIONAL NURSERY AND PRIMARY SCHOOL AKWUKE
South East,Enugu,Enugu South,Akwuke,GLORIOUS INTERNATIONAL SCHOOL AKWUKE AWKUNANAW
South East,Enugu,Enugu South,Akwuke,HOLY FAMILY CHILDREN ACADEMY (PRIMARY AND NURSERY)
South East,Enugu,Enugu South,Akwuke,KNOWLEDGE HOME INTERNATIONAL PRIMARY SCHOOL AKWUKE
South East,Enugu,Enugu South,Akwuke,LION GRACE PRIMARY SCHOOL IDAW RIVER
South East,Enugu,Enugu South,Akwuke,LUMANXTI PRIMARY SCHOOL EBONY
South East,Enugu,Enugu South,Akwuke,PRECIOUS CHILD FOUNDATION NURSERY AND PRIMARY SCHOOL AKWUKE
South East,Enugu,Enugu South,Akwuke,ST EVARISTUS NURSERY AND PRIMARY SCHOOL AKWUKE AWKUNANAW
South East,Enugu,Enugu South,Akwuke,TRIUMPH AND PEAK INTERNATIONAL ACADEMY
South East,Enugu,Enugu South,Amechi I,ACHIEVERS SOLID BASE ACADEMY
South East,Enugu,Enugu South,Amechi I,ADVANCE LEARNING INTERNATIONAL PRIMARY SCHOOL AMECHI
South East,Enugu,Enugu South,Amechi I,AMECHI PRIMARY SCHOOL
South East,Enugu,Enugu South,Amechi I,"CENTRAL SCHOOL, AMECHI AWKUNANAW"
South East,Enugu,Enugu South,Amechi I,CHARIS INTERNATIONAL SCHOOL
South East,Enugu,Enugu South,Amechi I,CHRIST DE SAVIOUR PRIMARY SCHOOL AMECHI
South East,Enugu,Enugu South,Amechi I,"COMMUNITY  PRIMARY SCHOOL I, AMECHI"
South East,Enugu,Enugu South,Amechi I,"COMMUNITY  PRIMARY SCHOOL II, AMECHI AKWKUNANAW- ENUGU"
South East,Enugu,Enugu South,Amechi I,"COMMUNITY SECONDARY SCHOOL, NDIAGU AMECHI"
South East,Enugu,Enugu South,Amechi I,"COMMUNITY UNITY PRIMARY SCHOOL, NDIAGU AMECHI"
South East,Enugu,Enugu South,Amechi I,DIAMOND CHILD INTERNATIONAL PRIMARY SCHOOL
South East,Enugu,Enugu South,Amechi I,DIVINE ALMOND INTERNATIONAL SCHOOL ENUGU
South East,Enugu,Enugu South,Amechi I,EDEN PRIMARY SCHOOL AMECHI
South East,Enugu,Enugu South,Amechi I,"EMMANUEL CHURCH NURSERY/PRIMARY SCHOOL, ACHARA LAYOUT ENUGU"
South East,Enugu,Enugu South,Amechi I,EVANGELICAL NURSERY AND PRIMARY SCHOOL
South East,Enugu,Enugu South,Amechi I,EXCELLENT KIDS INTERNATIONAL PRIMARY SCHOOL AMAECHI
South East,Enugu,Enugu South,Amechi I,FOUNTAIN OF DIVINE FAVOUR INTERNATIONAL SCHOOL AMECHI ENUGU
South East,Enugu,Enugu South,Amechi I,FOUNTAIN OF LIFE INTERNATIONAL ACADEMY ENUGU
South East,Enugu,Enugu South,Amechi I,GATEWAY FUTURE STARS ACADEMY
South East,Enugu,Enugu South,Amechi I,GODS  WILL PRIMARY SCHOOL
South East,Enugu,Enugu South,Amechi I,GODS DIVINE GRACE NURSERY AND PRIMARY SCHOOL
South East,Enugu,Enugu South,Amechi I,HOLY ANGELS COLLEGE AMAECHI
South East,Enugu,Enugu South,Amechi I,HOLY KIDS INTERNATIONAL SCHOOL
South East,Enugu,Enugu South,Amechi I,JUDITH FOUNDATION INTERNATIONAL PRIMARY SCHOOL AMAECHI
South East,Enugu,Enugu South,Amechi I,JUDITH FOUNDATION INTERNATIONAL SECONDARY SCHOOL TOPLAND
South East,Enugu,Enugu South,Amechi I,"LILY HILLS COLLEGE, TOPLAND AMECHI, AWKUNANAW, ENUGU"
South East,Enugu,Enugu South,Amechi I,PENIEL NURSERY AND PRIMARY SCHOOL AMECHI UWANI AWKUNANAW
South East,Enugu,Enugu South,Amechi I,PILGRIM MODEL PRIMARY SCHOOL AMECHI
South East,Enugu,Enugu South,Amechi I,RISING STAR COLLAGE
South East,Enugu,Enugu South,Amechi I,SCRIPTURE UNION PRIMARY SCHOOL KINGS KIDS AMECHI
South East,Enugu,Enugu South,Amechi I,SOLID FOUNDATION SECONDARY AMECHI
South East,Enugu,Enugu South,Amechi I,SOLID LEGACY NURSERY AND PRIMARY SCHOOL
South East,Enugu,Enugu South,Amechi I,SPLENDID SUCCESS PRIMARY ACADEMY AMECHI
South East,Enugu,Enugu South,Amechi I,ST  VINCENT DE PAUL PRIMARY SCHOOL
South East,Enugu,Enugu South,Amechi I,SURE FOUNDATION ACADEMY
South East,Enugu,Enugu South,Amechi I,THE GODDARD INTERNATIONAL SCHOOL ENUGU
South East,Enugu,Enugu South,Amechi I,THE SURE FOUNDATION SCHOOLS
South East,Enugu,Enugu South,Amechi I,TIMEBELL ACADEMY AMECHI.
South East,Enugu,Enugu South,Amechi I,WISDOM KIDS NURSERY AND PRIMARY SCHOOL ENUGU
South East,Enugu,Enugu South,Amechi I,ZETA INTERNATIONAL PRIMARY SCHOOL AMECHI
South East,Enugu,Enugu South,Amechi Ii,ADVANCED LEARNERS SECONDARY SCHOOL
South East,Enugu,Enugu South,Amechi Ii,ALMATORIAL INTERNATIONAL SCHOOL
South East,Enugu,Enugu South,Amechi Ii,CHIZIK PRIMARY SCHOOLGARRIKI
South East,Enugu,Enugu South,Amechi Ii,CHRIST FOUNDATION PRIMARY SCHOOL ISUOCHI
South East,Enugu,Enugu South,Amechi Ii,CITY OF CHAMPIONS NOBLE
South East,Enugu,Enugu South,Amechi Ii,GODSLOVE NURSERY/ PRIMARY SCHOOL AKWUK AWK ENUGU
South East,Enugu,Enugu South,Amechi Ii,HENRY DE GREAT PRIMARY SCHOOL MENIRU
South East,Enugu,Enugu South,Amechi Ii,"IDAW RIVER PRIMARY SCHOOL, II ENUGU"
South East,Enugu,Enugu South,Amechi Ii,JOYFUL DAVIDS ACADEMY EDDY BROWN ONE DAY.
South East,Enugu,Enugu South,Amechi Ii,JULEX COMPREHENSIVE SECONDARY SCHOOL
South East,Enugu,Enugu South,Amechi Ii,LAMB OF GOD PRIMARY SCHOOL MENIRU
South East,Enugu,Enugu South,Amechi Ii,MALSON INTERNATIONAL SCHOOL
South East,Enugu,Enugu South,Amechi Ii,NOTRE DAME PRIMARY SCHOOL
South East,Enugu,Enugu South,Amechi Ii,PALACE STARS ACADEMY PRIMARY SCHOOL GARRIKI
South East,Enugu,Enugu South,Amechi Ii,"QUEENS MODEL SCHOOLS, NURSERY AND PRIMARY SCHOOL"
South East,Enugu,Enugu South,Amechi Ii,"QUEENS MODEL SECONDARY SCHOOL, ENUGU"
South East,Enugu,Enugu South,Amechi Ii,ST BARNABAS ANGLICAN SCHOOLS GARIKI ENUGU
South East,Enugu,Enugu South,Amechi Ii,VISION MODERN NURSERY SCHOOL MENIRU
South East,Enugu,Enugu South,Awkunanaw East,ADONAI MODEL SCHOOLS
South East,Enugu,Enugu South,Awkunanaw East,"ARMY CHILDREN PRIMARY SCHOOL IV, AWKUNANAW"
South East,Enugu,Enugu South,Awkunanaw East,"ARMY CHILDREN SCHOOL I, 1O3 BATTALION GARRIKI AWKUNANAW ENUGU"
South East,Enugu,Enugu South,Awkunanaw East,BISHOP OTUBELU JUBILEE NURSERY/ PRIMARY SCHOOL
South East,Enugu,Enugu South,Awkunanaw East,CHIBUEZE NURSERY AND PRIMARY SCHOOL
South East,Enugu,Enugu South,Awkunanaw East,CHRIST METHODIST NURSERY/ PRIMARY SCHOOL GARIKI AWKUNANAW
South East,Enugu,Enugu South,Awkunanaw East,CYRICH INTERNATIONAL PRIMARY AWKUNANAW
South East,Enugu,Enugu South,Awkunanaw East,"CYRICH INTERNATIONAL SCHOOLS MENIRU/4O OLIVER AGBO STR. AWKUNANAW, ENUGU"
South East,Enugu,Enugu South,Awkunanaw East,DE KINGS ACADEMIY.
South East,Enugu,Enugu South,Awkunanaw East,DIVINE COVENANT CHILDREN SCHOOLS
South East,Enugu,Enugu South,Awkunanaw East,"EVANGEL NURSERY AND PRIMARY SCHOOL, GARRIKI, AWKUNANAW, ENUGU"
South East,Enugu,Enugu South,Awkunanaw East,"GIRLS GRAMMAR SCHOOL, AWKUNANAW ENUGU"
South East,Enugu,Enugu South,Awkunanaw East,GODS KIDS INTERNATIONAL PRIMARY SCHOOL AWKUNANAW
South East,Enugu,Enugu South,Awkunanaw East,GODSDAN MISSIONARY SCHOOLS GARRIKI AWKUNANAW ENUGU
South East,Enugu,Enugu South,Awkunanaw East,HARVEST OF KNOWLEDGE SCHOOLS
South East,Enugu,Enugu South,Awkunanaw East,HEAVENLY KIDS INTERNATIONAL NURSERY AND PRIMARY SCHOOLS
South East,Enugu,Enugu South,Awkunanaw East,HIS GRACE HIGH SCHOOL
South East,Enugu,Enugu South,Awkunanaw East,HOLY MICHAEL SOLID FOUNDATION CENTRE
South East,Enugu,Enugu South,Awkunanaw East,IDAW RIVER GIRLS SECONDARY SCHOOL ENUGU
South East,Enugu,Enugu South,Awkunanaw East,INFANT JESUS THE GREAT NURSERY SCHOOL
South East,Enugu,Enugu South,Awkunanaw East,KINGDOM ROYALS ACADEMIY
South East,Enugu,Enugu South,Awkunanaw East,MEGARK ROICEL INTERNATIONAL SCHOOL AWKUNANAW
South East,Enugu,Enugu South,Awkunanaw East,MOUNT ZION PRIMARY SCHOOL AWKUNANAW
South East,Enugu,Enugu South,Awkunanaw East,OUR SAVIOUR (ANG) NURSERY AND PRIMARY SCHOOL OFF ONE DAY ROAD AWKUNANAW
South East,Enugu,Enugu South,Awkunanaw East,PECULIAR KIDS INTERNATIONAL SCHOOL (NURSERY AND PRIMARY)
South East,Enugu,Enugu South,Awkunanaw East,RIGHT FOUNDATION NUR/PRI SCHOO
South East,Enugu,Enugu South,Awkunanaw East,SMILE  CITY   NURSERY    PRIMARY . SCHOOL
South East,Enugu,Enugu South,Awkunanaw East,ST RITA ACADEMY PRIMARY  SCHOOL AWKUNANAW
South East,Enugu,Enugu South,Awkunanaw East,UNION SECONDARY SCHOOL AWKUNANAW
South East,Enugu,Enugu South,Awkunanaw East,UNIQUE FOUNDATION SCHOOL GARIKI AWKUNANAW ENUGU
South East,Enugu,Enugu South,Awkunanaw East,VIC-ATA CRECHE AND PRE-SCHOOL
South East,Enugu,Enugu South,Awkunanaw East,ZION INTERNATIONAL ACADEMY (NURSERY AND PRIMARY) GARRIKI
South East,Enugu,Enugu South,Awkunanaw East,ZION INTERNATIONAL ACADEMY (SECONDARY) GARRIKI
South East,Enugu,Enugu South,Awkunanaw West,CHINEDU INTERNATIONAL NURSERY AND PRIMARY SCHOOL IKIRIKE ENUGU
South East,Enugu,Enugu South,Awkunanaw West,DEI GRATIA CHRISTIAN SCHOOLS
South East,Enugu,Enugu South,Awkunanaw West,EVANGEL SECONDARY SCHOOL
South East,Enugu,Enugu South,Awkunanaw West,GOD PROVIDES NURSERY AND PRIMARY SCHOOL
